link,page_number,product_link,productname2
https://veneria.pl/11-wibratory,2,https://veneria.pl/wibratory/46142-wowgenie-blue-fairygasm-5906196160434.html,"Niebieski wibrator - WowGenie - klasyczny, dopochwowy, USB Silikonowy - FairyGasm"
https://veneria.pl/11-wibratory,2,https://veneria.pl/wibratory/46141-merrywand-violet-fairygasm-5906196160236.html,"Fioletowy wibrator - MerryWand - do stymulacji punktu G, USB Silikonowy - FairyGasm"
https://veneria.pl/11-wibratory,2,https://veneria.pl/wibratory/46140-merrywand-green-fairygasm-5906196160229.html,"Zielony wibrator - MerryWand - do stymulacji punktu G, USB Silikonowy - FairyGasm"
https://veneria.pl/11-wibratory,2,https://veneria.pl/wibratory/46139-merrywand-blue-fairygasm-5906196160212.html,"Niebieski wibrator - MerryWand - do stymulacji punktu G, USB Silikonowy - FairyGasm"
https://veneria.pl/11-wibratory,2,https://veneria.pl/wibratory/46138-pleasurearrow-violet-fairygasm-5906196160298.html,"Fioletowy wibrator - PleasureArrow - do stymulacji łechtaczki, USB Silikonowy - FairyGasm"
https://veneria.pl/11-wibratory,2,https://veneria.pl/wibratory/46137-pleasurearrow-green-fairygasm-5906196160281.html,"Zielony wibrator - PleasureArrow - do stymulacji łechtaczki, USB Silikonowy - FairyGasm"
https://veneria.pl/11-wibratory,2,https://veneria.pl/wibratory/46136-pleasurearrow-blue-fairygasm-5906196160274.html,"Niebieski wibrator - PleasureArrow - do stymulacji łechtaczki, USB Silikonowy - FairyGasm"
https://veneria.pl/11-wibratory,2,https://veneria.pl/wibratory/46135-braveryaward-violet-fairygasm-5906196160113.html,"Fioletowy wibrator do punktu G - BraveryAward - na USB, Silikonowy - FairyGasm"
https://veneria.pl/11-wibratory,2,https://veneria.pl/wibratory/46134-braveryaward-green-fairygasm-5906196160106.html,"Zielony wibrator do punktu G - BraveryAward - na USB, Silikonowy - FairyGasm"
https://veneria.pl/11-wibratory,2,https://veneria.pl/wibratory/46133-braveryaward-blue-fairygasm-5906196160090.html,"Niebieski wibrator do punktu G - BraveryAward - na USB, Silikonowy - FairyGasm"
https://veneria.pl/11-wibratory,2,https://veneria.pl/wibratory/46132-heartgem-violet-fairygasm-5906196160144.html,"Fioletowy stymulator łechtaczki - HeartGem - na pilota bezprzewodowego, USB- FairyGasm"
https://veneria.pl/11-wibratory,2,https://veneria.pl/wibratory/46131-heartgem-green-fairygasm-5906196160137.html,"Zielony stymulator łechtaczki - HeartGem - na pilota bezprzewodowego, USB- FairyGasm"
https://veneria.pl/11-wibratory,2,https://veneria.pl/wibratory/46130-heartgem-blue-fairygasm-5906196160120.html,"Niebieski stymulator łechtaczki - HeartGem - na pilota bezprzewodowego, USB- FairyGasm"
https://veneria.pl/11-wibratory,2,https://veneria.pl/wibratory/46129-thrillleaf-violet-fairygasm-5906196160427.html,"Fioletowy stymulator łechtaczki - ThrillLeaf - stymulujący, na USB, Silikonowy - FairyGasm"
https://veneria.pl/11-wibratory,2,https://veneria.pl/wibratory/46128-thrillleaf-green-fairygasm-5906196160410.html,"Zielony stymulator łechtaczki - ThrillLeaf - stymulujący, na USB, Silikonowy - FairyGasm"
https://veneria.pl/11-wibratory,3,https://veneria.pl/wibratory/46127-thrillleaf-blue-fairygasm-5906196160403.html,"Niebieski stymulator łechtaczki - ThrillLeaf - stymulujący, na USB, Silikonowy - FairyGasm"
https://veneria.pl/11-wibratory,3,https://veneria.pl/wibratory/46126-pleasurestone-violet-fairygasm-5906196160366.html,"Fioletowy stymulator łechtaczki - PleasureStone - w kształcie serca, USB - FairyGasm"
https://veneria.pl/11-wibratory,3,https://veneria.pl/wibratory/46125-pleasurestone-red-fairygasm-5906196160359.html,"Czerwony stymulator łechtaczki - PleasureStone - w kształcie serca, USB - FairyGasm"
https://veneria.pl/11-wibratory,3,https://veneria.pl/wibratory/46124-pleasurestone-green-fairygasm-5906196160342.html,"Zielony stymulator łechtaczki - PleasureStone - w kształcie serca, USB - FairyGasm"
https://veneria.pl/11-wibratory,3,https://veneria.pl/wibratory/46123-pleasurestone-blue-fairygasm-5906196160335.html,"Niebieski stymulator łechtaczki - PleasureStone - w kształcie serca, USB - FairyGasm"
https://veneria.pl/11-wibratory,3,https://veneria.pl/wibratory/46120-pearlstasy-blue-fairygasm-5906196160243.html,"Niebieski masażer Wand - Pearlstasy - do miejsc erogennych, USB Silikonowy - FairyGasm"
https://veneria.pl/11-wibratory,3,https://veneria.pl/wibratory/46083-turbo-thruster-759746548672.html,"Wibrator z króliczkiem - Turbo Thruster - z funkcją pchania, USB Silikonowy - CHISA"
https://veneria.pl/11-wibratory,3,https://veneria.pl/wibratory/46082-thruster-burst-vibrator-759746954237.html,"Niebieski wibrator do stymulacji punktu G - Thruster Burst, USB - CHISA"
https://veneria.pl/11-wibratory,3,https://veneria.pl/wibratory/46081-g-burst-vibrator-759746745293.html,"Wibrator do punktu ""G"" Burst z wibracjami, na USB, Fioletowy - CHISA"
https://veneria.pl/11-wibratory,3,https://veneria.pl/wibratory/46080-real-burst-vibrator-759746452306.html,"Czerwony wibrator realistyczny - Real Burst - na przyssawce, USB Silikonowy - CHISA"
https://veneria.pl/11-wibratory,3,https://veneria.pl/wibratory/46078-pretty-love-kampas-rabbit-3-in-1-multifunction-vibrator-with-tongue-violet-6959532335941.html,"Fioletowy wibrator z króliczkiem - Kampas Rabbit - stymulujący punkt G, USB Silikonowy - PRETTY LOVE"
https://veneria.pl/11-wibratory,3,https://veneria.pl/wibratory/46077-pretty-love-blanche-dark-purple-12-vibration-functions-memory-function-6959532336092.html,"Fioletowy wibrator łechtaczkowy - Blanche - stymulujący, USB Silikonowy - Pretty Love"
https://veneria.pl/11-wibratory,3,https://veneria.pl/wibratory/46076-pretty-love-blanche-purple-12-vibration-functions-memory-function-6959532336078.html,"Różowy wibrator łechtaczkowy - Blanche - stymulujący, USB Silikonowy - Pretty Love"
https://veneria.pl/11-wibratory,3,https://veneria.pl/wibratory/46075-pretty-love-alfreda-purple-memory-function-12-vibration-functions-6959532336047.html,"Fioletowy wibrator łechtaczkowy - Alfreda - na akumulator, USB, Silikonowy - Pretty Love"
https://veneria.pl/11-wibratory,3,https://veneria.pl/wibratory/46074-pretty-love-dejon-twinkled-tenderness-7-vibration-functions-4-thrusting-settings-4-rotation-functions-6959532335897.html,"Wibrator z króliczkiem - Dejon - z funkcją ruchów rotacyjnych i posuwistych, USB Silikonowy - Pretty ove"
https://veneria.pl/11-wibratory,3,https://veneria.pl/wibratory/46073-pretty-love-dejon-twinkled-tenderness-purple-7-vibration-functions-4-thrusting-settings-4-rotation-functions-6959532335880.html,"Wibrator z króliczkiem - Dejon - z funkcją ruchów rotacyjnych i posuwistych, USB Silikonowy - Pretty ove"
https://veneria.pl/11-wibratory,3,https://veneria.pl/wibratory/46071-pretty-love-coale-twinkled-tenderness-purple-7-vibration-functions-4-rotation-functions-4-thrusting-settings-6959532335859.html,"Wibrator z króliczkiem z funkcją ruchów obrotowych i posuwistych, USB Silikonowy - Pretty Love"
https://veneria.pl/11-wibratory,3,https://veneria.pl/wibratory/46070-pretty-love-twinkled-tenderness-7-vibration-functions-4-rolling-functions-memory-function-6959532335835.html,"Zielony wibrator z króliczkiem - Twinkled Tenderness - z funkcją ruchów posuwistych, USB - PRETTY LOVE"
https://veneria.pl/11-wibratory,3,https://veneria.pl/wibratory/46069-pretty-love-twinkled-tenderness-purple-7-vibration-functions-4-rolling-functions-memory-function-6959532335828.html,"Różowy wibrator z króliczkiem - Twinkled Tenderness - z funkcją ruchów posuwistych, USB - PRETTY LOVE"
https://veneria.pl/11-wibratory,3,https://veneria.pl/wibratory/46068-pretty-love-curtis-12-vibration-functions-memory-function-6959532328233.html,"Różowy wibrator dopochwowy - Curtis - na akumulator, USB Silikonowy - Pretty Love"
https://veneria.pl/11-wibratory,3,https://veneria.pl/wibratory/46067-pretty-love-lamar-green-10-vibration-functions-9-speed-levels-6959532335460.html,"Zielony wibrator z króliczkiem - Lamar - stymulujący punkt G, USB Silikonowy - PRETTY LOVE"
https://veneria.pl/11-wibratory,3,https://veneria.pl/wibratory/46066-pretty-love-lamar-blue-10-vibration-functions-9-speed-levels-6959532334593.html,"Granatowy wibrator z króliczkiem - Lamar - stymulujący punkt G, USB Silikonowy - PRETTY LOVE"
https://veneria.pl/11-wibratory,3,https://veneria.pl/wibratory/46065-pretty-love-lamar-pink-10-vibration-functions-9-speed-levels-6959532335484.html,"Różowy wibrator z króliczkiem - Lamar - stymulujący punkt G, USB Silikonowy - PRETTY LOVE"
https://veneria.pl/11-wibratory,3,https://veneria.pl/wibratory/46064-pretty-love-lamar-purple-10-vibration-functions-9-speed-levels-6959532334418.html,"Fioletowy wibrator z króliczkiem - Lamar - stymulujący punkt G, USB Silikonowy - PRETTY LOVE"
https://veneria.pl/11-wibratory,3,https://veneria.pl/wibratory/46058-pretty-love-tommy-89-light-brown-3-vibration-functions-3-thrusting-settings-suction-base-wireless-remote-control-6959532328219.html,"Wibrator realistyczny - Tommy 8,9'' - na pilota, przyssawka, USB - Silikonowy - PRETTY LOVE"
https://veneria.pl/11-wibratory,3,https://veneria.pl/wibratory/46057-pretty-love-jonathan-83-light-brown-3-vibration-functions-thrusting-wireless-remote-control-6959532328196.html,"Wibrator realistyczny - Jonathan 8,3"" - z funkcją pchania, USB Silikonowy - Pretty Love"
https://veneria.pl/11-wibratory,3,https://veneria.pl/wibrujace-jajka/46020-pretty-love-magic-box-pink-12-vibration-functions-7-tapping-functions-6959532329650.html,"Różowy wielofunkcyjny stymulator łechtaczki i jajeczko - Magic Box - 2w1, na USB - PRETTY LOVE"
https://veneria.pl/11-wibratory,3,https://veneria.pl/wibratory/46017-pretty-love-billy-purple-12-vibration-functions-mobile-app-remote-control-6959532336238.html,"Wibrator wielofunkcyjny - Billy - sterowany aplikacją, USB Silikonowy - Pretty Love"
https://veneria.pl/11-wibratory,3,https://veneria.pl/wibratory/46008-pretty-love-geri-purple-12-vibration-functions-3-licking-settings-wireless-remote-control-6959532334449.html,"Wibrator dopochwowy - Geri - stymulujący punkt G, na pilota bezprzewodowego, USB - PRETTY LOVE"
https://veneria.pl/11-wibratory,3,https://veneria.pl/wibratory/45993-pretty-love-baird-purple-12-vibration-functions-mobile-app-long-distance-control-6959532335637.html,"Bordowy wibrator do stymulacji punktu G - Baird - sterowany aplikacją, USB - Pretty Love"
https://veneria.pl/11-wibratory,3,https://veneria.pl/wibratory/45983-pretty-love-hector-12-vibration-functions-5-electric-shock-functions-mobile-app-remote-control-6959532335590.html,"Wibrator do punktu G - HECTOR - z funkcją elektrostymulacji, sterowany aplikacją, USB - PRETTY LOVE"
https://veneria.pl/11-wibratory,3,https://veneria.pl/wibratory/45982-pretty-love-cetus-green-12-function-vibrations-6959532334999.html,"Wibrator do stymulacji punktu G - CETUS - profilowany, USB Silikonowy - Pretty Love"
https://veneria.pl/11-wibratory,3,https://veneria.pl/wibratory/45978-pretty-love-prescott-green-12-vibration-functions-memory-function.html,"Zielony wibrator do punktu G - PRESCOTT - na USB, Silikonowy - Pretty Love"
https://veneria.pl/11-wibratory,3,https://veneria.pl/wibratory/45977-pretty-love-prescott-purple-12-vibration-functions-memory-function-6959532334791.html,"Granatowy wibrator do punktu G - PRESCOTT - na akumulator USB, Silikonowy - PRETTY LOVE"
https://veneria.pl/11-wibratory,3,https://veneria.pl/wibratory/45976-pretty-love-prescott-red-12-vibration-functions-memory-function-6959532334654.html,PRETTY LOVE - PRESCOTT Red 12 vibration functions Memory function
https://veneria.pl/11-wibratory,3,https://veneria.pl/wibratory/45969-pretty-love-prescott-green-7-function-vibrations-6959532334944.html,"Zielony wibrator z króliczkiem - PRESCOTT - stymulujący punkt G, USB - PRETTY LOVE"
https://veneria.pl/11-wibratory,3,https://veneria.pl/wibratory/45968-pretty-love-prescott-purple-7-function-vibrations-6959532334784.html,"Granatowy wibrator z króliczkiem - PRESCOTT - stymulujący punkt G, USB - PRETTY LOVE"
https://veneria.pl/11-wibratory,3,https://veneria.pl/wibratory/45967-pretty-love-prescott-red-7-function-vibrations-6959532334647.html,"Czerwony wibrator z króliczkiem - PRESCOTT - stymulujący punkt G, USB Silikonowy - PRETTY LOVE"
https://veneria.pl/11-wibratory,3,https://veneria.pl/wibratory/45964-pretty-love-thomas-usb-green-7-function-6959532334937.html,"Zielony wibrator z króliczkiem - THOMAS - stymulujący punkt G, USB - PRETTY LOVE"
https://veneria.pl/11-wibratory,3,https://veneria.pl/wibratory/45963-pretty-love-thomas-usb-purple-7-function-6959532334777.html,"Fioletowy wibrator z króliczkiem - THOMAS - stymulujący punkt G, USB - PRETTY LOVE"
https://veneria.pl/11-wibratory,4,https://veneria.pl/wibratory/45962-pretty-love-thomas-usb-red-7-function-6959532334630.html,"Czerwony wibrator z króliczkiem - THOMAS - stymulujący punkt G, USB Silikonowy - PRETTY LOVE"
https://veneria.pl/11-wibratory,4,https://veneria.pl/wibratory/45961-pretty-love-mini-massager-12-vibration-functions-6959532333237.html,"Klasyczny wibrator dopochwowy - MINI MASSAGER - USB, Silikonowy - PRETTY LOVE"
https://veneria.pl/11-wibratory,4,https://veneria.pl/wibratory/45956-rouge-velvet-bunny-licking-vibrator-6096727199138.html,"Czerwony wibrator z króliczkiem - Ombra - stymulujący punkt G, USB Silikonowy - Rouge Velvet"
https://veneria.pl/11-wibratory,4,https://veneria.pl/wibratory/45955-rouge-velvet-mini-g-spot-licking-vibrator-6096727199121.html,"Czerwony wielofunkcyjny wibrator - Serena - stymulujący punkt G oraz łechtaczkę, USB silikonowy - Rouge Velvet"
