Link,Email,Page Number,websites,ISP
https://ted.europa.eu/en/notice/-/detail/594057-2024,vol.submissionsstelle@stadt-chemnitz.de,1,stadt-chemnitz.de,
https://ted.europa.eu/en/notice/-/detail/594057-2024,vol.submissionsstelle@stadt-chemnitz.de,1,stadt-chemnitz.de,
https://ted.europa.eu/en/notice/-/detail/594057-2024,http://www.chemnitz.de/,1,,
https://ted.europa.eu/en/notice/-/detail/594057-2024,wiltrud.kadenbach@lds.sachsen.de,1,lds.sachsen.de,
https://ted.europa.eu/en/notice/-/detail/594057-2024,post@lds.sachsen.de,1,lds.sachsen.de,
https://ted.europa.eu/en/notice/-/detail/594057-2024,geschaeftsfuehrung@karree49.de,1,karree49.de,
https://ted.europa.eu/en/notice/-/detail/594057-2024,noreply.esender_hub@bescha.bund.de,1,bescha.bund.de,
https://ted.europa.eu/en/notice/-/detail/594049-2024,submissionen@hamburgwasser.de,1,hamburgwasser.de,
https://ted.europa.eu/en/notice/-/detail/594049-2024,submissionen@hamburgwasser.de,1,hamburgwasser.de,
https://ted.europa.eu/en/notice/-/detail/594049-2024,submissionen@hamburgwasser.de,1,hamburgwasser.de,
https://ted.europa.eu/en/notice/-/detail/594049-2024,https://www.hamburgwasser.de/,1,,
https://ted.europa.eu/en/notice/-/detail/594049-2024,https://vergabe.hamburgwasser.de/NetServer,1,,
https://ted.europa.eu/en/notice/-/detail/594049-2024,vergabekammer@fb.hamburg.de,1,fb.hamburg.de,
https://ted.europa.eu/en/notice/-/detail/594049-2024,submissionen@hamburgwasser.de,1,hamburgwasser.de,
https://ted.europa.eu/en/notice/-/detail/594049-2024,https://www.hamburgwasser.de/,1,,
https://ted.europa.eu/en/notice/-/detail/594049-2024,ausschreibung@mupi.de,1,mupi.de,
https://ted.europa.eu/en/notice/-/detail/594049-2024,noreply.esender_hub@bescha.bund.de,1,bescha.bund.de,
https://ted.europa.eu/en/notice/-/detail/594025-2024,zentrale-vergabestelle@laiv-mv.de,1,laiv-mv.de,
https://ted.europa.eu/en/notice/-/detail/594025-2024,zentrale-vergabestelle@laiv-mv.de,1,laiv-mv.de,
https://ted.europa.eu/en/notice/-/detail/594025-2024,zentrale-vergabestelle@laiv-mv.de,1,laiv-mv.de,
https://ted.europa.eu/en/notice/-/detail/594025-2024,https://www.laiv-mv.de/,1,,
https://ted.europa.eu/en/notice/-/detail/594025-2024,vergabekammer@wm.mv-regierung.de,1,wm.mv-regierung.de,
https://ted.europa.eu/en/notice/-/detail/594025-2024,ausschreibungen@baronmobil.com,1,baronmobil.com,
https://ted.europa.eu/en/notice/-/detail/594025-2024,noreply.esender_hub@bescha.bund.de,1,bescha.bund.de,
https://ted.europa.eu/en/notice/-/detail/594022-2024,vergabestelle@egst.de,1,egst.de,
https://ted.europa.eu/en/notice/-/detail/594022-2024,vergabestelle@egst.de,1,egst.de,
https://ted.europa.eu/en/notice/-/detail/594022-2024,vergabestelle@egst.de,1,egst.de,
https://ted.europa.eu/en/notice/-/detail/594022-2024,vergabekammer@brms.nrw.de,1,brms.nrw.de,
https://ted.europa.eu/en/notice/-/detail/594022-2024,ulrich.kramps@remondis.de,1,remondis.de,
https://ted.europa.eu/en/notice/-/detail/594022-2024,daniel.toerner@rwe.com,1,rwe.com,
https://ted.europa.eu/en/notice/-/detail/594022-2024,post@guenter-fehr.de,1,guenter-fehr.de,
https://ted.europa.eu/en/notice/-/detail/594022-2024,info@stenau.net,1,stenau.net,
https://ted.europa.eu/en/notice/-/detail/594022-2024,h.brinkschmidt@kockmann-gmbh.de,1,kockmann-gmbh.de,
https://ted.europa.eu/en/notice/-/detail/594022-2024,noreply.esender_hub@bescha.bund.de,1,bescha.bund.de,
https://ted.europa.eu/en/notice/-/detail/594019-2024,vergabestelle@kreis-herford.de,1,kreis-herford.de,
https://ted.europa.eu/en/notice/-/detail/594019-2024,vergabestelle@kreis-herford.de,1,kreis-herford.de,
https://ted.europa.eu/en/notice/-/detail/594019-2024,https://databox0200.krz.de/public/download-shares/uR21nBpb0OIXi05f0A4drr6BOuuOP2WP,1,,
https://ted.europa.eu/en/notice/-/detail/594019-2024,vergabestelle@kreis-herford.de,1,kreis-herford.de,
https://ted.europa.eu/en/notice/-/detail/594019-2024,https://www.deutsche-evergabe.de/,1,,
https://ted.europa.eu/en/notice/-/detail/594019-2024,https://www.deutsche-evergabe.de/,1,,
https://ted.europa.eu/en/notice/-/detail/594019-2024,vergabekammer@brms.nrw.de,1,brms.nrw.de,
https://ted.europa.eu/en/notice/-/detail/594019-2024,info@metallbau-vahle.de,1,metallbau-vahle.de,
https://ted.europa.eu/en/notice/-/detail/594019-2024,noreply.esender_hub@bescha.bund.de,1,bescha.bund.de,
https://ted.europa.eu/en/notice/-/detail/593980-2024,info@alzey-land.de,1,alzey-land.de,
https://ted.europa.eu/en/notice/-/detail/593980-2024,info@alzey-land.de,1,alzey-land.de,
https://ted.europa.eu/en/notice/-/detail/593980-2024,info@alzey-land.de,1,alzey-land.de,
https://ted.europa.eu/en/notice/-/detail/593980-2024,https://www.alzey-land.de/,1,,
https://ted.europa.eu/en/notice/-/detail/593980-2024,vergabekammer.rlp@mwvlw.rlp.de,1,mwvlw.rlp.de,
https://ted.europa.eu/en/notice/-/detail/593980-2024,noreply.esender_hub@bescha.bund.de,1,bescha.bund.de,
https://ted.europa.eu/en/notice/-/detail/593966-2024,vergabestelle@stwm.de,1,stwm.de,
https://ted.europa.eu/en/notice/-/detail/593966-2024,vergabestelle@stwm.de,1,stwm.de,
https://ted.europa.eu/en/notice/-/detail/593966-2024,vergabestelle@stwm.de,1,stwm.de,
https://ted.europa.eu/en/notice/-/detail/593966-2024,https://www.studierendenwerk-muenchen-oberbayern.de/,1,,
https://ted.europa.eu/en/notice/-/detail/593966-2024,https://www.studierendenwerk-muenchen-oberbayern.de/ausschreibungen,1,,
https://ted.europa.eu/en/notice/-/detail/593966-2024,vergabekammer.suedbayern@reg-ob.bayern.de,1,reg-ob.bayern.de,
https://ted.europa.eu/en/notice/-/detail/593966-2024,https://www.regierung.oberbayern.bayern.de/,1,,
https://ted.europa.eu/en/notice/-/detail/593966-2024,innendienst@miesbacher-gastroservice.de,1,miesbacher-gastroservice.de,
https://ted.europa.eu/en/notice/-/detail/593966-2024,innendienst@miesbacher-gastroservice.de,1,miesbacher-gastroservice.de,
https://ted.europa.eu/en/notice/-/detail/593966-2024,noreply.esender_hub@bescha.bund.de,1,bescha.bund.de,
https://ted.europa.eu/en/notice/-/detail/593959-2024,vergabe@altensteig.de,1,altensteig.de,
https://ted.europa.eu/en/notice/-/detail/593959-2024,vergabe@altensteig.de,1,altensteig.de,
https://ted.europa.eu/en/notice/-/detail/593959-2024,vergabe@altensteig.de,1,altensteig.de,
https://ted.europa.eu/en/notice/-/detail/593959-2024,hesslinger@klotzundpartner.de,1,klotzundpartner.de,
https://ted.europa.eu/en/notice/-/detail/593959-2024,vergabekammer@rpk.bwl.de,1,rpk.bwl.de,
https://ted.europa.eu/en/notice/-/detail/593959-2024,info@ibfranz.com,1,ibfranz.com,
https://ted.europa.eu/en/notice/-/detail/593959-2024,noreply.esender_hub@bescha.bund.de,1,bescha.bund.de,
https://ted.europa.eu/en/notice/-/detail/593944-2024,bernd.euler@gedern.de,1,gedern.de,
https://ted.europa.eu/en/notice/-/detail/593944-2024,bernd.euler@gedern.de,1,gedern.de,
https://ted.europa.eu/en/notice/-/detail/593944-2024,bernd.euler@gedern.de,1,gedern.de,
https://ted.europa.eu/en/notice/-/detail/593944-2024,vergabekammer@rpda.hessen.de,1,rpda.hessen.de,
https://ted.europa.eu/en/notice/-/detail/593944-2024,vergabekammer@rpda.hessen.de,1,rpda.hessen.de,
https://ted.europa.eu/en/notice/-/detail/593944-2024,vergabekammer@rpda.hessen.de,1,rpda.hessen.de,
https://ted.europa.eu/en/notice/-/detail/593944-2024,noreply.esender_hub@bescha.bund.de,1,bescha.bund.de,
https://ted.europa.eu/en/notice/-/detail/593931-2024,technische.leitung@klinikum-ab-alz.de,1,klinikum-ab-alz.de,
https://ted.europa.eu/en/notice/-/detail/593931-2024,technische.leitung@klinikum-ab-alz.de,1,klinikum-ab-alz.de,
https://ted.europa.eu/en/notice/-/detail/593931-2024,technische.leitung@klinikum-ab-alz.de,1,klinikum-ab-alz.de,
https://ted.europa.eu/en/notice/-/detail/593931-2024,kab-diverse@dreso.com,1,dreso.com,
https://ted.europa.eu/en/notice/-/detail/593931-2024,https://www.tender24.de/,1,,
https://ted.europa.eu/en/notice/-/detail/593931-2024,vergabekammer.nordbayern@reg-mfr.bayern.de,1,reg-mfr.bayern.de,
https://ted.europa.eu/en/notice/-/detail/593931-2024,contact.de@swisslog-healthcare.com,1,swisslog-healthcare.com,
https://ted.europa.eu/en/notice/-/detail/593931-2024,noreply.esender_hub@bescha.bund.de,1,bescha.bund.de,
https://ted.europa.eu/en/notice/-/detail/593912-2024,vergabestelle@hs-osnabrueck.de,1,hs-osnabrueck.de,
https://ted.europa.eu/en/notice/-/detail/593912-2024,vergabestelle@hs-osnabrueck.de,1,hs-osnabrueck.de,
https://ted.europa.eu/en/notice/-/detail/593912-2024,https://vergabe.niedersachsen.de/,1,,
https://ted.europa.eu/en/notice/-/detail/593912-2024,https://www.dtvp.de/agb-unternehmen,1,,
https://ted.europa.eu/en/notice/-/detail/593912-2024,https://vergabe.niedersachsen.de/,1,,
https://ted.europa.eu/en/notice/-/detail/593912-2024,vergabestelle@hs-osnabrueck.de,1,hs-osnabrueck.de,
https://ted.europa.eu/en/notice/-/detail/593912-2024,vergabestelle@hs-osnabrueck.de,1,hs-osnabrueck.de,
https://ted.europa.eu/en/notice/-/detail/593912-2024,vergabekammer@mw.niedersachsen.de,1,mw.niedersachsen.de,
https://ted.europa.eu/en/notice/-/detail/593912-2024,vergabekammer@mw.niedersachsen.de,1,mw.niedersachsen.de,
https://ted.europa.eu/en/notice/-/detail/593912-2024,vergabekammer@mw.niedersachsen.de,1,mw.niedersachsen.de,
https://ted.europa.eu/en/notice/-/detail/593912-2024,ausschreibungen@kuhrundkuhr.de,1,kuhrundkuhr.de,
https://ted.europa.eu/en/notice/-/detail/593912-2024,noreply.esender_hub@bescha.bund.de,1,bescha.bund.de,
https://ted.europa.eu/en/notice/-/detail/593911-2024,SG121-vergabemanagement.hpt@polizei.hessen.de,1,polizei.hessen.de,
https://ted.europa.eu/en/notice/-/detail/593911-2024,SG121-vergabemanagement.hpt@polizei.hessen.de,1,polizei.hessen.de,
https://ted.europa.eu/en/notice/-/detail/593911-2024,http://www.vergabe.hessen.de/,1,,
https://ted.europa.eu/en/notice/-/detail/593911-2024,SG121-vergabemanagement.hpt@polizei.hessen.de,1,polizei.hessen.de,
https://ted.europa.eu/en/notice/-/detail/593911-2024,vergabekammer@rpda.hessen.de,1,rpda.hessen.de,
https://ted.europa.eu/en/notice/-/detail/593911-2024,noreply.esender_hub@bescha.bund.de,1,bescha.bund.de,
https://ted.europa.eu/en/notice/-/detail/593880-2024,vergabe@kreis-eic.de,1,kreis-eic.de,
https://ted.europa.eu/en/notice/-/detail/593880-2024,vergabe@kreis-eic.de,1,kreis-eic.de,
https://ted.europa.eu/en/notice/-/detail/593880-2024,vergabe@kreis-eic.de,1,kreis-eic.de,
https://ted.europa.eu/en/notice/-/detail/593880-2024,https://www.kreis-eic.de/,1,,
https://ted.europa.eu/en/notice/-/detail/593880-2024,vergabekammer@tlvwa.thueringen.de,1,tlvwa.thueringen.de,
https://ted.europa.eu/en/notice/-/detail/593880-2024,ausschreibung@wbs-it.de,1,wbs-it.de,
https://ted.europa.eu/en/notice/-/detail/593880-2024,info@coda-erfurt.de,1,coda-erfurt.de,
https://ted.europa.eu/en/notice/-/detail/593880-2024,profi_va_nordost@profi-ag.de,1,profi-ag.de,
https://ted.europa.eu/en/notice/-/detail/593880-2024,empfang.weimar@bechtle.com,1,bechtle.com,
https://ted.europa.eu/en/notice/-/detail/593880-2024,noreply.esender_hub@bescha.bund.de,1,bescha.bund.de,
https://ted.europa.eu/en/notice/-/detail/593875-2024,w.renner@heuking.de,1,heuking.de,
https://ted.europa.eu/en/notice/-/detail/593875-2024,w.renner@heuking.de,1,heuking.de,
https://ted.europa.eu/en/notice/-/detail/593875-2024,w.renner@heuking.de,1,heuking.de,
https://ted.europa.eu/en/notice/-/detail/593875-2024,vergabekammern@rpda.hessen.de,1,rpda.hessen.de,
https://ted.europa.eu/en/notice/-/detail/593875-2024,Thore.hansen@vebego.de,1,vebego.de,
https://ted.europa.eu/en/notice/-/detail/593875-2024,noreply.esender_hub@bescha.bund.de,1,bescha.bund.de,
https://ted.europa.eu/en/notice/-/detail/593873-2024,tonn@kubus-mv.de,1,kubus-mv.de,
https://ted.europa.eu/en/notice/-/detail/593873-2024,tonn@kubus-mv.de,1,kubus-mv.de,
https://ted.europa.eu/en/notice/-/detail/593873-2024,tonn@kubus-mv.de,1,kubus-mv.de,
https://ted.europa.eu/en/notice/-/detail/593873-2024,https://www.kubus-mv.de/,1,,
https://ted.europa.eu/en/notice/-/detail/593873-2024,vergabekammer.nordbayern@reg-mfr.bayern.de,1,reg-mfr.bayern.de,
https://ted.europa.eu/en/notice/-/detail/593873-2024,https://www.regierung.mittelfranken.bayern.de/aufgaben/40028/40083/leistung/leistung_49673/index.html,1,,
https://ted.europa.eu/en/notice/-/detail/593873-2024,energie@kubus-mv.de,1,kubus-mv.de,
https://ted.europa.eu/en/notice/-/detail/593873-2024,https://www.kubus-mv.de/startseite,1,,
https://ted.europa.eu/en/notice/-/detail/593873-2024,matthias.bulbuk@sw-augsburg.de,1,sw-augsburg.de,
https://ted.europa.eu/en/notice/-/detail/593873-2024,noreply.esender_hub@bescha.bund.de,1,bescha.bund.de,
https://ted.europa.eu/en/notice/-/detail/593872-2024,einkauf@lsw.de,1,lsw.de,
https://ted.europa.eu/en/notice/-/detail/593872-2024,einkauf@lsw.de,1,lsw.de,
https://ted.europa.eu/en/notice/-/detail/593872-2024,einkauf@lsw.de,1,lsw.de,
https://ted.europa.eu/en/notice/-/detail/593872-2024,vergabekammer@mw.niedersachsen.de,1,mw.niedersachsen.de,
https://ted.europa.eu/en/notice/-/detail/593872-2024,jens.tauchnitz@team.de,1,team.de,
https://ted.europa.eu/en/notice/-/detail/593872-2024,noreply.esender_hub@bescha.bund.de,1,bescha.bund.de,
https://ted.europa.eu/en/notice/-/detail/593869-2024,Sara.Blumensath@strassen.nrw.de,1,strassen.nrw.de,
https://ted.europa.eu/en/notice/-/detail/593869-2024,Sara.Blumensath@strassen.nrw.de,1,strassen.nrw.de,
https://ted.europa.eu/en/notice/-/detail/593869-2024,Sara.Blumensath@strassen.nrw.de,1,strassen.nrw.de,
https://ted.europa.eu/en/notice/-/detail/593869-2024,VKRheinland@bezreg-koeln.nrw.de,1,bezreg-koeln.nrw.de,
https://ted.europa.eu/en/notice/-/detail/593869-2024,p.benstein@bv-ingenieure.de,1,bv-ingenieure.de,
https://ted.europa.eu/en/notice/-/detail/593869-2024,noreply.esender_hub@bescha.bund.de,1,bescha.bund.de,
https://ted.europa.eu/en/notice/-/detail/593850-2024,Referat.Vergaberecht@dguv.de,1,dguv.de,
https://ted.europa.eu/en/notice/-/detail/593850-2024,Referat.Vergaberecht@dguv.de,1,dguv.de,
https://ted.europa.eu/en/notice/-/detail/593850-2024,Referat.Vergaberecht@dguv.de,1,dguv.de,
https://ted.europa.eu/en/notice/-/detail/593850-2024,Referat.Vergaberecht@dguv.de,1,dguv.de,
https://ted.europa.eu/en/notice/-/detail/593850-2024,vergabekammer@senweb.berlin.de,1,senweb.berlin.de,
https://ted.europa.eu/en/notice/-/detail/593850-2024,vergabekammer@senweb.berlin.de,1,senweb.berlin.de,
https://ted.europa.eu/en/notice/-/detail/593850-2024,ausschreibung@clean.de,1,clean.de,
https://ted.europa.eu/en/notice/-/detail/593850-2024,noreply.esender_hub@bescha.bund.de,1,bescha.bund.de,
https://ted.europa.eu/en/notice/-/detail/593842-2024,vergabestelle@kreis-herford.de,1,kreis-herford.de,
https://ted.europa.eu/en/notice/-/detail/593842-2024,vergabestelle@kreis-herford.de,1,kreis-herford.de,
https://ted.europa.eu/en/notice/-/detail/593842-2024,vergabestelle@kreis-herford.de,1,kreis-herford.de,
https://ted.europa.eu/en/notice/-/detail/593842-2024,https://www.deutsche-evergabe.de/,1,,
https://ted.europa.eu/en/notice/-/detail/593842-2024,https://www.deutsche-evergabe.de/,1,,
https://ted.europa.eu/en/notice/-/detail/593842-2024,vergabekammer@brms.nrw.de,1,brms.nrw.de,
https://ted.europa.eu/en/notice/-/detail/593842-2024,mail@kraus-estrichbau.de,1,kraus-estrichbau.de,
https://ted.europa.eu/en/notice/-/detail/593842-2024,noreply.esender_hub@bescha.bund.de,1,bescha.bund.de,
https://ted.europa.eu/en/notice/-/detail/593834-2024,vergabestelle@bbt-kanzlei.de,1,bbt-kanzlei.de,
https://ted.europa.eu/en/notice/-/detail/593834-2024,vergabestelle@bbt-kanzlei.de,1,bbt-kanzlei.de,
https://ted.europa.eu/en/notice/-/detail/593834-2024,vergabestelle@bbt-kanzlei.de,1,bbt-kanzlei.de,
https://ted.europa.eu/en/notice/-/detail/593834-2024,vergabestelle@bbt-kanzlei.de,1,bbt-kanzlei.de,
https://ted.europa.eu/en/notice/-/detail/593834-2024,vergabekammer@mw.niedersachsen.de,1,mw.niedersachsen.de,
https://ted.europa.eu/en/notice/-/detail/593834-2024,info@altho-gmbh.com,1,altho-gmbh.com,
https://ted.europa.eu/en/notice/-/detail/593834-2024,noreply.esender_hub@bescha.bund.de,1,bescha.bund.de,
https://ted.europa.eu/en/notice/-/detail/593816-2024,zentrale.vergabestelle@reg-ob.bayern.de,1,reg-ob.bayern.de,
https://ted.europa.eu/en/notice/-/detail/593816-2024,zentrale.vergabestelle@reg-ob.bayern.de,1,reg-ob.bayern.de,
https://ted.europa.eu/en/notice/-/detail/593816-2024,zentrale.vergabestelle@reg-ob.bayern.de,1,reg-ob.bayern.de,
https://ted.europa.eu/en/notice/-/detail/593816-2024,https://www.regierung.oberbayern.bayern.de/,1,,
https://ted.europa.eu/en/notice/-/detail/593816-2024,vergabekammer.suedbayern@reg-ob.bayern.de,1,reg-ob.bayern.de,
https://ted.europa.eu/en/notice/-/detail/593816-2024,https://www.regierung.oberbayern.bayern.de/ueber_uns/zentralezustaendigkeiten/vergabekammer-suedbayern/index.html,1,,
https://ted.europa.eu/en/notice/-/detail/593816-2024,zentrale.vergabestelle@reg-ob.bayern.de,1,reg-ob.bayern.de,
https://ted.europa.eu/en/notice/-/detail/593816-2024,https://www.regierung.oberbayern.bayern.de/,1,,
https://ted.europa.eu/en/notice/-/detail/593816-2024,id@zwetko.de,1,zwetko.de,
https://ted.europa.eu/en/notice/-/detail/593816-2024,noreply.esender_hub@bescha.bund.de,1,bescha.bund.de,
