Date,Country,Category,Headline,Content,URL
2024-09-25,us,business,"Blair William & Co. IL Sells 1,709 Shares of Vanguard Mega Cap Value ETF (NYSEARCA:MGV)","
Posted by MarketBeat News on Sep 24th, 2024
 Blair William & Co. IL lowered its stake in Vanguard Mega Cap Value ETF (NYSEARCA:MGV – Free Report) by 9.0% during the 2nd quarter, according to the company in its most recent disclosure with the Securities & Exchange Commission. The institutional investor owned 17,328 shares of the company’s stock after selling 1,709 shares during the period. Blair William & Co. IL’s holdings in Vanguard Mega Cap Value ETF were worth $2,053,000 at the end of the most recent reporting period.  A number of other hedge funds have also added to or reduced their stakes in MGV. Harbour Investments Inc. raised its position in shares of Vanguard Mega Cap Value ETF by 6,023.8% in the 4th quarter. Harbour Investments Inc. now owns 154,810 shares of the company’s stock worth $16,932,000 after acquiring an additional 152,282 shares in the last quarter. Raymond James & Associates raised its holdings in Vanguard Mega Cap Value ETF by 2.9% in the second quarter. Raymond James & Associates now owns 506,821 shares of the company’s stock worth $60,058,000 after purchasing an additional 14,355 shares in the last quarter. Breakwater Capital Group lifted its position in Vanguard Mega Cap Value ETF by 14.6% during the first quarter. Breakwater Capital Group now owns 33,895 shares of the company’s stock valued at $4,051,000 after buying an additional 4,323 shares during the period. &PARTNERS boosted its holdings in shares of Vanguard Mega Cap Value ETF by 39.1% during the 2nd quarter. &PARTNERS now owns 4,986 shares of the company’s stock valued at $591,000 after buying an additional 1,402 shares in the last quarter. Finally, Brookstone Capital Management purchased a new stake in shares of Vanguard Mega Cap Value ETF in the 1st quarter worth about $459,000.  Shares of Vanguard Mega Cap Value ETF stock opened at $128.23 on Tuesday. Vanguard Mega Cap Value ETF has a 1 year low of $96.77 and a 1 year high of $128.38. The company has a 50-day moving average of $123.89 and a 200 day moving average of $119.95. The firm has a market cap of $7.95 billion, a price-to-earnings ratio of 18.88 and a beta of 0.66.  
 Vanguard Mega Cap Value ETF, formerly Vanguard Mega Cap 300 Value Index ETF, seeks to track the performance of a benchmark index that measures the investment return of the largest-capitalization value stocks in the United States. The Fund employs a passive management or indexing investment approach designed to track the performance of the Morgan Stanley Capital International (MSCI) US Large-Cap Value Index, which represents the value companies of the MSCI US Large-Cap 300 Index.  Want to see what other hedge funds are holding MGV? Visit HoldingsChannel.com to get the latest 13F filings and insider trades for Vanguard Mega Cap Value ETF (NYSEARCA:MGV – Free Report).   Receive News & Ratings for Vanguard Mega Cap Value ETF Daily - Enter your email address below to receive a concise daily summary of the latest news and analysts' ratings for Vanguard Mega Cap Value ETF and related companies with MarketBeat.com's FREE daily email newsletter. Blair William & Co. IL Sells 1,191 Shares of eBay Inc. (NASDAQ:EBAY) Blair William & Co. IL Buys 2,765 Shares of iShares Floating Rate Bond ETF (BATS:FLOT)",https://www.etfdailynews.com/2024/09/24/blair-william-co-il-sells-1709-shares-of-vanguard-mega-cap-value-etf-nysearcamgv/
2024-09-25,us,business,"AutoZone reports Q4 EPS $51.58, consensus $53.53",,https://thefly.com/permalinks/entry.php/id3987566/AZO-AutoZone-reports-Q-EPS--consensus-
2024-09-25,us,business,Stock market update: Mining stocks mixed as market falls,"Stock Trading Market 101: An Insight into Trendlines and Momentum By - Rohit Srivastava, Founder Stock Trading Markets 102: Mastering Sentiment Indicators for Swing and Positional Trading By - Rohit Srivastava, Founder Stock Trading Market 103: Mastering Trends with RMI and Techno-Funda Insights By - Rohit Srivastava, Founder Stock Trading Market 104: Options Trading: Kickstart Your F&O Adventure By - Saketh R, Founder- QuickAlpha, Full Time Options Trader Stock Trading ROC Made Easy: Master Course for ROC Stock Indicator By - Souradeep Dey, Equity and Commodity Trader, Trainer Stock Trading RSI Made Easy: RSI Trading Course By - Souradeep Dey, Equity and Commodity Trader, Trainer Stock Trading Technical Analysis for Everyone - Technical Analysis Course By - Abhijit Paul, Technical Research Head, Fund Manager- ICICI Securities Stock Trading Introduction to Technical Analysis & Candlestick Theory By - Dinesh Nagpal, Full Time Trader, Ichimoku & Trading Psychology Expert Stock Trading Options Trading Course For Beginners By - Chetan Panchamia, Options Trader Stock Trading Options Scalping Made Easy By - Sivakumar Jayachandran, Ace Scalper Stock Trading Futures Trading Made Easy: Future & Options Trading Course By - Anirudh Saraf, Founder- Saraf A & Associates, Chartered Accountant Stock Trading Stock Markets Made Easy By - elearnmarkets, Financial Education by StockEdge Stock Trading Renko Chart Patterns Made Easy By - Kaushik Akiwatkar, Derivative Trader and Investor Stock Trading Options Trading Made Easy: Options Trading Course By - Anirudh Saraf, Founder- Saraf A & Associates, Chartered Accountant Stock Trading Stock Investing Made Easy: Beginner's Stock Market Investment Course By - elearnmarkets, Financial Education by StockEdge Stock Trading Macroeconomics Made Easy: Online Certification Course By - Anirudh Saraf, Founder- Saraf A & Associates, Chartered Accountant Stock Trading Stock Valuation Made Easy By - Rounak Gouti, Investment commentary writer (What's moving Sensex and Nifty Track latest market news, stock tips, Budget 2024 and expert advice, on ETMarkets. Also, ETMarkets.com is now on Telegram. For fastest news alerts on financial markets, investment strategies and stocks alerts, subscribe to our Telegram feeds .) Subscribe to The Economic Times Prime and read the Economic Times ePaper Online.and Sensex Today. Top Trending Stocks: SBI Share Price, Axis Bank Share Price, HDFC Bank Share Price, Infosys Share Price, Wipro Share Price, NTPC Share Price (What's moving Sensex and Nifty Track latest market news, stock tips, Budget 2024 and expert advice, on ETMarkets. Also, ETMarkets.com is now on Telegram. For fastest news alerts on financial markets, investment strategies and stocks alerts, subscribe to our Telegram feeds .) Subscribe to The Economic Times Prime and read the Economic Times ePaper Online.and Sensex Today. Top Trending Stocks: SBI Share Price, Axis Bank Share Price, HDFC Bank Share Price, Infosys Share Price, Wipro Share Price, NTPC Share Price  Flyers are denied free airport lounge access. The behind the scenes that led to it. In the new world trade order, is narrative shifting from profits to wages? Alcobev firms undergo a hangover in Q1 FY25 despite premium push A 98% haircut for SUUTI in Modern Syntex resolution plan raises eyebrows Can BookMyShow’s Coldplay mess be Zomato’s big ticket opportunity? Meta AI has joined the chat, with 500 million Indian users wishing ‘good morning’ in style Hot on Web In Case you missed it Top Searched Companies Top Calculators Top Prime Articles Top Performing MF Top Definitions Top Commodities Top Slideshow Top Story Listing Latest News Follow us on: Find this comment offensive? Choose your reason below and click on the Report button. This will alert our moderators to take action Reason for reporting: Your Reason has been Reported to the admin. Log In/Connect with: Will be displayed Will not be displayed Will be displayed Worry not. You’re just a step away. It seems like you're already an ETPrime member with Login using your ET Prime credentials to enjoy all member benefits Log out of your current logged-in account  and log in again using your ET Prime credentials  to enjoy all member benefits.  To read full story, subscribe to ET Prime ₹34 per week 
                    Billed annually at 
                    ₹2499 ₹1749 Super Saver Sale - Flat 30% Off On ET Prime Membership Offer Exclusively For You Save up to Rs. 700/- ON ET PRIME MEMBERSHIP Offer Exclusively For You Get 1 Year Free With 1 and 2-Year ET prime membership Offer Exclusively For You Get 1 Year Free With 1 and 2-Year ET prime membership Offer Exclusively For You Get Flat 40% Off Then  ₹ 1749 for 1 year Offer Exclusively For You ET Prime at ₹ 49 for 1 month Then  ₹ 1749 for 1 year Market Savvy Offer Get flat 20% off on ETPrime     90 Days Prime access worth Rs999 unlocked for you Exclusive Economic Times Stories, Editorials & Expert opinion across 20+ sectors Stock analysis. Market Research. Industry Trends on 4000+ Stocks ​Get 1 Year Complimentary Subscription of TOI+ worth Rs.799/-​ Stories you might be interested in",https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-mining-stocks-mixed-as-market-falls/articleshow/113632475.cms
2024-09-25,us,business,Pacer Global Cash Cows Dividend ETF (BATS:GCOW) Shares Sold by Benjamin F. Edwards & Company Inc.,"
Posted by MarketBeat News on Sep 24th, 2024
 Benjamin F. Edwards & Company Inc. trimmed its position in shares of Pacer Global Cash Cows Dividend ETF (BATS:GCOW – Free Report) by 2.4% in the second quarter, according to the company in its most recent 13F filing with the Securities and Exchange Commission. The institutional investor owned 34,361 shares of the company’s stock after selling 843 shares during the period. Benjamin F. Edwards & Company Inc.’s holdings in Pacer Global Cash Cows Dividend ETF were worth $1,159,000 at the end of the most recent reporting period.  Several other hedge funds and other institutional investors have also recently added to or reduced their stakes in the company. Principal Securities Inc. acquired a new stake in shares of Pacer Global Cash Cows Dividend ETF during the fourth quarter valued at about $27,000. UBS Group AG increased its holdings in Pacer Global Cash Cows Dividend ETF by 2.2% during the 4th quarter. UBS Group AG now owns 1,046,267 shares of the company’s stock worth $35,856,000 after purchasing an additional 22,097 shares during the last quarter. Steward Partners Investment Advisory LLC raised its position in shares of Pacer Global Cash Cows Dividend ETF by 8.2% in the 4th quarter. Steward Partners Investment Advisory LLC now owns 16,904 shares of the company’s stock valued at $579,000 after purchasing an additional 1,275 shares in the last quarter. Stifel Financial Corp raised its position in shares of Pacer Global Cash Cows Dividend ETF by 3.5% in the 4th quarter. Stifel Financial Corp now owns 545,677 shares of the company’s stock valued at $18,701,000 after purchasing an additional 18,345 shares in the last quarter. Finally, Jones Financial Companies Lllp purchased a new position in shares of Pacer Global Cash Cows Dividend ETF during the 4th quarter valued at approximately $749,000.  GCOW stock opened at $36.47 on Tuesday. The stock’s fifty day moving average is $35.41 and its 200 day moving average is $34.86. The firm has a market capitalization of $2.05 billion, a P/E ratio of 6.24 and a beta of 0.63.  
 The Pacer Global Cash Cows Dividend ETF (GCOW) is an exchange-traded fund that mostly invests in large cap equity. The fund tracks an index of developed-market large-cap stocks, selected by free cash flow yield and dividend yield, and weighted by aggregate dividends. GCOW was launched on Feb 23, 2016 and is managed by Pacer.  Want to see what other hedge funds are holding GCOW? Visit HoldingsChannel.com to get the latest 13F filings and insider trades for Pacer Global Cash Cows Dividend ETF (BATS:GCOW – Free Report).   Receive News & Ratings for Pacer Global Cash Cows Dividend ETF Daily - Enter your email address below to receive a concise daily summary of the latest news and analysts' ratings for Pacer Global Cash Cows Dividend ETF and related companies with MarketBeat.com's FREE daily email newsletter. Public Employees Retirement Association of Colorado Has $2.22 Million Position in Entergy Co. (NYSE:ETR) Steel Dynamics, Inc. (NASDAQ:STLD) Shares Sold by Public Employees Retirement Association of Colorado",https://www.etfdailynews.com/2024/09/24/pacer-global-cash-cows-dividend-etf-batsgcow-shares-sold-by-benjamin-f-edwards-company-inc/
2024-09-25,us,business,"Profit booking drags D-St lower; Nifty slips below 26K, Sensex ends flat","Stock Trading Market 101: An Insight into Trendlines and Momentum By - Rohit Srivastava, Founder Stock Trading Markets 102: Mastering Sentiment Indicators for Swing and Positional Trading By - Rohit Srivastava, Founder Stock Trading Market 103: Mastering Trends with RMI and Techno-Funda Insights By - Rohit Srivastava, Founder Stock Trading Market 104: Options Trading: Kickstart Your F&O Adventure By - Saketh R, Founder- QuickAlpha, Full Time Options Trader Stock Trading ROC Made Easy: Master Course for ROC Stock Indicator By - Souradeep Dey, Equity and Commodity Trader, Trainer Stock Trading RSI Made Easy: RSI Trading Course By - Souradeep Dey, Equity and Commodity Trader, Trainer Stock Trading Technical Analysis for Everyone - Technical Analysis Course By - Abhijit Paul, Technical Research Head, Fund Manager- ICICI Securities Stock Trading Introduction to Technical Analysis & Candlestick Theory By - Dinesh Nagpal, Full Time Trader, Ichimoku & Trading Psychology Expert Stock Trading Options Trading Course For Beginners By - Chetan Panchamia, Options Trader Stock Trading Options Scalping Made Easy By - Sivakumar Jayachandran, Ace Scalper Stock Trading Futures Trading Made Easy: Future & Options Trading Course By - Anirudh Saraf, Founder- Saraf A & Associates, Chartered Accountant Stock Trading Stock Markets Made Easy By - elearnmarkets, Financial Education by StockEdge Stock Trading Renko Chart Patterns Made Easy By - Kaushik Akiwatkar, Derivative Trader and Investor Stock Trading Options Trading Made Easy: Options Trading Course By - Anirudh Saraf, Founder- Saraf A & Associates, Chartered Accountant Stock Trading Stock Investing Made Easy: Beginner's Stock Market Investment Course By - elearnmarkets, Financial Education by StockEdge Stock Trading Macroeconomics Made Easy: Online Certification Course By - Anirudh Saraf, Founder- Saraf A & Associates, Chartered Accountant Stock Trading Stock Valuation Made Easy By - Rounak Gouti, Investment commentary writer (What's moving Sensex and Nifty Track latest market news, stock tips, Budget 2024 and expert advice, on ETMarkets. Also, ETMarkets.com is now on Telegram. For fastest news alerts on financial markets, investment strategies and stocks alerts, subscribe to our Telegram feeds .) Subscribe to The Economic Times Prime and read the Economic Times ePaper Online.and Sensex Today. Top Trending Stocks: SBI Share Price, Axis Bank Share Price, HDFC Bank Share Price, Infosys Share Price, Wipro Share Price, NTPC Share Price (What's moving Sensex and Nifty Track latest market news, stock tips, Budget 2024 and expert advice, on ETMarkets. Also, ETMarkets.com is now on Telegram. For fastest news alerts on financial markets, investment strategies and stocks alerts, subscribe to our Telegram feeds .) Subscribe to The Economic Times Prime and read the Economic Times ePaper Online.and Sensex Today. Top Trending Stocks: SBI Share Price, Axis Bank Share Price, HDFC Bank Share Price, Infosys Share Price, Wipro Share Price, NTPC Share Price  Flyers are denied free airport lounge access. The behind the scenes that led to it. In the new world trade order, is narrative shifting from profits to wages? Alcobev firms undergo a hangover in Q1 FY25 despite premium push A 98% haircut for SUUTI in Modern Syntex resolution plan raises eyebrows Can BookMyShow’s Coldplay mess be Zomato’s big ticket opportunity? Meta AI has joined the chat, with 500 million Indian users wishing ‘good morning’ in style All Mutual Funds Top Tax Saving Mutual Funds Better Than Fixed Deposits Low Cost High Return Funds Best Hybrid Funds Best Large Cap Funds SIP’s starting Rs. 500 Top Performing Mid Caps Promising Multi Cap Funds Top Rated Funds Top Performing Index Funds Hot on Web In Case you missed it Top Searched Companies Top Calculators Top Definitions Top Prime Articles Top Story Listing Top Slideshow Top Performing MF Most Searched IFSC Codes Latest News Follow us on: Find this comment offensive? Choose your reason below and click on the Report button. This will alert our moderators to take action Reason for reporting: Your Reason has been Reported to the admin. Log In/Connect with: Will be displayed Will not be displayed Will be displayed Worry not. You’re just a step away. It seems like you're already an ETPrime member with Login using your ET Prime credentials to enjoy all member benefits Log out of your current logged-in account  and log in again using your ET Prime credentials  to enjoy all member benefits.  To read full story, subscribe to ET Prime ₹34 per week 
                    Billed annually at 
                    ₹2499 ₹1749 Super Saver Sale - Flat 30% Off On ET Prime Membership Offer Exclusively For You Save up to Rs. 700/- ON ET PRIME MEMBERSHIP Offer Exclusively For You Get 1 Year Free With 1 and 2-Year ET prime membership Offer Exclusively For You Get 1 Year Free With 1 and 2-Year ET prime membership Offer Exclusively For You Get Flat 40% Off Then  ₹ 1749 for 1 year Offer Exclusively For You ET Prime at ₹ 49 for 1 month Then  ₹ 1749 for 1 year Market Savvy Offer Get flat 20% off on ETPrime     90 Days Prime access worth Rs999 unlocked for you Exclusive Economic Times Stories, Editorials & Expert opinion across 20+ sectors Stock analysis. Market Research. Industry Trends on 4000+ Stocks ​Get 1 Year Complimentary Subscription of TOI+ worth Rs.799/-​ Stories you might be interested in",https://economictimes.indiatimes.com/markets/stocks/news/profit-booking-drags-d-st-lower-nifty-slips-below-26k-sensex-ends-flat/articleshow/113632304.cms
2024-09-25,us,business,The Bank of New York Mellon Corporation (BK): Hedge Funds Are Bullish On This Diversified Bank Stock Now,,https://finance.yahoo.com/news/bank-york-mellon-corporation-bk-104936860.html/
2024-09-25,us,business,Benjamin F. Edwards & Company Inc. Lowers Holdings in First Trust RiverFront Dynamic Developed International ETF (NASDAQ:RFDI),"
Posted by MarketBeat News on Sep 24th, 2024
 Benjamin F. Edwards & Company Inc. lowered its position in shares of First Trust RiverFront Dynamic Developed International ETF (NASDAQ:RFDI – Free Report) by 28.0% during the 2nd quarter, HoldingsChannel.com reports. The institutional investor owned 13,898 shares of the company’s stock after selling 5,418 shares during the period. Benjamin F. Edwards & Company Inc.’s holdings in First Trust RiverFront Dynamic Developed International ETF were worth $884,000 as of its most recent SEC filing.  Other institutional investors and hedge funds have also recently made changes to their positions in the company. Envestnet Asset Management Inc. grew its holdings in First Trust RiverFront Dynamic Developed International ETF by 9.2% during the 2nd quarter. Envestnet Asset Management Inc. now owns 130,963 shares of the company’s stock worth $8,333,000 after acquiring an additional 11,013 shares in the last quarter. OLD Mission Capital LLC lifted its position in shares of First Trust RiverFront Dynamic Developed International ETF by 6.6% in the 1st quarter. OLD Mission Capital LLC now owns 65,259 shares of the company’s stock worth $4,194,000 after purchasing an additional 4,064 shares during the period. ERn Financial LLC lifted its position in shares of First Trust RiverFront Dynamic Developed International ETF by 8.4% in the 2nd quarter. ERn Financial LLC now owns 13,609 shares of the company’s stock worth $866,000 after purchasing an additional 1,052 shares during the period. Janney Montgomery Scott LLC increased its holdings in First Trust RiverFront Dynamic Developed International ETF by 6.4% during the fourth quarter. Janney Montgomery Scott LLC now owns 7,611 shares of the company’s stock valued at $466,000 after buying an additional 455 shares during the period. Finally, Walkner Condon Financial Advisors LLC boosted its position in First Trust RiverFront Dynamic Developed International ETF by 2.5% during the 2nd quarter. Walkner Condon Financial Advisors LLC now owns 6,257 shares of the company’s stock valued at $398,000 after acquiring an additional 153 shares in the last quarter.  Shares of NASDAQ:RFDI opened at $67.80 on Tuesday. The company has a market capitalization of $126.79 million, a PE ratio of 10.90 and a beta of 0.94. First Trust RiverFront Dynamic Developed International ETF has a 12-month low of $52.98 and a 12-month high of $68.36. The business’s fifty day simple moving average is $66.06 and its 200-day simple moving average is $64.93.  
  (Free Report) The First Trust RiverFront Dynamic Developed International ETF (RFDI) is an exchange-traded fund that is based on the FTSE Developed ex U.S. index. The fund is an actively-managed fund that seeks capital appreciation from developed-country stocks (excluding the US) selected using a factor approach. The manager has discretion to currency-hedge up to 100% of the portfolio.  Want to see what other hedge funds are holding RFDI? Visit HoldingsChannel.com to get the latest 13F filings and insider trades for First Trust RiverFront Dynamic Developed International ETF (NASDAQ:RFDI – Free Report).   Receive News & Ratings for First Trust RiverFront Dynamic Developed International ETF Daily - Enter your email address below to receive a concise daily summary of the latest news and analysts' ratings for First Trust RiverFront Dynamic Developed International ETF and related companies with MarketBeat.com's FREE daily email newsletter. Benjamin F. Edwards & Company Inc. Grows Stake in Innovator U.S. Equity Power Buffer ETF – May (BATS:PMAY) 10x Genomics, Inc. (NASDAQ:TXG) Shares Purchased by Benjamin F. Edwards & Company Inc.",https://www.etfdailynews.com/2024/09/24/benjamin-f-edwards-company-inc-lowers-holdings-in-first-trust-riverfront-dynamic-developed-international-etf-nasdaqrfdi/
2024-09-25,us,business,First Trust Horizon Managed Volatility Domestic ETF (NYSEARCA:HUSV) Shares Acquired by Benjamin F. Edwards & Company Inc.,"
Posted by MarketBeat News on Sep 24th, 2024
 Benjamin F. Edwards & Company Inc. boosted its position in First Trust Horizon Managed Volatility Domestic ETF (NYSEARCA:HUSV – Free Report) by 7.9% in the second quarter, HoldingsChannel.com reports. The firm owned 26,282 shares of the company’s stock after purchasing an additional 1,916 shares during the quarter. Benjamin F. Edwards & Company Inc.’s holdings in First Trust Horizon Managed Volatility Domestic ETF were worth $931,000 at the end of the most recent reporting period.  A number of other institutional investors and hedge funds have also recently added to or reduced their stakes in the company. Cambridge Investment Research Advisors Inc. raised its holdings in shares of First Trust Horizon Managed Volatility Domestic ETF by 43.5% in the 1st quarter. Cambridge Investment Research Advisors Inc. now owns 363,173 shares of the company’s stock worth $12,995,000 after purchasing an additional 110,068 shares in the last quarter. J.W. Cole Advisors Inc. bought a new position in shares of First Trust Horizon Managed Volatility Domestic ETF in the first quarter valued at $348,000. Envestnet Portfolio Solutions Inc. increased its holdings in shares of First Trust Horizon Managed Volatility Domestic ETF by 19.8% in the first quarter. Envestnet Portfolio Solutions Inc. now owns 22,607 shares of the company’s stock valued at $809,000 after buying an additional 3,736 shares in the last quarter. Avantax Advisory Services Inc. lifted its position in shares of First Trust Horizon Managed Volatility Domestic ETF by 7.7% during the 1st quarter. Avantax Advisory Services Inc. now owns 66,531 shares of the company’s stock valued at $2,381,000 after acquiring an additional 4,748 shares during the last quarter. Finally, Cetera Investment Advisers boosted its stake in shares of First Trust Horizon Managed Volatility Domestic ETF by 75.4% during the 1st quarter. Cetera Investment Advisers now owns 179,300 shares of the company’s stock worth $6,416,000 after acquiring an additional 77,095 shares in the last quarter.  Shares of NYSEARCA HUSV opened at $38.23 on Tuesday. First Trust Horizon Managed Volatility Domestic ETF has a 52-week low of $30.52 and a 52-week high of $38.39. The stock has a market capitalization of $93.66 million, a price-to-earnings ratio of 24.38 and a beta of 0.51. The stock’s fifty day simple moving average is $37.12 and its 200 day simple moving average is $35.84.  
 The First Trust Horizon Managed Volatility Domestic ETF (HUSV) is an exchange-traded fund that mostly invests in large cap equity. The fund is an actively-managed fund that uses volatility forecasting to select and weight large-cap US stocks. HUSV was launched on Aug 24, 2016 and is managed by First Trust.  Want to see what other hedge funds are holding HUSV? Visit HoldingsChannel.com to get the latest 13F filings and insider trades for First Trust Horizon Managed Volatility Domestic ETF (NYSEARCA:HUSV – Free Report).   Receive News & Ratings for First Trust Horizon Managed Volatility Domestic ETF Daily - Enter your email address below to receive a concise daily summary of the latest news and analysts' ratings for First Trust Horizon Managed Volatility Domestic ETF and related companies with MarketBeat.com's FREE daily email newsletter. Benjamin F. Edwards & Company Inc. Raises Holdings in Starwood Property Trust, Inc. (NYSE:STWD) Benjamin F. Edwards & Company Inc. Sells 23,866 Shares of Rockwell Automation, Inc. (NYSE:ROK)",https://www.etfdailynews.com/2024/09/24/first-trust-horizon-managed-volatility-domestic-etf-nysearcahusv-shares-acquired-by-benjamin-f-edwards-company-inc/
2024-09-25,us,business,"Starbucks stock drops as Jefferies cuts to sell, says CEO-fueled rally 'overdone'","Investing.com -- Shares of Starbucks Corporation (NASDAQ:SBUX) fell in pre-market trading on Tuesday following a downgrade by Jefferies, which cut its rating on the coffee giant to ""underperform"" from ""hold.""  The brokerage argued that the recent rally, sparked by the appointment of new CEO Brian Niccol, has been ""overdone,"" citing concerns about the challenges Starbucks faced in turning around its business.  The downgrade has sent waves through the market as investors reconsider the stock's valuation amidst growing uncertainties. Jefferies analysts stated that while Niccol’s leadership and strategic change have been well-received, the stock’s nearly 27% gain since his appointment may be premature given the significant operational and cultural issues still facing the company.  “We find this gain to be too much too soon when very little is known about Mr. Niccol's plans so early in his tenure, which just began weeks ago. We find the culture, human capital and market positioning of the SBUX brand as challenged, and this turn, given its size, complexity and global scale (what to do with China is not considered in this work at this point), will take a significant amount of time and investment, in our view,” the analysts said.  Jefferies expressed concern that Starbucks' current valuation, trading at 25x forward earnings, is out of step with its global quick-service restaurant peers, such as McDonald’s (NYSE:MCD) and Yum! Brands (NYSE:YUM), which trade at 23.5x forward price-to-earnings ratios.  The analysts noted that Starbucks' premium valuation is unwarranted given its slower expected growth trajectory, calling for a valuation more aligned with the peer average of 21x two-year forward earnings. The report also flagged expectations for Starbucks' fiscal 2025 guidance to be a major disappointment. Jefferies projects low single-digit EPS growth for fiscal 2025, far below the consensus estimate of 11-12%.  They expect U.S. same-store sales to decline by 4%, with international markets, including China, facing similarly negative trends due to a challenging macroeconomic environment.  The brokerage lowered its price target for Starbucks to $76 from $80, implying about 20% downside from current levels. While Jefferies praised Niccol’s leadership abilities, they cautioned that his turnaround of Starbucks will be more complex and prolonged compared to his success at Chipotle Mexican Grill (NYSE:CMG).  Starbucks is grappling with deep-seated issues, including operational inefficiencies, cultural challenges, and a declining value perception among customers, particularly in the U.S.  These issues, as per Jefferies, will take time to address and could weigh heavily on Starbucks' near-term performance. “4Q EPS on Oct. 30 is not going to be good, in our view, as we lower our US SSS ests as the business does not seem to be in a position where it is even responding to the tried and true Pumpkin Spice Latte (and all else Fall) launch in late Aug,” the analysts said. Investing.com -- They also noted that upcoming announcements from management, including fiscal 2024 results and fiscal 2025 guidance, are likely to add to the uncertainty, with Jefferies viewing fiscal 2025 as a potential “throwaway” year focused on reinvestment and stabilization rather than growth. Jefferies further suggested that Starbucks may need to lower its long-term growth algorithm to reflect more realistic expectations, particularly in the U.S. and China, which comprise the majority of its growth. The brokerage believes that Starbucks' 7% global unit growth target is at risk and that a more feasible target would be closer to 5%, accompanied by low single-digit same-store sales  growth. Jefferies also sees the company’s pursuit of 15%+ long-term EPS growth as unrealistic. They suggested that a more modest outlook of 10-12% EPS growth would be more achievable, aligning with global QSR peers like McDonald’s and Domino’s Pizza (NYSE:DPZ), which operate more asset-lite business models with greater flexibility. While the market had initially reacted favorably to the leadership change, Jefferies' downgrade and cautious outlook underscore the tough road ahead for Starbucks.  The stock, which had seen a significant rally following Niccol’s appointment, now faces heightened scrutiny as investors digest the challenges of stabilizing and growing the business.  Jefferies' price target of $76 suggests substantial downside, and until Starbucks' fundamentals show signs of improvement, the stock may struggle to regain momentum. Starbucks was trading 1.7% lower in pre-open trade on Tuesday. ",https://www.investing.com/news/stock-market-news/starbucks-stock-drops-as-jefferies-cuts-to-sell-says-ceofueled-rally-overdone-3629412
2024-09-25,us,business,"Is Allegro MicroSystems, Inc. (ALGM) a Good Lidar Stock To Buy?",,https://finance.yahoo.com/news/allegro-microsystems-inc-algm-good-104745140.html/
