Link,Text,profile_conf
#957199314ThankReportJanuary 9, 2020 at 4:48:23 AM
Answer added by
Lily Jones
My ex who dumped me is enjoying her life and I'm lonely and sad. How do I overcome this feeling?
is she, wow like social media people only want to show you the best side of them and how much they are enjoying life,
#907120595ThankReportNovember 18, 2019 at 12:42:33 AM
Topic removed from question by
Lily Jones
As a cancer patient, what do you wish people would stop saying to you?
Understanding Human Behavior
#888969709ThankReportNovember 1, 2019 at 12:19:31 AM
Topic removed from question by
Lily Jones
As a cancer patient, what do you wish people would stop saying to you?
Cancer Patients
#888969708ThankReportNovember 1, 2019 at 12:19:31 AM
Topic removed from question by
Lily Jones
As a cancer patient, what do you wish people would stop saying to you?
Wishes 
#888969707ThankReportNovember 1, 2019 at 12:19:31 AM
Topic removed from question by
Lily Jones
As a cancer patient, what do you wish people would stop saying to you?
Cancer Treatment
#888969706ThankReportNovember 1, 2019 at 12:19:31 AM
Topic removed from question by
Lily Jones
As a cancer patient, what do you wish people would stop saying to you?
Cancer (disease)
#888969704ThankReportNovember 1, 2019 at 12:19:31 AM
Comment added by
Lily Jones
she sounds very confused, the question is was she really in love with you
#849021940ThankReportSeptember 25, 2019 at 1:37:40 AM
Comment added by
Lily Jones
I had a relationship with a Asperger's person, no matter how much I tried to communicate with him it was impossible, I even tried to communicate with him through diagrams it was impossible I did love him but it all failed where no longer together
#820622524ThankReportAugust 29, 2019 at 2:14:44 AM
Comment added by
Lily Jones
I cant see the problem and you definitely don't need other peoples opinions or remarks, a lady that knows what she wants and what she is looking for does need validation from any one, PS you two make a cute couple
#814363487ThankReportAugust 23, 2019 at 5:27:27 AM
Comment added by
Lily Jones
let her figure it out herself , just you like you had to , she will not appreciate your comment and his probably told her that it was all you, that you were the one who did wrong , we all know nobody takes blame for anything these days its all about the other person
#814309796ThankReportAugust 23, 2019 at 3:59:59 AM
Comment added by
Lily Jones
AMEN somebody said, a man will truly marry you if he loves you and wants to commit to you, when men use financial reasons or family reasons to me that's a total lie, how hard can it be either you want to be with someone or not
#806163484ThankReportAugust 16, 2019 at 1:27:54 AM
Comment added by
Lily Jones
im Australian I personally think we have the easiest accent its so clear with a very easy
#802749555ThankReportAugust 13, 2019 at 1:17:47 AM
Comment added by
Lily Jones
I agree in someway I think marriage is a commitment between a couple and If you believe in god its also making that commitment in front of GOD . these days any one can live with any one but it does feel special when you have that special commitment
#797548363ThankReportAugust 8, 2019 at 2:42:06 AM
Comment added by
Lily Jones
YES I suffer from that and I refuse to take laxatives or any thing I do suffer from IBD, what helps is 1/2 glass of boiling water and squezzing lemon in the water drinking it first thing in the morning wait 20 minutes then eat as usual
another way is take a table spoon olive oil by mouth first thing in the morning wait 20 minutes and have your breakfast
another way is I eat papaya and kiwi fruit that guarantee to go
dates or prunes also
#794309061ThankReportAugust 5, 2019 at 4:37:43 AM
Comment added by
Lily Jones
meditation on a regular based takes your mind to a new level
#775565087ThankReportJuly 19, 2019 at 1:40:44 AM
Comment added by
Lily Jones
you are right there is no shame in diagnosis, I hope your child gets all the support they need now, it happened to my friends nephew, and with all the support and help eventually he turned into a smart young boy and is now living his life to the fullest with his friends his only 10 years
#775564004ThankReportJuly 19, 2019 at 1:38:56 AM
Comment added by
Lily Jones
so a girl needs to swallow your semen to get your attention, wow
#764461534ThankReportJuly 9, 2019 at 3:06:25 AM
Comment added by
Lily Jones
NO because if you did you wouldn't be asking
#751141265ThankReportJune 27, 2019 at 2:02:57 AM
Comment added by
Lily Jones
Mine went and got married, and I was so so heart broken, after 2 years I took to heal, but wasn't easy at all
#751137744ThankReportJune 27, 2019 at 1:58:17 AM
Comment added by
Lily Jones
sensible well written
#744318001ThankReportJune 21, 2019 at 3:25:09 AM
Comment added by
Lily Jones
that's right communication does wonders
#744307966ThankReportJune 21, 2019 at 3:11:10 AM
Comment added by
Lily Jones
his trying to be polite as best as possible
#696312753ThankReportMay 8, 2019 at 2:33:15 AM
Comment added by
Lily Jones
I totally agree my sister is in same position try to befriend her she is not your enemy especially for the children sake
#696307913ThankReportMay 8, 2019 at 2:26:10 AM
Comment added by
Lily Jones
the past is the past, you need him to make a decision does he want to start a new chapter with you or does he want to remain in the past
#687635564ThankReportApril 30, 2019 at 1:23:51 AM
Comment added by
Lily Jones
enjoy being a kid enjoy being a kid, your dating a adult and his dating a kid this sounds so wrong on so many levels
#683480422ThankReportApril 26, 2019 at 5:35:13 AM
Comment added by
Lily Jones
he is in the honey moon period, his true colours will come out eventually, just sit back and watch karma
#658403634ThankReportApril 3, 2019 at 3:20:19 AM
Answer added by
Lily Jones
This boy told me he liked me. About a month later we started dating. This is when I find out that 2 days after he told me he liked me, he hung out with and kissed another girl. He’s apologized but I can’t seem to forgive. What do I do?
easy get rid of him, already a sign of CHEATING, and trust issues at least he did it early in the relationship and not 4 years later
#631425510ThankReportMarch 7, 2019 at 2:22:49 AM
Comment added by
Lily Jones
well said
#619622646ThankReportFebruary 22, 2019 at 3:45:52 AM
Comment added by
Lily Jones
I Loved god from the day I was born, I have had a very challenging life, and I know I'm here still from the miracle of god that's why I pray to god all the time and I know he will keep seeing me through
#616074972ThankReportFebruary 18, 2019 at 2:25:23 AM
Comment added by
Lily Jones
yes I agree time does heal, however the memory will remain and it wont hurt no more
#616058531ThankReportFebruary 18, 2019 at 1:53:23 AM
Answer added by
Lily Jones
How much is the average time to forget and stop feeling something for a former partner?
for me it took me 2 years
#613681504ThankReportFebruary 15, 2019 at 1:21:14 AM
Comment added by
Lily Jones
wow sex saved the day for you guys and not any other qualities about each other
#601944065ThankReportFebruary 1, 2019 at 1:42:09 AM
Comment added by
Lily Jones
so so so true
#594579420ThankReportJanuary 23, 2019 at 1:09:51 AM
User name edited by
Lily Jones
Lily Jones
Lily jonesJones
#565219731ThankReportDecember 17, 2018 at 3:05:51 AM
User status changed by Quora Moderation
Lily Jones
Quora Moderation restored
Lily Jones
's privileges on Quora
#565219728ReportDecember 17, 2018 at 3:05:52 AM
User status changed by Quora Moderation
Lily Jones
Quora Moderation blocked
Lily Jones
from editing on Quora
#518196797ReportOctober 7, 2018 at 10:03:23 AM
User name edited by
Lily Jones
Lily Jones
aussie girlLily jones
#518184976ThankReportOctober 7, 2018 at 9:35:27 AM
User status changed by Quora Moderation
Lily Jones
Quora Moderation restored
Lily Jones
's privileges on Quora
#518184975ReportOctober 7, 2018 at 9:35:29 AM
User status changed by Quora Moderation
Lily Jones
Quora Moderation blocked
Lily Jones
from editing on Quora
#515801682ReportOctober 3, 2018 at 8:44:51 PM
Answer added by
Lily Jones
Is it bad that I am happy that my ex is dating someone really ugly?
your ex dating someone ugly mmmm he/ she might find her beautiful or handsome, what's someone's trash is someone's treasure
#479988422ThankReportAugust 7, 2018 at 5:35:19 AM
Answer added by
Lily Jones
How do you get over a relationship that ended because the family wouldn't accept it? Everything else was perfect otherwise, and they broke up only because they put family first.
EXACTLY what happened to me, he moved on mummy chose a nice girl for him and yes he married her and had a baby,
Advice when a person doesn't have a mind of there own do not bother dating them that's my only advice
#479951594ThankReportAugust 7, 2018 at 3:53:33 AM
Comment added by
Lily Jones
advise leave it, cut all ties and move on, no one changes what you see is what you get
#479307077ThankReportAugust 6, 2018 at 1:47:21 AM
Comment added by
Lily Jones
I was in a similar situation, sorry religion is not reason, family end up accepting and they do come around
#477679658ThankReportAugust 3, 2018 at 5:22:16 AM
Comment added by
Lily Jones
Andréa there is no way I can be friends with any of my ex they are a ex for a reason so their abuse mentally and emotionally means its okay to be In a friend ship or my 1st boyfriend who cheated on me 3 times or my second end up in jail a EX MEANS finished erase that chapter erase the garbage out of your life ,
#477654769ThankReportAugust 3, 2018 at 4:10:58 AM
User name edited by
Lily Jones
Lily Jones
Anna Salehaussie girl
#477643791ThankReportAugust 3, 2018 at 3:36:01 AM
Comment added by
Lily Jones
I disagree because you don't have sex to make up you need to first talk about the problem so the issue can get solved so it doesn't happen again and then have sex and do what you went, me and my ex used sex for everything the problems just escalated no issues were solved so where are we now SEX IS NOT THE ANSWER
#475631087ThankReportJuly 31, 2018 at 2:50:59 AM
Comment added by
Lily Jones
I totally agree with you Roxana, couldn't have said it better, its not to be used as a punishment, how can you even enjoy the moment when he has shattered or upset you so much, when we make love we make it for a reason because you love your partner and content with where you are in life, we don't do it when we are tortured or upset and just make love and everything is alright....... that's why there are brothels were we have no feelings or emotions are attached
#475630027ThankReportJuly 31, 2018 at 2:47:56 AM
Comment added by
Lily Jones
I love you doesn't even a have a meaning no more, it is said loosely like the guy I was seeing within 3 weeks , where no memories were shared didn't even get to know me properly so I just walked away
#475615385ThankReportJuly 31, 2018 at 2:03:05 AM
Comment added by
Lily Jones
I exactly went through the same thing or lets say similar and I can tell you next guy I meet and I see a slight narc in his behaviour im running for my life, because life is more important than love
#475608299ThankReportJuly 31, 2018 at 1:43:27 AM
Comment added by
Lily Jones
LOVE IT
#473344398ThankReportJuly 27, 2018 at 8:17:45 AM
Comment added by
Lily Jones
wow I know the feeling mentally its put me in a dark place no matter what I do I cant break away
#473290270ThankReportJuly 27, 2018 at 6:00:37 AM
Comment added by
Lily Jones
im sorry to hear that Michele after you guys divorced how quick was he to get married
#473206288ThankReportJuly 27, 2018 at 1:39:17 AM
Comment added by
Lily Jones
I always wonder in my mind if they feel guilt about what they have done, or if they have been in deniel and move on. I DONT UNDERSTAND HOW A HUMAUN CAN STOP LOVING SOMEONE JUST LIKE THAT
#471217511ThankReportJuly 24, 2018 at 1:46:32 AM
Credentials & Highlights
More
Lives in Sydney, Australia
5.4K content views13 this month
Joined November 2015",changed
https://www.quora.com/profile/NiNi-Na-1/log,not changed,not changed
https://www.quora.com/profile/Vie-Jackman/log,"1
Try Quora+
Add question
Vie Jackman
3 followers
3 following
Follow
Notify me
Ask
Profile
0 Answers
1 Question
0 Posts
3 Followers
Following
Edits
Activity
Edits
Answer deleted by
Vie Jackman
#3006382628ThankReportJune 30, 2023 at 3:35:37 PM
Post deleted by
Vie Jackman
#3006381046ThankReportJune 30, 2023 at 3:34:26 PM
Answer deleted by
Vie Jackman
#3006380867ThankReportJune 30, 2023 at 3:34:19 PM
Answer deleted by
Vie Jackman
#3006380667ThankReportJune 30, 2023 at 3:34:09 PM
Answer added by
Vie Jackman
Can I please get the opinion of an orthodontist? Based on these x-rays of my teeth, is it necessary to extract 4 of my premolars for braces treatment? (pics in the comments below)
The author deleted this answer.
#2090295907ThankReportApril 14, 2022 at 11:33:21 AM
Question text edited by
Vie Jackman
Can I please get the opinion of an orthodontist? Based on these x-rays of my teeth, is it necessary to extract 4 of my premolars for braces treatment? (pics in the comments below)
Can I please get the opinion of an orthodontist? Based on these x-rays of my teeth, is it necessary to extract 4 of my premolars for braces treatment?treatment? (pics in the comments below)
#2081805633ThankReportApril 9, 2022 at 3:18:33 PM
Comment added by
Vie Jackman
Xray pics of my teeth!!
#2081804591ThankReportApril 9, 2022 at 3:17:44 PM
Topic added to question by
Vie Jackman
Can I please get the opinion of an orthodontist? Based on these x-rays of my teeth, is it necessary to extract 4 of my premolars for braces treatment? (pics in the comments below)
Ask the Dentist
#2081800199ThankReportApril 9, 2022 at 3:14:17 PM
Topic added to question by
Vie Jackman
Can I please get the opinion of an orthodontist? Based on these x-rays of my teeth, is it necessary to extract 4 of my premolars for braces treatment? (pics in the comments below)
Dentists
#2081800197ThankReportApril 9, 2022 at 3:14:17 PM
Topic added to question by
Vie Jackman
Can I please get the opinion of an orthodontist? Based on these x-rays of my teeth, is it necessary to extract 4 of my premolars for braces treatment? (pics in the comments below)
Tooth Extraction
#2081800196ThankReportApril 9, 2022 at 3:14:17 PM
Topic added to question by
Vie Jackman
Can I please get the opinion of an orthodontist? Based on these x-rays of my teeth, is it necessary to extract 4 of my premolars for braces treatment? (pics in the comments below)
X-Ray Imaging
#2081800195ThankReportApril 9, 2022 at 3:14:17 PM
Question added by
Vie Jackman
Can I please get the opinion of an orthodontist? Based on these x-rays of my teeth, is it necessary to extract 4 of my premolars for braces treatment?
#2081799854ThankReportApril 9, 2022 at 3:14:02 PM
Post added by
Vie Jackman
The author deleted this post.
#1597722103ThankReportJuly 28, 2021 at 9:38:11 PM
Answer added by
Vie Jackman
How can I stop binge eating all the time? I suffer from a binge eating disorder. I am always craving food, and I eat approximately 5000 calories a day. It is seriously affecting my health, and I want to learn how to control my cravings.
The author deleted this answer.
#996677188ThankReportFebruary 20, 2020 at 6:57:58 AM
User name edited by
Vie Jackman
Vie Jackman
Lorivie FragataVie Jackman
#996674297ThankReportFebruary 20, 2020 at 6:53:08 AM
Answer added by
Vie Jackman
Do you have any tips for an OMAD (one meal a day) beginner who has binge eating disorder? I don’t feel hungry during my fast but as soon as I eat, I have trouble stopping eating even when my stomach is extremely full. What should I do?
The author deleted this answer.
#996673886ThankReportFebruary 20, 2020 at 6:52:34 AM
Credentials & Highlights
More
Lives in Singapore
Knows English
Joined November 2015
Knows about
One Meal A Day
Tagalog (language)
English (language)
Singapore",changed
https://www.quora.com/profile/Alo-Guti-1/log,"1
Try Quora+
Add question
Alo Guti
2 followers
0 following
Follow
Notify me
Ask
Profile
2 Answers
0 Questions
0 Posts
2 Followers
Following
Edits
Activity
Edits
Comment added by
Alo Guti
I agree that a therapist should listen to you, and help you around the circumstances you feel comfortable in at the moment. I would first be direct and honest with her about what you feel, and literally explain why you believe that you do not want to make friends.
If she keeps insisting for you to make friends, that is where I would:
A) Move on to another therapist (search for the best fit for you)
B) Give yourself some time without a therapist and see how you respond to that. Therapy is only one way to help. There are unlimited amount of options for you to achieve your goals.
Hope this helps.
#1038571256ThankReportApril 6, 2020 at 8:57:46 PM
Answer added by
Alo Guti
What is the highest salary a CNA can earn in his or her lifetime?
Depends where you live and what you are doing.
If you work for an agency, your pay differs based on the job.
Companies like hospitals and nursing homes sometimes offer a pay increase if CNA hours are in demand, or you may get a sign-on bonus.
I believe, in my experience, private pay with in home care patients make the most per hour/shift. Large agency companies where you travel often begin with an hourly pay of $18 and up.
I have seen anywhere from $9 an hour in nursing homes, to $23/hour in private pay home care.
#1038562341ThankReportApril 6, 2020 at 8:47:28 PM
User name edited by
Alo Guti
Alo Guti
Alondra GomezAlo Guti
#1038558094ThankReportApril 6, 2020 at 8:42:06 PM
Answer added by
Alo Guti
Would it be a bad idea for a male to become a CNA?
Of course not. Most places love having a strong male or two during each shift to help with heavier patients. Males are also well for situations where women feel uncomfortable around men who sexually harass or comment, without a filter, (even though this is not tolerated, it is sometimes easier to avoid the room and spend the rest of the time with other patients). Bringing in a male often allows everyone to feel comfortable and as a CNA, we are very grateful for CNA/Nurse males.
In general, being a CNA promises you a job and even health benefits, and you are needed wherever you go!
#1038556568ThankReportApril 6, 2020 at 8:40:15 PM
Credentials & Highlights
More
7.7K content views52 this month
Joined November 2015
Alo
has not filled out their profile.
Knows about
Mental Health
Mental Illness",changed
https://www.quora.com/profile/Heather-Wordham/log,not changed,not changed
https://www.quora.com/profile/Hannah-Clair-1/log,not changed,not changed
https://www.quora.com/profile/Julia-Boljesic/log,not changed,not changed
https://www.quora.com/profile/Bryson-Harrison/log,not changed,not changed
https://www.quora.com/profile/Kebirungi-Babra/log,not changed,not changed
https://www.quora.com/profile/Emmy-P-7/log,"1
Try Quora+
Add question
Emmy P
2 followers
0 following
Follow
Notify me
Ask
Profile
0 Answers
1 Question
1 Post
2 Followers
Following
Edits
Activity
Edits
User status changed by Quora Moderation
Emmy P
Quora Moderation blocked
Emmy P
from editing on Quora
#1202055158ReportSeptember 10, 2020 at 10:12:52 AM
Topic added to post by
Emmy P
Ranting and Rants
#1202022740ThankReportSeptember 10, 2020 at 9:30:51 AM
Topic added to post by
Emmy P
Teenagers and Teenage Years
#1202022739ThankReportSeptember 10, 2020 at 9:30:51 AM
Topic added to post by
Emmy P
Life and Living
#1202022737ThankReportSeptember 10, 2020 at 9:30:51 AM
Post added by
Emmy P
Im depressed and my social anxiety and body dysmorphia control my life. Advice?
#1202022735ThankReportSeptember 10, 2020 at 9:30:51 AM
Topic added to question by
Emmy P
Why am I so insecure and how can I treat my body dysmorphia? It’s seriously taken over my life.
Self-Esteem
#1201784652ThankReportSeptember 10, 2020 at 3:19:19 AM
Topic added to question by
Emmy P
Why am I so insecure and how can I treat my body dysmorphia? It’s seriously taken over my life.
Dysmorphia
#1201784649ThankReportSeptember 10, 2020 at 3:19:18 AM
Topic added to question by
Emmy P
Why am I so insecure and how can I treat my body dysmorphia? It’s seriously taken over my life.
Body Image
#1201784647ThankReportSeptember 10, 2020 at 3:19:18 AM
Question added by
Emmy P
Why am I so insecure and how can I treat my body dysmorphia? It’s seriously taken over my life.
#1201784351ThankReportSeptember 10, 2020 at 3:18:58 AM
User name edited by
Emmy P
Emmy P
Emi PanicoEmmy P
#1201783209ThankReportSeptember 10, 2020 at 3:16:53 AM
Credentials & Highlights
More
Joined November 2015
Emmy
has not filled out their profile.",changed
https://www.quora.com/profile/Jane-Neal-2/log,not changed,not changed
https://www.quora.com/profile/Angelique-Chegwidden/log,not changed,not changed
https://www.quora.com/profile/Reggie-Escobar/log,not changed,not changed
https://www.quora.com/profile/Marti-Murfin/log,not changed,not changed
https://www.quora.com/profile/Ive-Elske/log,not changed,not changed
https://www.quora.com/profile/Sumaya-Yacoob-4/log,"1
Try Quora+
Add question
Sumaya Yacoob
0 followers
1 following
Follow
Notify me
Ask
Profile
0 Answers
0 Questions
8 Posts
0 Followers
Following
Edits
Activity
Edits
Post added by
Sumaya Yacoob
Rocky Meme😂
·
1y
What screenshot deserve 1058k+ upvote?
#2813860496ThankReportMarch 18, 2023 at 6:51:51 PM
Post added by
Sumaya Yacoob
Humanity · December 17, 2021
https://humanity.quora.com/https-uniqueandamazingworld-quora-com-So-at-my-daughters-birthday-dinner-a-little-girl-about-3-4-yrs-old-saw-my-daught
#1869583857ThankReportDecember 18, 2021 at 5:39:00 AM
Post added by
Sumaya Yacoob
Vitmor
· 3y
What has been the most gruesome real footage you've ever seen?
Hi. Let me tell you the story of Tatiane Spitzner and how her recorded death shocked the world and opened many eyes to what exactly domestic violence looks like. Tatiane was a 29-year-old lawyer who lived with her husband Luis Filipe in Guarapuava. Looking at pictures of the couple they looked like a happy and deeply in love couple: But behind these pictures hid a truly shocking reality that ended in a horrific way. On the 22nd of July, 2018, the couple went to a party and when they returned (at around 2:30 AM) they can be seen on CCTV parked in front of their building. They spoke for a little bit and then he suddenly hit her thrice, with considerable strength, in the head. She then tried to run and opened the door, but he forced her to close it and put her seatbelt around her neck, while grabbing her by the hair and punching her head repeatedly. Then they drove to the garage, he parked the car, got out, dragged her out and pushed her against the car. He then punched her throat causing her to pass out and fall to the ground. As she laid there he parked his car and two minutes later he came back and started kicking her until she woke up and got up. When she started regaining consciousness she decided to run for her life and she started running towards the elevator as he chased her. They both managed to get inside the elevator and she clicked the ground floor button instead of the fourth floor where they lived. When the elevator opened on the ground floor she tried to run, and managed to get out but he grabbed her and forced her back inside grabbing her and putting her against the wall until the door closed again. When they got to the fourth floor she put her hands on the sides of the elevator to try and stop him from forcing her to get out, but to no avail. When they left the elevator, it was the last time Tatiane was seen alive. When they got to their apartment, the neighbours heard her cries for help but did nothing. Less than 15 minutes later the camera outside the building filmed her body falling onto the floor. He claimed that she jumped by herself, but it's clear that's a lie because in the video we can see that she was not trying to block her face or even screaming. She was lifeless when she fell. He came downstairs, picked her up and took her to the elevator where he, covered in her blood, started to caress her face and covered her breasts. He took her back to their apartment and then came back and cleaned the blood from the elevator, before driving away. Dunia Rampazzo, a prosecutor on the case, stated: Our investigation proves that the victim was killed inside the apartment by asphyxiation and her body was thrown over the balcony of the apartment. We believe the accused then took the elevator to the ground floor and collected Tatiane’s body, taking it back up to the apartment in the elevator. We suspect that before she was killed, Luis subjected his wife to a prolonged period of violent physical aggression. This was not a suicide, but femicide. The aggressor then attempted to escape by car. The case had multiple delays due to covid, but in May this year, he was sentenced to 31 years in prison. If you know someone who has an abusive partner or if you're in such a relationship, get help. Her death cannot be in vain, and it'll hopefully inspire those who need the inspiration to get out while they can. Thank you for reading.
#1730440331ThankReportSeptember 23, 2021 at 7:58:36 AM
Post added by
Sumaya Yacoob
#1708987411ThankReportJune 3, 2020 at 7:58:50 AM
Post added by
Sumaya Yacoob
#1702841998ThankReportNovember 1, 2019 at 4:36:39 PM
Post added by
Sumaya Yacoob
#1701860456ThankReportSeptember 22, 2019 at 1:20:10 PM
Post added by
Sumaya Yacoob
#1696675116ThankReportFebruary 23, 2019 at 10:45:37 AM
User name edited by
Sumaya Yacoob
Sumaya Yacoob
Sumaya JosephYacoob
#1569059821ThankReportJuly 12, 2021 at 6:27:18 PM
Topic added to post by
Sumaya Yacoob
Cat Behavior
#1339368074ThankReportJanuary 17, 2021 at 7:36:52 PM
Topic added to post by
Sumaya Yacoob
Kittens
#1339368073ThankReportJanuary 17, 2021 at 7:36:52 PM
Topic added to post by
Sumaya Yacoob
Cats (domestic)
#1339368072ThankReportJanuary 17, 2021 at 7:36:52 PM
Post added by
Sumaya Yacoob
My Zoe adopted me 2years ago when I moved into my apartment her previous owner wanted to put her down because she couldn't take her with her when she moved out, so I moved in with Zoe.
Zoe and I get on well she enjoys her space. Problem is Zoe doesn't allow me to sleep late. I wake up every morning at 5h30 and feed her get ready for work and leave at 7h00, if I get back into bed on a morning that I don't have to go to work she brings home birds she catches or she jumps on top of me meowing licking or biting me until I eventually give up and get out of bed. If I decide to take a nap infront of the TV she does the same.
How do I get Zoe to let me sleep late?
#1339368071ThankReportJanuary 17, 2021 at 7:36:52 PM
Credentials & Highlights
More
Lives in Cape Town
218 content views
Joined November 2015
Knows about
Cape Town",changed
https://www.quora.com/profile/Ahmed-Samir-124/log,not changed,not changed
https://www.quora.com/profile/Brian-Aherne-2/log,not changed,not changed
https://www.quora.com/profile/Ches-Lowe/log,"1
Try Quora+
Add question
Ches Lowe
2 followers
3 following
Follow
Notify me
Ask
Profile
0 Answers
0 Questions
0 Posts
2 Followers
Following
Edits
Activity
Edits
User name edited by
Ches Lowe
Ches Lowe
Cheryl JohnsonChes Lowe
#941526018ThankReportDecember 23, 2019 at 8:41:45 PM
User status changed by Quora Moderation
Ches Lowe
Quora Moderation restored
Ches Lowe
's privileges on Quora
#940291317ReportDecember 22, 2019 at 12:01:48 PM
User name edited by
Ches Lowe
Ches Lowe
Ches LoweCheryl Johnson
#940234818ThankReportDecember 22, 2019 at 10:19:32 AM
User name edited by
Ches Lowe
Ches Lowe
Cheslowe77Ches Lowe
#940202432ThankReportDecember 22, 2019 at 9:20:37 AM
User status changed by Quora Moderation
Ches Lowe
Quora Moderation blocked
Ches Lowe
from editing on Quora
#940201055ReportDecember 22, 2019 at 9:18:15 AM
User name edited by
Ches Lowe
Ches Lowe
Cheryl JohnsonCheslowe77
#940201054ThankReportDecember 22, 2019 at 9:18:15 AM
Credentials & Highlights
More
Joined November 2015
Knows about
Bisexuality
Druids
Women
Paganism
Order of Bards Ovates and Druids (OBOD)
View more",changed
https://www.quora.com/profile/Emily-Lerdahl/log,not changed,not changed
https://www.quora.com/profile/Alexis-Issenman/log,"1
Try Quora+
Add question
Alexis Issenman
Attends Columbia University, Writer
112 followers
5 following
Follow
Notify me
Ask
Graduated with a bachelors degree in Biology and minor in psychology. In addition to having a 2nd bachelors degree in dietetics.
Currently studying for my MFA at Columbia University.
Profile
14 Answers
9 Questions
4 Posts
112 Followers
Following
More
Edits
Comment added by
Alexis Issenman
Yes. This. 1000%. I have my standards obviously in course I wouldn’t do it unless I was in excruciating pain so I could care less if the floor was clean or not when this happens to me. Last resort.
#3596528073ThankReportApril 22, 2024 at 12:01:07 AM
Comment added by
Alexis Issenman
What’s the worse they can do? I’m speaking as a patient who has severe bone pain that has been waiting five hours in a hard chair. Sometimes it’s not to be difficult but it’s the only option.
#3596525930ThankReportApril 21, 2024 at 11:59:21 PM
Comment edited by
Alexis Issenman
Thanks for the clarification. I was also wondering why they yelled at me to get off the floor when I was extremely ill. I had an awful fracture on my lower back and after 5 hours I could NOT sit in the hard chairs. So chairs any longer. I was out of my mind in pain but they didn’t care and I kept it to myself because there was nothing they were going to do. I just thought a different position would help even though yes, it was probably terribly unsanitary. I didn’t care. I just got on the floor. What can they do besides yell They yelled at you?me of course but I countered if you have a better solution I’m all ears. They didn’t.
#3596523747ThankReportApril 21, 2024 at 11:57:04 PM
Comment added by
Alexis Issenman
Sadly I witnessed both. I was in a horrible hospital while in college dealing with breaking my arm and there was this psychotic woman having an huge break. Instead of treating her they just injected her with a bunch off different drugs until she stopped yelling. I interned in a psych ward before and I knew this was the completely wrong protocol! No restraints or watching her on camera. A few hours later the same staff tried waking her up for breakfast and she wouldn’t move. They kept yelling to get up but I knew the first time. It was really sad especially that none of these people were held accountable.
#3572881047ThankReportApril 10, 2024 at 12:38:00 AM
Question added by
Alexis Issenman
How much weight can I expect to gain with my GJ Tube?
#3572868477ThankReportApril 10, 2024 at 12:25:38 AM
Comment added by
Alexis Issenman
Yes you can. I was forced when I had mine to do it. It’s no walk it in the park but that’s the only way they would take it out.
#3572863441ThankReportApril 10, 2024 at 12:21:58 AM
Comment added by
Alexis Issenman
