Link,Text,profile_conf
https://www.quora.com/profile/Bryson-Harrison/log,not changed,not changed
https://www.quora.com/profile/Kebirungi-Babra/log,not changed,not changed
https://www.quora.com/profile/Emmy-P-7/log,"1
Try Quora+
Add question
Emmy P
2 followers
0 following
Follow
Notify me
Ask
Profile
0 Answers
1 Question
1 Post
2 Followers
Following
Edits
Activity
Edits
User status changed by Quora Moderation
Emmy P
Quora Moderation blocked
Emmy P
from editing on Quora
#1202055158ReportSeptember 10, 2020 at 10:12:52 AM
Topic added to post by
Emmy P
Ranting and Rants
#1202022740ThankReportSeptember 10, 2020 at 9:30:51 AM
Topic added to post by
Emmy P
Teenagers and Teenage Years
#1202022739ThankReportSeptember 10, 2020 at 9:30:51 AM
Topic added to post by
Emmy P
Life and Living
#1202022737ThankReportSeptember 10, 2020 at 9:30:51 AM
Post added by
Emmy P
Im depressed and my social anxiety and body dysmorphia control my life. Advice?
#1202022735ThankReportSeptember 10, 2020 at 9:30:51 AM
Topic added to question by
Emmy P
Why am I so insecure and how can I treat my body dysmorphia? It’s seriously taken over my life.
Self-Esteem
#1201784652ThankReportSeptember 10, 2020 at 3:19:19 AM
Topic added to question by
Emmy P
Why am I so insecure and how can I treat my body dysmorphia? It’s seriously taken over my life.
Dysmorphia
#1201784649ThankReportSeptember 10, 2020 at 3:19:18 AM
Topic added to question by
Emmy P
Why am I so insecure and how can I treat my body dysmorphia? It’s seriously taken over my life.
Body Image
#1201784647ThankReportSeptember 10, 2020 at 3:19:18 AM
Question added by
Emmy P
Why am I so insecure and how can I treat my body dysmorphia? It’s seriously taken over my life.
#1201784351ThankReportSeptember 10, 2020 at 3:18:58 AM
User name edited by
Emmy P
Emmy P
Emi PanicoEmmy P
#1201783209ThankReportSeptember 10, 2020 at 3:16:53 AM
Credentials & Highlights
More
Joined November 2015
Emmy
has not filled out their profile.",changed
https://www.quora.com/profile/Jane-Neal-2/log,not changed,not changed
https://www.quora.com/profile/Angelique-Chegwidden/log,not changed,not changed
https://www.quora.com/profile/Reggie-Escobar/log,not changed,not changed
https://www.quora.com/profile/Marti-Murfin/log,not changed,not changed
https://www.quora.com/profile/Ive-Elske/log,not changed,not changed
https://www.quora.com/profile/Sumaya-Yacoob-4/log,"1
Try Quora+
Add question
Sumaya Yacoob
0 followers
1 following
Follow
Notify me
Ask
Profile
0 Answers
0 Questions
8 Posts
0 Followers
Following
Edits
More
Edits
Post added by
Sumaya Yacoob
Rocky Meme😂
·
1y
What screenshot deserve 1058k+ upvote?
#2813860496ThankReportMarch 18, 2023 at 6:51:51 PM
Post added by
Sumaya Yacoob
Humanity · December 17, 2021
https://humanity.quora.com/https-uniqueandamazingworld-quora-com-So-at-my-daughters-birthday-dinner-a-little-girl-about-3-4-yrs-old-saw-my-daught
#1869583857ThankReportDecember 18, 2021 at 5:39:00 AM
Post added by
Sumaya Yacoob
Vitmor
· 3y
What has been the most gruesome real footage you've ever seen?
Hi. Let me tell you the story of Tatiane Spitzner and how her recorded death shocked the world and opened many eyes to what exactly domestic violence looks like. Tatiane was a 29-year-old lawyer who lived with her husband Luis Filipe in Guarapuava. Looking at pictures of the couple they looked like a happy and deeply in love couple: But behind these pictures hid a truly shocking reality that ended in a horrific way. On the 22nd of July, 2018, the couple went to a party and when they returned (at around 2:30 AM) they can be seen on CCTV parked in front of their building. They spoke for a little bit and then he suddenly hit her thrice, with considerable strength, in the head. She then tried to run and opened the door, but he forced her to close it and put her seatbelt around her neck, while grabbing her by the hair and punching her head repeatedly. Then they drove to the garage, he parked the car, got out, dragged her out and pushed her against the car. He then punched her throat causing her to pass out and fall to the ground. As she laid there he parked his car and two minutes later he came back and started kicking her until she woke up and got up. When she started regaining consciousness she decided to run for her life and she started running towards the elevator as he chased her. They both managed to get inside the elevator and she clicked the ground floor button instead of the fourth floor where they lived. When the elevator opened on the ground floor she tried to run, and managed to get out but he grabbed her and forced her back inside grabbing her and putting her against the wall until the door closed again. When they got to the fourth floor she put her hands on the sides of the elevator to try and stop him from forcing her to get out, but to no avail. When they left the elevator, it was the last time Tatiane was seen alive. When they got to their apartment, the neighbours heard her cries for help but did nothing. Less than 15 minutes later the camera outside the building filmed her body falling onto the floor. He claimed that she jumped by herself, but it's clear that's a lie because in the video we can see that she was not trying to block her face or even screaming. She was lifeless when she fell. He came downstairs, picked her up and took her to the elevator where he, covered in her blood, started to caress her face and covered her breasts. He took her back to their apartment and then came back and cleaned the blood from the elevator, before driving away. Dunia Rampazzo, a prosecutor on the case, stated: Our investigation proves that the victim was killed inside the apartment by asphyxiation and her body was thrown over the balcony of the apartment. We believe the accused then took the elevator to the ground floor and collected Tatiane’s body, taking it back up to the apartment in the elevator. We suspect that before she was killed, Luis subjected his wife to a prolonged period of violent physical aggression. This was not a suicide, but femicide. The aggressor then attempted to escape by car. The case had multiple delays due to covid, but in May this year, he was sentenced to 31 years in prison. If you know someone who has an abusive partner or if you're in such a relationship, get help. Her death cannot be in vain, and it'll hopefully inspire those who need the inspiration to get out while they can. Thank you for reading.
#1730440331ThankReportSeptember 23, 2021 at 7:58:36 AM
Post added by
Sumaya Yacoob
#1708987411ThankReportJune 3, 2020 at 7:58:50 AM
Post added by
Sumaya Yacoob
#1702841998ThankReportNovember 1, 2019 at 4:36:39 PM
Post added by
Sumaya Yacoob
#1701860456ThankReportSeptember 22, 2019 at 1:20:10 PM
Post added by
Sumaya Yacoob
#1696675116ThankReportFebruary 23, 2019 at 10:45:37 AM
User name edited by
Sumaya Yacoob
Sumaya Yacoob
Sumaya JosephYacoob
#1569059821ThankReportJuly 12, 2021 at 6:27:18 PM
Topic added to post by
Sumaya Yacoob
Cat Behavior
#1339368074ThankReportJanuary 17, 2021 at 7:36:52 PM
Topic added to post by
Sumaya Yacoob
Kittens
#1339368073ThankReportJanuary 17, 2021 at 7:36:52 PM
Credentials & Highlights
More
Lives in Cape Town
218 content views
Joined November 2015
Knows about
Cape Town",changed
https://www.quora.com/profile/Ahmed-Samir-124/log,not changed,not changed
https://www.quora.com/profile/Brian-Aherne-2/log,not changed,not changed
https://www.quora.com/profile/Ches-Lowe/log,"1
Try Quora+
Add question
Ches Lowe
2 followers
3 following
Follow
Notify me
Ask
Profile
0 Answers
0 Questions
0 Posts
2 Followers
Following
Edits
More
Edits
User name edited by
Ches Lowe
Ches Lowe
Cheryl JohnsonChes Lowe
#941526018ThankReportDecember 23, 2019 at 8:41:45 PM
User status changed by Quora Moderation
Ches Lowe
Quora Moderation restored
Ches Lowe
's privileges on Quora
#940291317ReportDecember 22, 2019 at 12:01:48 PM
User name edited by
Ches Lowe
Ches Lowe
Ches LoweCheryl Johnson
#940234818ThankReportDecember 22, 2019 at 10:19:32 AM
User name edited by
Ches Lowe
Ches Lowe
Cheslowe77Ches Lowe
#940202432ThankReportDecember 22, 2019 at 9:20:37 AM
User status changed by Quora Moderation
Ches Lowe
Quora Moderation blocked
Ches Lowe
from editing on Quora
#940201055ReportDecember 22, 2019 at 9:18:15 AM
User name edited by
Ches Lowe
Ches Lowe
Cheryl JohnsonCheslowe77
#940201054ThankReportDecember 22, 2019 at 9:18:15 AM
Credentials & Highlights
More
Joined November 2015
Knows about
Bisexuality
Druids
Women
Paganism
Order of Bards Ovates and Druids (OBOD)
View more",changed
https://www.quora.com/profile/Emily-Lerdahl/log,not changed,not changed
https://www.quora.com/profile/Alexis-Issenman/log,not changed,not changed
https://www.quora.com/profile/Honey-Hann/log,not changed,not changed
https://www.quora.com/profile/Rosalind-Gillam/log,not changed,not changed
https://www.quora.com/profile/Samuel-Song-11/log,not changed,not changed
https://www.quora.com/profile/Terri-Brackett/log,not changed,not changed
https://www.quora.com/profile/Mel-Garter/log,not changed,not changed
https://www.quora.com/profile/Jonathan-Harris-78/log,not changed,not changed
https://www.quora.com/profile/Dzoyem-Barry/log,"1
Try Quora+
Add question
Dzoyem Barry
No one
1 follower
4 following
Follow
Notify me
Ask
I see myself as an atypical nerd... both sides of the coin. Find out more at dzoyem.com/about
Profile
0 Answers
1 Question
0 Posts
1 Follower
Following
Edits
More
Edits
User name edited by
Dzoyem Barry
Dzoyem Barry
DzoyemDzoyem Barry
#1427819081ThankReportApril 3, 2021 at 9:20:56 PM
User status changed by Quora Moderation
Dzoyem Barry
Quora Moderation blocked
Dzoyem Barry
from editing on Quora
#1411405121ReportMarch 21, 2021 at 2:12:24 AM
Comment added by
Dzoyem Barry
My first shareholders' meeting is in literally 5 mins lol ***nervous
#1410753254ThankReportMarch 20, 2021 at 12:55:25 PM
User name edited by
Dzoyem Barry
Dzoyem Barry
Dzoyem BarryDzoyem
#1391177775ThankReportMarch 3, 2021 at 2:20:40 PM
Answer added by
Dzoyem Barry
If you had a chance to send one message to your past self 10 years ago, what would it say?
Did so yesterday on my 21st bday
Dear Young Bari — DZOYEM
#1381274329ThankReportFebruary 22, 2021 at 11:15:59 PM
Answer added by
Dzoyem Barry
If you had to write a letter to your future self in 10 years, what points would you add?
I would reminisce on the pain
Dear Young Bari — DZOYEM
#1381274061ThankReportFebruary 22, 2021 at 11:15:35 PM
Answer added by
Dzoyem Barry
yes, i’d like to
#1379312176ThankReportFebruary 21, 2021 at 8:16:44 AM
User name edited by
Dzoyem Barry
Dzoyem Barry
DzoyemDzoyem Barry
#1379311091ThankReportFebruary 21, 2021 at 8:15:40 AM
Topic created by
Dzoyem Barry
Ruula
#1379310542ThankReportFebruary 21, 2021 at 8:15:08 AM
User name edited by
Dzoyem Barry
Dzoyem Barry
Dzoyem BarryDzoyem
#1379309467ThankReportFebruary 21, 2021 at 8:13:56 AM
Credentials & Highlights
More
Former Intern at Ruula2019–2020
B.Tech in Computer Networking, Siantou University InstituteGraduated 2021
Lives in Yaounde, Cameroon
Joined November 2015
Knows about
Computer Networking
Siantou University Institute
Ruula
Italian (language)
Yaounde, Cameroon",changed
https://www.quora.com/profile/Gabriel-Sandoval-5/log,not changed,not changed
https://www.quora.com/profile/Abdallah-El-Fouly-1/log,not changed,not changed
https://www.quora.com/profile/Jodi-Hoats/log,"1
Try Quora+
Add question
Jodi Hoats
9 followers
1 following
Follow
Notify me
Ask
I’m 42 year old mother of two in relationship with narcissist.
Profile
1 Answer
2 Questions
0 Posts
9 Followers
Following
Edits
More
Edits
Comment added by
Jodi Hoats
It’s only been a week for me but I already feel like I have a huge weight lifted off my shoulders .. for some reason I keep thinking about him and blaming myself for the downfalls in our relationship although I know I tried my hardest to make him happy it was truely impossible to do … no appreciation for anything I ever did … just expected it and it still was never good enough
#1681791750ThankReportJune 3, 2020 at 8:27:22 AM
Answer added by
Jodi Hoats
How do I show proof of cash to buy a house?
You would need to show pay stubs, checking and savings accounts , anything that would show your income .
#1276150834ThankReportNovember 21, 2020 at 10:38:32 AM
Topic added to question by
Jodi Hoats
Why does the narcissist not see the things they do but if it were someone else? They lie and steal preach to others they don't believe in it … they will never be able to understand what real unconditional love is … what made them this way
Love
#979125981ThankReportJanuary 31, 2020 at 8:06:51 AM
Topic removed from question by
Jodi Hoats
Why does the narcissist not see the things they do but if it were someone else? They lie and steal preach to others they don't believe in it … they will never be able to understand what real unconditional love is … what made them this way
Human Behavior
#979125979ThankReportJanuary 31, 2020 at 8:06:51 AM
Topic added to question by
Jodi Hoats
Why does the narcissist not see the things they do but if it were someone else? They lie and steal preach to others they don't believe in it … they will never be able to understand what real unconditional love is … what made them this way
Lies and Lying
#979125575ThankReportJanuary 31, 2020 at 8:06:22 AM
Question added by
Jodi Hoats
Why does the narcissist not see the things they do but if it were someone else? They lie and steal preach to others they don't believe in it … they will never be able to understand what real unconditional love is … what made them this way
#979125244ThankReportJanuary 31, 2020 at 8:05:51 AM
User status changed by Quora Moderation
Jodi Hoats
Quora Moderation restored
Jodi Hoats
's privileges on Quora
#861728284ReportOctober 6, 2019 at 11:15:58 PM
User name edited by
Jodi Hoats
Jodi Hoats
Jodilyn77 HJodi Hoats
#861699094ThankReportOctober 6, 2019 at 10:33:03 PM
User name edited by
Jodi Hoats
Jodi Hoats
Jodilyn77Jodilyn77 H
#852139132ThankReportSeptember 27, 2019 at 11:06:14 PM
User status changed by Quora Moderation
Jodi Hoats
Quora Moderation blocked
Jodi Hoats
from editing on Quora
#698928714ReportMay 10, 2019 at 1:31:06 PM
Credentials & Highlights
More
Former LPN 1999–2012
Studied at Hazleton Area High SchoolGraduated 1995
Lives in Zion Grove, PA2019–present
18 content views
Joined November 2015
Knows about
Genealogy Software
Family Genealogy
Genealogy
Plymouth, PA
Scranton, PA
View more",changed
https://www.quora.com/profile/Ant-Village/log,not changed,not changed
https://www.quora.com/profile/Chris-Marcio/log,not changed,not changed
https://www.quora.com/profile/Alam-Sayed-2/log,not changed,not changed
https://www.quora.com/profile/Erin-Ferner/log,not changed,not changed
https://www.quora.com/profile/Calvinna-Angel-Tehputri/log,not changed,not changed
https://www.quora.com/profile/María-Valla/log,not changed,not changed
https://www.quora.com/profile/Michelle-Drew-3/log,not changed,not changed
https://www.quora.com/profile/Bluewingedangel/log,"1
Try Quora+
Add question
Bluewingedangel
2 followers
1 following
Follow
Notify me
Ask
Profile
0 Answers
0 Questions
0 Posts
2 Followers
Following
Edits
More
Edits
User status changed by Quora Moderation
Bluewingedangel
Quora Moderation blocked
Bluewingedangel
from editing on Quora
#769496904ReportJuly 13, 2019 at 1:26:03 PM
Answer added by
Bluewingedangel
What do you remember about your first relationship?
I wouldn’t call my first boyfriend a relationship. The middle school stuff is just puppy love. My first real relationship was in high school. We lived in the same neighborhood but went to different schools. He played football and was super smart. My parents loved him. Not as much as me of course . We went on dates, walked around the neighborhood, snuck in some hanky panky when our parents weren’t home. We even made love in a hotel room when my parents took us to a fancy NYE party/dance. He left for college a year before me. He stopped calling and writing letters as often and I panicked and broke up with him. That aaa 30 years ago and he has kept up with me all these years. He’s married and has a beautiful family wile I’m still struggling with fear of abandonment that has affected my curren…
(more)
#769377915ThankReportJuly 13, 2019 at 10:34:02 AM
Answer added by
Bluewingedangel
Did your ex change after you broke up?
Only after a year and three months of the year was no contact. We both changed. I worked on myself the past year. He worked on himself. We are both more ready to acknowledge on our own issues and we communicate much better. It’s falling in love all over again. He is even more romantic
#769373346ThankReportJuly 13, 2019 at 10:27:46 AM
User name edited by
Bluewingedangel
Bluewingedangel
Kelly BrownBluewingedangel
#769370715ThankReportJuly 13, 2019 at 10:24:00 AM
Answer added by
Bluewingedangel
Have you been intimate with an ex?
Yes. Then we took a break and I worked on myself. Now we are back together. We do not live together like we did previously. It took about 3 months of no contact to get us back together. Try it.
#769370457ThankReportJuly 13, 2019 at 10:23:38 AM
Answer edited by
Bluewingedangel
Should I expect an ex-narcissist to come back after he’s had me blocked already for 3 weeks? He’s never done this before.
Why would you want a narcissist back? Focus on yourself and work on becoming the best version of yourself. You have to look within to find out why you want to return to a narcissist. He’s probably with his new “supply” (someone who uplifts his ego) and will pop back up in your life when you’re not giving a care about him l, him, after she’s left.
… (view more)
#769366835ThankReportJuly 13, 2019 at 10:18:19 AM
Answer added by
Bluewingedangel
Should I expect an ex-narcissist to come back after he’s had me blocked already for 3 weeks? He’s never done this before.
Why would you want a narcissist back? Focus on yourself and work on becoming the best version of yourself. You have to look within to find out why you want to return to a narcissist. He’s probably with his new “supply” (someone who uplifts his ego) and will pop back up in your life when you’re not giving a care about him, after she’s left.
#769366203ThankReportJuly 13, 2019 at 10:17:27 AM
Comment added by
Bluewingedangel
This is perfect. I saved and highlighted the reasons I shared with the ones here. I am overwhelmed by how many there were (all but a few). WOW!
#501513466ThankReportSeptember 11, 2018 at 8:03:49 PM
Credentials & Highlights
More
Joined November 2015
Bluewingedangel
has not filled out their profile.
Knows about
Law of Attraction
God's Love
Panic Disorder
Post Traumatic Stress Disorder (PTSD)
Anxiety
View more",changed
https://www.quora.com/profile/Hassan-Mahmood-65/log,not changed,not changed
https://www.quora.com/profile/Kitti-Nelson/log,not changed,not changed
https://www.quora.com/profile/Anti-Hero-2/log,not changed,not changed
https://www.quora.com/profile/Brooke-Lynch-2/log,not changed,not changed
https://www.quora.com/profile/Nina-Tang-5/log,not changed,not changed
https://www.quora.com/profile/Michele-Malcolm/log,not changed,not changed
https://www.quora.com/profile/Kristy-B-71/log,"1
Try Quora+
Add question
Kristy B
102 followers
6 following
Follow
Notify me
Ask
* Heya, Im going to share a little bit of my life with you all. I've got four kids. Three are my bonus kids. One bio child. My hubby is Jake. I guess we're an average family for the most part. I've lear…
(more)
Profile
5 Answers
0 Questions
0 Posts
102 Followers
Following
Edits
More
Edits
User name edited by
Kristy B
Kristy B
Kristy BartolB
#2652382305ThankReportJanuary 4, 2023 at 3:15:33 AM
Answer added by
Kristy B
What are the signs of flirtation that girls miss?
Sometimes girls just don't see the signs especially when they are not used to being flirted with. If a girl is approached by a guy I feel like she should try to relax and maybe see what he's thinking about. If she's given a hint of a date or something else it might help!
#835994073ThankReportSeptember 12, 2019 at 7:57:40 AM
Comment added by
Kristy B
I think you did the exact thing you should have done! Screw both of them! She would have tried walking all over you. She should be ashamed
#602051965ThankReportFebruary 1, 2019 at 5:45:07 AM
Answer added by
Kristy B
As a male I am attracted to only those girls who wear skinny jeans leggings and tights? How normal is this?
I'd say everyone has there own attraction to different types of women. Some men prefer tall, thin, fluffy(little extra lbs), blonde, or brunette women. I guess it boils down to what you want. You are very normal!
#602016646ThankReportFebruary 1, 2019 at 4:18:58 AM
Answer added by
Kristy B
In which month is Milo harvested in the State of Wisconsin?
Ok I found some answers Harvest: Harvesting of spring wheat occurs from mid-August to mid-September. Planting: Planting of winter wheat occurs from mid-Septemberthrough October.Harvest: Harvesting of winter wheat occurs from mid-Maythrough June.Oct 22, 2018 hopefully that helps you!
#602011890ThankReportFebruary 1, 2019 at 4:09:54 AM
Answer added by
Kristy B
Do you feel bad about telling lies regarding your ex?
Depends. I guess I consider an ex exactly that no longer my problem. Spreading rumors about someone you used to care about is immature. I wouldn't recommend it. The best revenge is living your life happily. Doing things that make your life incredible. Being a bit more spontaneous or whatever you enjoy. Don't feed into the feeling you may have of wanting him/her to suffer like you are move on is the best answer.
#200179876ThankReportDecember 26, 2016 at 2:00:38 AM
Answer added by
Kristy B
Should I continue to give her the silent treatment?
Depends on what she did! I personally don't encourage the silent treatment as it gets you nowhere really. If I was in that position I'd try explaining to her how what she did made you feel. Such as when you (blank) it made me feel like (blank) and I'm (happy, sad, pissed off) and I'd like to clear the air between us.
#200165563ThankReportDecember 26, 2016 at 1:31:24 AM
Answer added by
Kristy B
Sure what would you like to ask?
#200156127ThankReportDecember 26, 2016 at 1:26:14 AM
Topic created by
Kristy B
Tough Lessons On
#200146955ThankReportDecember 26, 2016 at 1:12:11 AM
User name edited by
Kristy B
Kristy B
Kristy KeckerBartol
#197882434ThankReportDecember 23, 2016 at 2:48:09 AM
Credentials & Highlights
More
Administration 2011–present
Studied at Northern Michigan University
Lives in Wisconsin
1.7K content views25 this month
Joined November 2015
Knows about
Wisconsin (state)
1 answer
Northern Michigan University
School of Hard Knocks
Life, Love, Loss, Struggle... Things That Life Tought Me.
Northwest State Community College",changed
https://www.quora.com/profile/Susan-Debaggio/log,not changed,not changed
https://www.quora.com/profile/Isabella-Walter/log,not changed,not changed
https://www.quora.com/profile/Mysdi-St-Peter/log,not changed,not changed
https://www.quora.com/profile/Chris-11386/log,"1
Try Quora+
Add question
Chris
7 followers
9 following
Follow
Notify me
Ask
Profile
0 Answers
0 Questions
0 Posts
7 Followers
Following
Edits
More
Edits
User name edited by
Chris
Chris
Chris KomeilyChris
#1750109550ThankReportOctober 5, 2021 at 2:42:40 AM
Answer deleted by
Chris
#1750108130ThankReportOctober 5, 2021 at 2:41:16 AM
Answer added by
Chris
Can you name a fruit that have the letters ""O"" and ""N""?
The author deleted this answer.
#800771212ThankReportAugust 11, 2019 at 4:26:22 AM
Answer deleted by
Chris
#674582491ThankReportApril 18, 2019 at 1:20:44 AM
Answer added by
Chris
What color jeans goes best with a black dress shirt?
The author deleted this answer.
#118971081ThankReportJanuary 26, 2016 at 4:18:01 AM
Credentials & Highlights
More
Joined November 2015
Chris
has not filled out their profile.",changed
https://www.quora.com/profile/Tylah-Mckinney/log,not changed,not changed
https://www.quora.com/profile/Ann-Claire-Pahlavi/log,not changed,not changed
https://www.quora.com/profile/A-Person-2372/log,not changed,not changed
https://www.quora.com/profile/Benjamin-Goh-18/log,not changed,not changed
https://www.quora.com/profile/Bryn-Josson/log,not changed,not changed
https://www.quora.com/profile/Shaily-Tamrakar/log,not changed,not changed
https://www.quora.com/profile/Chilli-Beans-1/log,not changed,not changed
https://www.quora.com/profile/Sally-N-Mike/log,not changed,not changed
https://www.quora.com/profile/Serenity-Justice/log,not changed,not changed
https://www.quora.com/profile/Joanna-Choi-6/log,not changed,not changed
https://www.quora.com/profile/Chris-Carampot/log,not changed,not changed
