,user,day,day_slot,location,category,new_loc,new_cat
33,3616,11,morning,"{37.74509989054281,-122.42973690096966,San Francisco,CA,United States}","{Professional & Other Places,Residence,}","{37.74509989054281,-122.42973690096966,San Francisco,CA,United States}","{Professional & Other Places,Residence,}"
34,3616,11,afternoon,"{37.7666027991409,-122.429673305453,San Francisco,CA,United States}","{Shop & Service,}","{37.7666027991409,-122.429673305453,San Francisco,CA,United States}","{Shop & Service,}"
35,3616,11,evening_or_night,"{37.76507736486825,-122.39575481805574,San Francisco,CA,United States}","{Residence,}","{37.76507736486825,-122.39575481805574,San Francisco,CA,United States}","{Residence,}"
36,3616,12,morning,"{37.74509989054281,-122.42973690096966,San Francisco,CA,United States}","{Professional & Other Places,Residence,}","{37.74509989054281,-122.42973690096966,San Francisco,CA,United States}","{Professional & Other Places,Residence,}"
37,3616,12,afternoon,"{37.7666027991409,-122.429673305453,San Francisco,CA,United States}","{Shop & Service,}","{37.7666027991409,-122.429673305453,San Francisco,CA,United States}","{Shop & Service,}"
38,3616,12,evening_or_night,"{37.76507736486825,-122.39575481805574,San Francisco,CA,United States}","{Residence,}","{37.76507736486825,-122.39575481805574,San Francisco,CA,United States}","{Residence,}"
39,3616,13,morning,"{37.74509989054281,-122.42973690096966,San Francisco,CA,United States}","{Professional & Other Places,Residence,}","{37.74509989054281,-122.42973690096966,San Francisco,CA,United States}","{Professional & Other Places,Residence,}"
40,3616,13,afternoon,"{37.7666027991409,-122.429673305453,San Francisco,CA,United States}","{Shop & Service,}","{37.7666027991409,-122.429673305453,San Francisco,CA,United States}","{Shop & Service,}"
41,3616,13,evening_or_night,"{37.76507736486825,-122.39575481805574,San Francisco,CA,United States}","{Residence,}","{37.76507736486825,-122.39575481805574,San Francisco,CA,United States}","{Residence,}"
42,3616,14,morning,"{37.74509989054281,-122.42973690096966,San Francisco,CA,United States}","{Professional & Other Places,Residence,}","{37.74509989054281,-122.42973690096966,San Francisco,CA,United States}","{Professional & Other Places,Residence,}"
43,3616,14,afternoon,"{37.7666027991409,-122.429673305453,San Francisco,CA,United States}","{Shop & Service,}","{37.7666027991409,-122.429673305453,San Francisco,CA,United States}","{Shop & Service,}"
44,3616,14,evening_or_night,"{37.76507736486825,-122.39575481805574,San Francisco,CA,United States}","{Residence,}","{37.76507736486825,-122.39575481805574,San Francisco,CA,United States}","{Residence,}"
45,3616,15,morning,"{37.74509989054281,-122.42973690096966,San Francisco,CA,United States}","{Professional & Other Places,Residence,}","{37.74509989054281,-122.42973690096966,San Francisco,CA,United States}","{Professional & Other Places,Residence,}"
46,3616,15,afternoon,"{37.7666027991409,-122.429673305453,San Francisco,CA,United States}","{Shop & Service,}","{37.7666027991409,-122.429673305453,San Francisco,CA,United States}","{Shop & Service,}"
47,3616,15,evening_or_night,"{37.76507736486825,-122.39575481805574,San Francisco,CA,United States}","{Residence,}","{37.76507736486825,-122.39575481805574,San Francisco,CA,United States}","{Residence,}"
48,3616,16,morning,"{37.74509989054281,-122.42973690096966,San Francisco,CA,United States}","{Professional & Other Places,Residence,}","{37.74509989054281,-122.42973690096966,San Francisco,CA,United States}","{Professional & Other Places,Residence,}"
49,3616,16,afternoon,"{37.7666027991409,-122.429673305453,San Francisco,CA,United States}","{Shop & Service,}","{37.7666027991409,-122.429673305453,San Francisco,CA,United States}","{Shop & Service,}"
50,3616,16,evening_or_night,"{37.76507736486825,-122.39575481805574,San Francisco,CA,United States}","{Residence,}","{37.76507736486825,-122.39575481805574,San Francisco,CA,United States}","{Residence,}"
51,3616,17,morning,"{37.74509989054281,-122.42973690096966,San Francisco,CA,United States}","{Professional & Other Places,Residence,}","{37.74509989054281,-122.42973690096966,San Francisco,CA,United States}","{Professional & Other Places,Residence,}"
52,3616,17,afternoon,"{37.7666027991409,-122.429673305453,San Francisco,CA,United States}","{Shop & Service,}","{37.7666027991409,-122.429673305453,San Francisco,CA,United States}","{Shop & Service,}"
53,3616,17,evening_or_night,"{37.76507736486825,-122.39575481805574,San Francisco,CA,United States}","{Residence,}","{37.76507736486825,-122.39575481805574,San Francisco,CA,United States}","{Residence,}"
54,3616,18,morning,"{37.74509989054281,-122.42973690096966,San Francisco,CA,United States}","{Professional & Other Places,Residence,}","{37.74509989054281,-122.42973690096966,San Francisco,CA,United States}","{Professional & Other Places,Residence,}"
55,3616,18,afternoon,"{37.7666027991409,-122.429673305453,San Francisco,CA,United States}","{Shop & Service,}","{37.7666027991409,-122.429673305453,San Francisco,CA,United States}","{Shop & Service,}"
56,3616,18,evening_or_night,"{37.76507736486825,-122.39575481805574,San Francisco,CA,United States}","{Residence,}","{37.76507736486825,-122.39575481805574,San Francisco,CA,United States}","{Residence,}"
57,3616,19,morning,"{37.74509989054281,-122.42973690096966,San Francisco,CA,United States}","{Professional & Other Places,Residence,}","{37.74509989054281,-122.42973690096966,San Francisco,CA,United States}","{Professional & Other Places,Residence,}"
58,3616,19,afternoon,"{37.7666027991409,-122.429673305453,San Francisco,CA,United States}","{Shop & Service,}","{37.7666027991409,-122.429673305453,San Francisco,CA,United States}","{Shop & Service,}"
59,3616,19,evening_or_night,"{37.76507736486825,-122.39575481805574,San Francisco,CA,United States}","{Residence,}","{37.76507736486825,-122.39575481805574,San Francisco,CA,United States}","{Residence,}"
60,3616,20,morning,"{37.74509989054281,-122.42973690096966,San Francisco,CA,United States}","{Professional & Other Places,Residence,}","{37.74509989054281,-122.42973690096966,San Francisco,CA,United States}","{Professional & Other Places,Residence,}"
61,3616,20,afternoon,"{37.7666027991409,-122.429673305453,San Francisco,CA,United States}","{Shop & Service,}","{37.7666027991409,-122.429673305453,San Francisco,CA,United States}","{Shop & Service,}"
62,3616,20,evening_or_night,"{37.76507736486825,-122.39575481805574,San Francisco,CA,United States}","{Residence,}","{37.76507736486825,-122.39575481805574,San Francisco,CA,United States}","{Residence,}"
63,3616,21,morning,"{37.74509989054281,-122.42973690096966,San Francisco,CA,United States}","{Professional & Other Places,Residence,}","{37.74509989054281,-122.42973690096966,San Francisco,CA,United States}","{Professional & Other Places,Residence,}"
64,3616,21,afternoon,"{37.7666027991409,-122.429673305453,San Francisco,CA,United States}","{Shop & Service,}","{37.7666027991409,-122.429673305453,San Francisco,CA,United States}","{Shop & Service,}"
65,3616,21,evening_or_night,"{37.76507736486825,-122.39575481805574,San Francisco,CA,United States}","{Residence,}","{37.76507736486825,-122.39575481805574,San Francisco,CA,United States}","{Residence,}"
66,3616,22,morning,"{37.74509989054281,-122.42973690096966,San Francisco,CA,United States}","{Professional & Other Places,Residence,}","{37.74509989054281,-122.42973690096966,San Francisco,CA,United States}","{Professional & Other Places,Residence,}"
67,3616,22,afternoon,"{37.7666027991409,-122.429673305453,San Francisco,CA,United States}","{Shop & Service,}","{37.7666027991409,-122.429673305453,San Francisco,CA,United States}","{Shop & Service,}"
68,3616,22,evening_or_night,"{37.76507736486825,-122.39575481805574,San Francisco,CA,United States}","{Residence,}","{37.76507736486825,-122.39575481805574,San Francisco,CA,United States}","{Residence,}"
69,3616,23,morning,"{37.74509989054281,-122.42973690096966,San Francisco,CA,United States}","{Professional & Other Places,Residence,}","{37.74509989054281,-122.42973690096966,San Francisco,CA,United States}","{Professional & Other Places,Residence,}"
70,3616,23,afternoon,"{37.7666027991409,-122.429673305453,San Francisco,CA,United States}","{Shop & Service,}","{37.7666027991409,-122.429673305453,San Francisco,CA,United States}","{Shop & Service,}"
71,3616,23,evening_or_night,"{37.76507736486825,-122.39575481805574,San Francisco,CA,United States}","{Residence,}","{37.76507736486825,-122.39575481805574,San Francisco,CA,United States}","{Residence,}"
72,3616,24,morning,"{37.74509989054281,-122.42973690096966,San Francisco,CA,United States}","{Professional & Other Places,Residence,}","{37.74509989054281,-122.42973690096966,San Francisco,CA,United States}","{Professional & Other Places,Residence,}"
73,3616,24,afternoon,"{37.7666027991409,-122.429673305453,San Francisco,CA,United States}","{Shop & Service,}","{37.7666027991409,-122.429673305453,San Francisco,CA,United States}","{Shop & Service,}"
74,3616,24,evening_or_night,"{37.76507736486825,-122.39575481805574,San Francisco,CA,United States}","{Residence,}","{37.76507736486825,-122.39575481805574,San Francisco,CA,United States}","{Residence,}"
75,3616,25,morning,"{37.74509989054281,-122.42973690096966,San Francisco,CA,United States}","{Professional & Other Places,Residence,}","{37.74509989054281,-122.42973690096966,San Francisco,CA,United States}","{Professional & Other Places,Residence,}"
76,3616,25,afternoon,"{37.7666027991409,-122.429673305453,San Francisco,CA,United States}","{Shop & Service,}","{37.7666027991409,-122.429673305453,San Francisco,CA,United States}","{Shop & Service,}"
77,3616,25,evening_or_night,"{37.76507736486825,-122.39575481805574,San Francisco,CA,United States}","{Residence,}","{37.76507736486825,-122.39575481805574,San Francisco,CA,United States}","{Residence,}"
78,3616,26,morning,"{37.74509989054281,-122.42973690096966,San Francisco,CA,United States}","{Professional & Other Places,Residence,}","{37.74509989054281,-122.42973690096966,San Francisco,CA,United States}","{Professional & Other Places,Residence,}"
79,3616,26,afternoon,"{37.7666027991409,-122.429673305453,San Francisco,CA,United States}","{Shop & Service,}","{37.7666027991409,-122.429673305453,San Francisco,CA,United States}","{Shop & Service,}"
80,3616,26,evening_or_night,"{37.76507736486825,-122.39575481805574,San Francisco,CA,United States}","{Residence,}","{37.76507736486825,-122.39575481805574,San Francisco,CA,United States}","{Residence,}"
81,3616,27,morning,"{37.74509989054281,-122.42973690096966,San Francisco,CA,United States}","{Professional & Other Places,Residence,}","{37.74509989054281,-122.42973690096966,San Francisco,CA,United States}","{Professional & Other Places,Residence,}"
82,3616,27,afternoon,"{37.7666027991409,-122.429673305453,San Francisco,CA,United States}","{Shop & Service,}","{37.7666027991409,-122.429673305453,San Francisco,CA,United States}","{Shop & Service,}"
83,3616,27,evening_or_night,"{37.76507736486825,-122.39575481805574,San Francisco,CA,United States}","{Residence,}","{37.76507736486825,-122.39575481805574,San Francisco,CA,United States}","{Residence,}"
84,3616,28,morning,"{37.74509989054281,-122.42973690096966,San Francisco,CA,United States}","{Professional & Other Places,Residence,}","{37.74509989054281,-122.42973690096966,San Francisco,CA,United States}","{Professional & Other Places,Residence,}"
85,3616,28,afternoon,"{37.7666027991409,-122.429673305453,San Francisco,CA,United States}","{Shop & Service,}","{37.7666027991409,-122.429673305453,San Francisco,CA,United States}","{Shop & Service,}"
86,3616,28,evening_or_night,"{37.76507736486825,-122.39575481805574,San Francisco,CA,United States}","{Residence,}","{37.76507736486825,-122.39575481805574,San Francisco,CA,United States}","{Residence,}"
87,3616,29,morning,"{37.74509989054281,-122.42973690096966,San Francisco,CA,United States}","{Professional & Other Places,Residence,}","{37.74509989054281,-122.42973690096966,San Francisco,CA,United States}","{Professional & Other Places,Residence,}"
88,3616,29,afternoon,"{37.7666027991409,-122.429673305453,San Francisco,CA,United States}","{Shop & Service,}","{37.7666027991409,-122.429673305453,San Francisco,CA,United States}","{Shop & Service,}"
89,3616,29,evening_or_night,"{37.76507736486825,-122.39575481805574,San Francisco,CA,United States}","{Residence,}","{37.76507736486825,-122.39575481805574,San Francisco,CA,United States}","{Residence,}"
90,3616,30,morning,"{37.74509989054281,-122.42973690096966,San Francisco,CA,United States}","{Professional & Other Places,Residence,}","{37.74509989054281,-122.42973690096966,San Francisco,CA,United States}","{Professional & Other Places,Residence,}"
91,3616,30,afternoon,"{37.7666027991409,-122.429673305453,San Francisco,CA,United States}","{Shop & Service,}","{37.7666027991409,-122.429673305453,San Francisco,CA,United States}","{Shop & Service,}"
92,3616,30,evening_or_night,"{37.76507736486825,-122.39575481805574,San Francisco,CA,United States}","{Residence,}","{37.76507736486825,-122.39575481805574,San Francisco,CA,United States}","{Residence,}"
93,3616,31,morning,"{37.74509989054281,-122.42973690096966,San Francisco,CA,United States}","{Professional & Other Places,Residence,}","{37.74509989054281,-122.42973690096966,San Francisco,CA,United States}","{Professional & Other Places,Residence,}"
94,3616,31,afternoon,"{37.7666027991409,-122.429673305453,San Francisco,CA,United States}","{Shop & Service,}","{37.7666027991409,-122.429673305453,San Francisco,CA,United States}","{Shop & Service,}"
95,3616,31,evening_or_night,"{37.76507736486825,-122.39575481805574,San Francisco,CA,United States}","{Residence,}","{37.76507736486825,-122.39575481805574,San Francisco,CA,United States}","{Residence,}"
96,3616,32,morning,"{37.74509989054281,-122.42973690096966,San Francisco,CA,United States}","{Professional & Other Places,Residence,}","{37.74509989054281,-122.42973690096966,San Francisco,CA,United States}","{Professional & Other Places,Residence,}"
97,3616,32,afternoon,"{37.7666027991409,-122.429673305453,San Francisco,CA,United States}","{Shop & Service,}","{37.7666027991409,-122.429673305453,San Francisco,CA,United States}","{Shop & Service,}"
98,3616,32,evening_or_night,"{37.76507736486825,-122.39575481805574,San Francisco,CA,United States}","{Residence,}","{37.76507736486825,-122.39575481805574,San Francisco,CA,United States}","{Residence,}"
99,3616,33,morning,"{37.74509989054281,-122.42973690096966,San Francisco,CA,United States}","{Professional & Other Places,Residence,}","{37.74509989054281,-122.42973690096966,San Francisco,CA,United States}","{Professional & Other Places,Residence,}"
100,3616,33,afternoon,"{37.7666027991409,-122.429673305453,San Francisco,CA,United States}","{Shop & Service,}","{37.7666027991409,-122.429673305453,San Francisco,CA,United States}","{Shop & Service,}"
101,3616,33,evening_or_night,"{37.76507736486825,-122.39575481805574,San Francisco,CA,United States}","{Residence,}","{37.76507736486825,-122.39575481805574,San Francisco,CA,United States}","{Residence,}"
102,3616,34,morning,"{37.74509989054281,-122.42973690096966,San Francisco,CA,United States}","{Professional & Other Places,Residence,}","{37.74509989054281,-122.42973690096966,San Francisco,CA,United States}","{Professional & Other Places,Residence,}"
103,3616,34,afternoon,"{37.7666027991409,-122.429673305453,San Francisco,CA,United States}","{Shop & Service,}","{37.7666027991409,-122.429673305453,San Francisco,CA,United States}","{Shop & Service,}"
104,3616,34,evening_or_night,"{37.76507736486825,-122.39575481805574,San Francisco,CA,United States}","{Residence,}","{37.76507736486825,-122.39575481805574,San Francisco,CA,United States}","{Residence,}"
105,3616,35,morning,"{37.74509989054281,-122.42973690096966,San Francisco,CA,United States}","{Professional & Other Places,Residence,}","{37.74509989054281,-122.42973690096966,San Francisco,CA,United States}","{Professional & Other Places,Residence,}"
106,3616,35,afternoon,"{37.7666027991409,-122.429673305453,San Francisco,CA,United States}","{Shop & Service,}","{37.7666027991409,-122.429673305453,San Francisco,CA,United States}","{Shop & Service,}"
107,3616,35,evening_or_night,"{37.76507736486825,-122.39575481805574,San Francisco,CA,United States}","{Residence,}","{37.76507736486825,-122.39575481805574,San Francisco,CA,United States}","{Residence,}"
108,3616,36,morning,"{37.74509989054281,-122.42973690096966,San Francisco,CA,United States}","{Professional & Other Places,Residence,}","{37.74509989054281,-122.42973690096966,San Francisco,CA,United States}","{Professional & Other Places,Residence,}"
109,3616,36,afternoon,"{37.7666027991409,-122.429673305453,San Francisco,CA,United States}","{Shop & Service,}","{37.7666027991409,-122.429673305453,San Francisco,CA,United States}","{Shop & Service,}"
110,3616,36,evening_or_night,"{37.76507736486825,-122.39575481805574,San Francisco,CA,United States}","{Residence,}","{37.76507736486825,-122.39575481805574,San Francisco,CA,United States}","{Residence,}"
111,3616,37,morning,"{37.74509989054281,-122.42973690096966,San Francisco,CA,United States}","{Professional & Other Places,Residence,}","{37.74509989054281,-122.42973690096966,San Francisco,CA,United States}","{Professional & Other Places,Residence,}"
112,3616,37,afternoon,"{37.7666027991409,-122.429673305453,San Francisco,CA,United States}","{Shop & Service,}","{37.7666027991409,-122.429673305453,San Francisco,CA,United States}","{Shop & Service,}"
113,3616,37,evening_or_night,"{37.76507736486825,-122.39575481805574,San Francisco,CA,United States}","{Residence,}","{37.76507736486825,-122.39575481805574,San Francisco,CA,United States}","{Residence,}"
114,3616,38,morning,"{37.74509989054281,-122.42973690096966,San Francisco,CA,United States}","{Professional & Other Places,Residence,}","{37.74509989054281,-122.42973690096966,San Francisco,CA,United States}","{Professional & Other Places,Residence,}"
115,3616,38,afternoon,"{37.7666027991409,-122.429673305453,San Francisco,CA,United States}","{Shop & Service,}","{37.7666027991409,-122.429673305453,San Francisco,CA,United States}","{Shop & Service,}"
116,3616,38,evening_or_night,"{37.76507736486825,-122.39575481805574,San Francisco,CA,United States}","{Residence,}","{37.76507736486825,-122.39575481805574,San Francisco,CA,United States}","{Residence,}"
117,3616,39,morning,"{37.74509989054281,-122.42973690096966,San Francisco,CA,United States}","{Professional & Other Places,Residence,}","{37.74509989054281,-122.42973690096966,San Francisco,CA,United States}","{Professional & Other Places,Residence,}"
118,3616,39,afternoon,"{37.7666027991409,-122.429673305453,San Francisco,CA,United States}","{Shop & Service,}","{37.7666027991409,-122.429673305453,San Francisco,CA,United States}","{Shop & Service,}"
119,3616,39,evening_or_night,"{37.76507736486825,-122.39575481805574,San Francisco,CA,United States}","{Residence,}","{37.76507736486825,-122.39575481805574,San Francisco,CA,United States}","{Residence,}"
120,1038,0,morning,,,"{38.57494085157556,-121.49888386670345,Sacramento,CA,United States}","{Shop & Service,Gym / Fitness Center,}"
121,1038,0,afternoon,,,"{38.57494085157556,-121.49888386670345,Sacramento,CA,United States}","{Shop & Service,Gym / Fitness Center,}"
122,1038,0,evening_or_night,"{38.57494085157556,-121.49888386670345,Sacramento,CA,United States}","{Shop & Service,Gym / Fitness Center,}","{38.57494085157556,-121.49888386670345,Sacramento,CA,United States}","{Shop & Service,Gym / Fitness Center,}"
123,1038,1,morning,,,"{38.57494085157556,-121.49888386670345,Sacramento,CA,United States}","{Shop & Service,Gym / Fitness Center,}"
124,1038,1,afternoon,,,"{38.57494085157556,-121.49888386670345,Sacramento,CA,United States}","{Shop & Service,Gym / Fitness Center,}"
125,1038,1,evening_or_night,"{38.57494085157556,-121.49888386670345,Sacramento,CA,United States}","{Shop & Service,Gym / Fitness Center,}","{38.57494085157556,-121.49888386670345,Sacramento,CA,United States}","{Shop & Service,Gym / Fitness Center,}"
126,1038,2,morning,,,"{38.57494085157556,-121.49888386670345,Sacramento,CA,United States}","{Shop & Service,Gym / Fitness Center,}"
127,1038,2,afternoon,,,"{38.57494085157556,-121.49888386670345,Sacramento,CA,United States}","{Shop & Service,Gym / Fitness Center,}"
128,1038,2,evening_or_night,"{38.57494085157556,-121.49888386670345,Sacramento,CA,United States}","{Shop & Service,Gym / Fitness Center,}","{38.57494085157556,-121.49888386670345,Sacramento,CA,United States}","{Shop & Service,Gym / Fitness Center,}"
129,1038,3,morning,,,"{38.57494085157556,-121.49888386670345,Sacramento,CA,United States}","{Shop & Service,Gym / Fitness Center,}"
130,1038,3,afternoon,,,"{38.57494085157556,-121.49888386670345,Sacramento,CA,United States}","{Shop & Service,Gym / Fitness Center,}"
131,1038,3,evening_or_night,"{38.57494085157556,-121.49888386670345,Sacramento,CA,United States}","{Shop & Service,Gym / Fitness Center,}","{38.57494085157556,-121.49888386670345,Sacramento,CA,United States}","{Shop & Service,Gym / Fitness Center,}"
132,1038,4,morning,,,"{38.57494085157556,-121.49888386670345,Sacramento,CA,United States}","{Shop & Service,Gym / Fitness Center,}"
133,1038,4,afternoon,,,"{38.57494085157556,-121.49888386670345,Sacramento,CA,United States}","{Shop & Service,Gym / Fitness Center,}"
134,1038,4,evening_or_night,"{38.57494085157556,-121.49888386670345,Sacramento,CA,United States}","{Shop & Service,Gym / Fitness Center,}","{38.57494085157556,-121.49888386670345,Sacramento,CA,United States}","{Shop & Service,Gym / Fitness Center,}"
135,1038,5,morning,,,"{38.57494085157556,-121.49888386670345,Sacramento,CA,United States}","{Shop & Service,Gym / Fitness Center,}"
136,1038,5,afternoon,,,"{38.57494085157556,-121.49888386670345,Sacramento,CA,United States}","{Shop & Service,Gym / Fitness Center,}"
137,1038,5,evening_or_night,"{38.57494085157556,-121.49888386670345,Sacramento,CA,United States}","{Shop & Service,Gym / Fitness Center,}","{38.57494085157556,-121.49888386670345,Sacramento,CA,United States}","{Shop & Service,Gym / Fitness Center,}"
138,1038,6,morning,,,"{38.57494085157556,-121.49888386670345,Sacramento,CA,United States}","{Shop & Service,Gym / Fitness Center,}"
139,1038,6,afternoon,,,"{38.57494085157556,-121.49888386670345,Sacramento,CA,United States}","{Shop & Service,Gym / Fitness Center,}"
140,1038,6,evening_or_night,"{38.57494085157556,-121.49888386670345,Sacramento,CA,United States}","{Shop & Service,Gym / Fitness Center,}","{38.57494085157556,-121.49888386670345,Sacramento,CA,United States}","{Shop & Service,Gym / Fitness Center,}"
141,1038,7,morning,,,"{38.57494085157556,-121.49888386670345,Sacramento,CA,United States}","{Shop & Service,Gym / Fitness Center,}"
142,1038,7,afternoon,,,"{38.57494085157556,-121.49888386670345,Sacramento,CA,United States}","{Shop & Service,Gym / Fitness Center,}"
143,1038,7,evening_or_night,"{38.57494085157556,-121.49888386670345,Sacramento,CA,United States}","{Shop & Service,Gym / Fitness Center,}","{38.57494085157556,-121.49888386670345,Sacramento,CA,United States}","{Shop & Service,Gym / Fitness Center,}"
144,1038,8,morning,,,"{38.57494085157556,-121.49888386670345,Sacramento,CA,United States}","{Shop & Service,Gym / Fitness Center,}"
145,1038,8,afternoon,,,"{38.57494085157556,-121.49888386670345,Sacramento,CA,United States}","{Shop & Service,Gym / Fitness Center,}"
