,Unnamed: 0.1,Unnamed: 0,bia_di,bii_di,bit_di,che_de,che_di,elb_di,wri_di,kne_di,ank_di,sho_gi,che_gi,wai_gi,nav_gi,hip_gi,thi_gi,bic_gi,for_gi,kne_gi,cal_gi,ank_gi,wri_gi,age,wgt,hgt,sex
14,181,357,37.7,25.0,30.4,16.6,29.3,12.4,10.2,18.6,12.7,110.7,92.2,70.3,82.8,100.0,59.6,30.8,25.4,37.0,37.0,23.0,16.0,20,65.2,168.5,0
15,96,401,35.1,28.3,29.7,18.2,27.3,13.0,9.3,17.7,13.8,96.6,84.5,61.6,81.0,87.6,51.6,27.4,23.7,32.4,32.9,20.3,14.6,30,50.0,162.6,0
16,148,311,40.7,29.0,35.3,17.7,28.5,13.8,10.8,19.8,14.3,103.2,90.7,73.6,79.8,105.3,65.8,29.5,26.6,38.8,39.7,24.3,15.9,20,73.1,165.7,0
17,33,453,34.0,26.8,32.2,17.3,28.7,11.2,9.1,17.4,12.9,108.4,93.2,80.3,98.0,101.2,61.2,31.0,23.6,34.6,35.6,20.0,14.3,36,63.6,157.5,0
18,190,339,37.8,28.6,30.7,17.3,25.4,11.8,10.6,18.8,13.3,96.8,80.2,67.2,78.3,95.5,54.7,27.0,22.2,36.0,35.4,22.2,15.6,28,58.2,169.0,0
19,221,373,36.4,24.9,30.8,16.5,26.7,12.4,10.5,18.4,12.8,101.0,85.5,68.0,86.1,101.0,59.6,28.0,23.3,36.1,35.1,21.6,15.6,28,62.0,172.7,0
20,340,214,38.5,24.4,30.4,18.0,29.9,14.3,10.1,18.3,13.2,112.4,100.3,79.1,80.4,94.3,51.0,32.6,27.2,36.1,32.7,22.5,17.9,32,67.3,175.3,1
21,373,87,43.2,26.3,30.5,19.7,30.6,14.4,12.3,20.2,13.6,124.2,106.7,75.2,77.8,94.5,57.4,36.7,29.9,38.1,36.0,22.6,17.3,21,72.5,177.0,1
22,476,175,42.7,28.5,36.7,23.7,30.8,15.8,12.9,19.3,16.0,123.0,107.4,87.6,89.4,106.7,60.9,38.3,31.2,39.0,42.6,25.8,18.8,29,91.8,186.7,1
23,329,92,42.0,27.6,32.2,19.7,29.4,13.9,10.0,18.7,13.8,113.0,99.8,80.3,80.8,93.0,55.4,33.3,28.0,36.0,37.8,20.3,16.5,44,73.4,174.0,1
24,206,460,35.3,26.8,31.7,18.5,23.3,11.5,9.2,17.8,12.6,92.0,82.5,69.8,86.4,100.2,59.0,26.7,23.3,33.5,33.1,19.6,14.2,25,63.6,170.2,0
25,98,450,37.6,27.8,31.1,19.9,25.9,12.9,9.6,17.2,13.8,101.4,87.3,66.9,83.3,90.6,54.4,28.9,23.8,33.9,33.9,20.8,15.5,19,54.5,162.6,0
26,71,257,38.6,28.8,33.2,19.7,29.4,13.4,11.5,20.9,13.2,115.5,98.8,90.5,103.5,108.1,61.1,33.6,26.6,37.2,35.8,22.6,16.3,40,75.2,160.2,0
27,438,72,41.8,28.5,31.6,21.6,31.5,13.3,10.3,18.9,14.3,114.5,98.3,89.4,87.4,97.7,54.8,31.0,26.0,36.4,35.6,21.6,16.6,40,78.9,181.6,1
28,369,224,42.1,28.7,33.5,25.2,29.4,14.3,11.5,18.0,13.8,125.8,106.7,97.9,94.7,104.6,60.8,36.2,28.7,37.7,39.4,22.6,17.5,36,87.9,176.5,1
29,414,11,40.3,29.0,33.0,20.1,30.3,13.4,10.4,19.4,14.5,117.1,97.7,81.9,81.0,98.4,60.5,34.6,27.9,38.9,40.1,23.2,16.2,23,76.6,180.0,1
30,20,389,36.3,24.9,31.0,16.6,27.7,12.5,10.0,18.1,13.0,100.3,81.0,66.0,73.2,90.2,54.8,26.8,23.8,34.7,34.5,21.4,15.2,20,54.6,156.0,0
31,138,419,38.3,26.6,33.3,18.2,26.4,13.1,10.8,20.0,13.8,99.1,82.2,63.8,81.8,97.6,59.0,27.8,23.6,35.9,35.5,22.6,15.4,40,59.1,165.1,0
32,128,504,35.3,28.7,30.4,17.7,25.6,12.4,9.8,17.3,13.6,99.3,87.3,63.5,79.2,89.5,55.2,30.1,23.6,35.6,33.3,22.4,15.2,21,55.5,164.4,0
33,169,465,37.1,27.8,31.7,20.6,26.4,12.4,10.4,18.2,13.2,99.3,86.4,70.2,86.7,97.8,58.5,28.3,24.9,35.5,36.3,21.4,15.3,27,62.7,167.6,0
34,411,194,43.0,29.4,33.8,24.7,31.5,14.2,11.2,19.4,14.2,119.7,112.7,112.1,105.9,106.3,56.9,35.7,27.8,37.3,36.6,22.7,16.4,46,92.7,179.1,1
35,492,34,41.6,32.0,35.3,23.6,27.0,15.5,11.3,20.9,15.0,110.5,91.2,82.0,89.5,100.0,57.5,32.8,28.0,40.7,40.1,24.3,17.2,23,84.1,189.2,1
36,1,370,32.8,20.9,28.2,17.2,22.2,11.3,9.5,16.0,11.2,90.0,72.6,58.5,67.2,84.3,52.2,25.0,20.7,31.7,32.0,20.1,13.1,26,44.8,149.5,0
37,42,394,36.0,27.1,31.4,18.5,24.6,11.9,9.4,15.9,11.9,97.1,78.1,64.0,75.9,95.0,55.9,25.2,23.0,32.3,34.8,20.3,13.4,22,51.8,159.2,0
38,371,94,43.8,29.5,31.2,18.2,29.5,13.1,10.3,19.1,13.2,112.8,86.5,74.0,76.5,91.3,53.5,30.5,26.1,36.6,38.6,21.2,16.0,22,68.9,177.0,1
39,286,171,39.8,28.0,34.2,23.3,31.5,14.0,11.0,19.7,13.8,124.3,109.6,94.9,94.7,104.3,59.0,35.9,27.8,37.7,36.8,23.2,16.5,37,82.7,167.6,1
40,104,397,38.3,28.3,32.4,18.7,28.3,13.9,10.6,18.9,14.0,109.1,92.4,71.1,91.5,98.2,55.3,29.6,24.6,34.3,36.6,20.7,15.6,40,63.2,162.6,0
41,306,149,35.6,26.4,30.8,19.2,29.4,14.6,11.5,19.6,15.3,105.7,95.9,84.4,86.8,99.0,55.0,30.5,26.4,36.1,38.4,21.3,16.4,31,72.7,171.4,1
42,261,209,39.8,28.3,30.4,19.7,30.2,12.9,11.0,18.6,12.7,121.0,103.0,92.5,88.5,94.0,55.0,36.0,28.0,36.5,37.0,21.8,17.5,35,72.3,160.0,1
43,64,398,33.8,28.7,32.9,17.7,23.5,12.6,9.4,18.2,13.2,94.7,86.7,74.7,90.8,100.0,59.4,31.0,23.7,35.7,34.0,20.9,14.2,42,59.5,160.0,0
44,165,388,37.5,26.0,29.4,17.6,26.5,12.3,10.4,18.3,12.7,99.8,80.6,64.3,75.0,93.0,55.6,28.2,23.8,35.6,35.5,22.0,15.5,32,57.8,167.6,0
45,31,371,36.7,23.0,30.8,17.0,27.6,13.1,11.0,17.0,12.9,101.5,88.0,67.5,79.5,96.5,56.3,28.4,24.6,35.6,33.5,21.8,16.0,36,58.8,157.5,0
46,105,491,34.4,29.7,31.7,17.5,24.7,12.6,10.2,17.7,12.4,93.0,86.0,72.3,91.7,97.8,59.1,31.0,26.3,39.9,39.7,21.6,15.4,56,63.6,162.6,0
47,366,146,38.9,26.8,31.5,20.4,29.0,13.6,10.8,18.9,15.2,117.2,101.8,87.8,90.2,98.4,55.6,33.1,28.4,38.2,37.7,24.5,17.1,34,80.2,176.5,1
48,395,242,40.9,25.4,32.0,20.6,30.2,16.1,11.5,19.3,15.8,121.8,103.3,85.0,90.8,97.9,55.2,35.2,29.4,34.9,37.3,23.5,17.3,26,82.7,177.8,1
49,156,270,37.0,27.9,30.8,15.1,26.8,13.2,8.9,18.1,12.3,96.2,83.8,70.2,82.5,94.2,54.1,25.9,23.2,34.3,30.9,19.4,14.5,24,57.2,166.8,0
50,294,38,38.8,27.2,31.6,18.5,25.5,13.4,10.8,19.0,14.0,108.0,91.5,72.1,79.2,91.0,54.9,29.5,24.5,36.1,37.2,22.9,16.0,24,61.3,170.0,1
51,35,387,35.2,26.0,30.4,17.3,25.5,11.1,9.0,17.1,12.0,93.8,85.5,70.4,82.4,93.5,57.5,28.3,21.9,33.1,32.8,19.0,13.9,29,55.5,158.0,0
52,13,334,32.6,24.6,29.4,15.8,25.0,11.3,9.2,16.9,11.9,99.4,82.0,65.0,77.2,89.5,53.4,26.0,21.4,34.0,33.9,21.4,14.4,45,49.0,154.5,0
53,200,296,36.2,28.7,31.3,19.2,27.1,12.8,10.5,18.0,14.4,106.3,91.6,81.8,96.5,99.3,60.7,28.3,25.2,35.0,36.3,21.4,15.3,22,72.9,170.0,0
54,29,485,32.9,26.8,28.7,16.3,24.4,11.0,8.6,16.4,12.6,94.9,84.2,66.4,79.3,92.0,53.4,24.9,22.3,32.5,31.7,21.7,13.4,27,54.5,157.5,0
55,375,48,43.6,33.1,33.5,21.6,33.1,15.6,12.0,20.7,16.5,128.1,111.2,90.3,93.5,108.7,66.9,40.2,32.4,39.2,40.1,25.7,17.7,20,94.1,177.2,1
56,57,446,37.4,29.4,32.6,19.9,27.1,13.4,10.2,18.4,14.1,99.4,79.1,66.0,85.0,94.8,57.4,26.8,22.9,32.2,32.6,19.2,14.6,37,53.4,160.0,0
57,358,215,43.8,29.2,35.6,19.9,28.3,14.8,12.8,20.7,14.3,112.2,95.7,85.8,94.7,106.8,60.6,33.6,27.3,37.5,41.8,26.2,17.8,27,77.7,175.9,1
58,22,414,35.8,30.2,33.5,20.6,27.5,12.4,9.4,18.4,13.0,99.7,90.0,73.7,92.7,101.2,57.4,28.1,23.3,33.9,33.3,21.2,14.9,64,58.6,156.2,0
59,497,244,43.8,32.2,38.0,25.4,32.0,16.0,10.7,21.0,16.8,126.3,103.1,96.5,99.0,111.8,62.3,34.8,27.5,41.7,37.0,24.3,16.7,30,98.2,190.5,1
60,313,23,42.3,26.4,31.2,18.0,30.9,14.6,10.8,18.6,13.8,117.7,99.0,74.5,75.9,92.2,53.4,31.2,26.9,36.2,33.3,23.5,16.0,22,66.2,172.7,1
61,4,349,35.2,25.1,33.0,20.0,26.6,11.6,9.1,21.0,12.6,103.4,88.4,78.0,85.6,112.1,75.7,33.8,24.6,38.2,39.8,22.0,14.4,31,73.2,151.1,0
62,301,78,34.1,28.1,30.1,21.8,25.8,12.9,9.9,18.6,12.3,105.4,88.2,72.0,72.0,85.5,50.2,28.6,24.8,34.9,35.1,20.1,15.4,23,56.8,170.5,1
63,114,356,37.9,29.0,32.9,18.6,27.0,12.7,10.6,18.2,12.1,109.5,91.5,76.0,82.5,103.5,64.8,29.5,25.2,39.2,37.0,21.8,15.8,22,72.0,163.0,0
64,430,118,43.0,30.6,33.8,23.3,35.3,15.6,12.0,21.6,16.4,124.9,115.8,96.0,95.9,103.6,62.2,38.2,30.1,41.2,39.4,25.1,17.7,28,93.2,180.3,1
65,173,413,37.1,27.1,32.6,17.3,26.6,13.2,10.3,19.0,14.4,104.1,89.3,75.5,98.9,100.2,57.8,30.3,23.8,37.3,37.0,22.5,15.1,32,65.9,167.6,0
66,287,138,39.4,29.7,33.1,23.0,30.4,14.2,11.6,20.4,15.0,119.4,108.4,97.4,103.7,105.3,55.6,36.6,28.4,38.2,36.6,22.9,18.1,45,84.5,167.6,1
67,275,63,43.5,26.0,31.6,19.1,30.9,14.3,11.4,19.5,14.6,112.6,98.1,77.8,77.2,90.0,52.4,33.2,26.4,34.2,36.0,21.8,17.5,35,68.2,167.0,1
68,210,470,38.9,28.5,34.0,19.2,27.5,13.3,10.3,19.1,14.2,108.4,90.4,78.3,95.4,104.9,63.1,32.8,27.0,39.4,39.1,23.0,16.5,26,73.6,170.2,0
69,297,140,41.1,23.0,29.4,21.8,30.6,15.0,10.8,19.3,14.5,122.4,109.1,76.1,90.1,93.3,51.7,37.0,30.6,36.8,37.7,23.6,18.5,20,69.1,170.2,1
70,427,247,41.5,28.5,33.5,19.7,29.4,14.5,10.5,19.4,15.3,114.9,95.9,83.2,88.0,100.6,57.8,34.0,28.2,36.3,39.6,25.2,17.0,37,83.2,180.3,1
71,312,49,38.9,24.9,28.7,19.7,26.8,14.2,10.2,18.0,14.4,113.3,100.0,79.7,87.1,98.4,61.1,36.3,28.6,34.5,36.1,21.4,16.3,25,74.9,172.1,1
72,207,456,39.2,29.9,34.9,18.5,26.4,14.3,10.8,19.6,14.4,108.2,90.7,75.3,96.3,103.6,59.9,31.5,25.4,35.7,35.8,21.1,16.3,67,67.7,170.2,0
73,205,462,35.8,29.0,30.6,18.0,24.2,12.4,10.5,17.9,13.4,96.1,79.9,61.7,79.7,94.7,56.5,25.5,23.2,36.7,36.2,22.0,14.8,21,59.1,170.2,0
74,280,156,39.8,25.9,31.3,19.4,29.2,14.3,11.2,18.7,14.3,118.0,95.0,77.0,78.0,93.0,52.0,32.6,28.4,34.4,34.4,20.0,16.5,25,68.6,167.6,1
75,185,382,36.0,28.1,31.0,18.8,27.4,11.5,9.7,17.5,12.8,105.0,89.4,71.5,80.6,96.0,56.9,26.8,22.0,33.8,33.5,21.1,15.3,28,60.5,168.9,0
76,97,440,34.9,27.3,32.2,17.7,25.4,12.6,9.0,17.4,12.2,87.0,72.6,58.0,82.9,90.2,52.5,23.1,21.0,35.5,36.4,20.3,13.0,37,53.9,162.6,0
77,87,463,36.0,29.2,33.5,17.5,27.8,11.6,10.5,18.7,14.2,107.7,91.1,76.4,98.3,107.0,64.5,32.8,24.8,36.5,36.2,23.9,15.5,35,70.5,161.3,0
78,54,262,35.0,26.5,31.6,18.3,23.7,11.5,8.6,16.8,12.2,96.6,76.7,63.4,69.0,87.7,54.0,25.6,21.6,34.4,32.8,19.1,13.8,22,50.0,160.0,0
79,439,218,40.3,30.2,32.2,20.6,29.2,14.5,11.5,20.0,16.9,111.5,98.6,91.6,102.1,106.7,57.8,32.3,27.9,41.8,41.5,27.7,18.1,46,84.5,181.6,1
80,501,95,46.2,31.0,36.0,25.0,33.1,14.6,12.0,20.9,15.1,125.0,110.0,104.0,99.0,111.7,63.2,37.5,29.0,41.2,39.3,24.6,18.6,37,102.3,192.0,1
81,315,43,37.8,27.1,31.5,18.5,27.3,14.6,10.8,19.5,14.9,112.9,96.3,79.1,78.3,97.1,60.1,35.5,28.8,36.9,38.2,23.4,16.7,24,73.4,172.7,1
82,266,68,39.8,28.8,33.0,19.7,28.7,12.4,10.7,18.5,13.2,111.9,97.6,80.0,85.7,97.4,57.8,33.8,28.6,36.2,37.4,22.0,17.2,26,70.0,164.5,1
83,235,506,38.5,29.0,32.9,15.3,25.6,12.0,9.8,18.6,13.3,107.1,90.9,72.2,89.4,98.6,59.0,30.6,24.9,38.4,36.6,22.0,15.5,33,66.4,174.0,0
84,293,36,41.5,24.5,30.5,17.7,26.7,13.3,10.8,18.6,14.0,104.0,85.0,70.5,84.0,90.0,50.0,29.0,26.0,36.0,34.5,21.5,17.0,20,59.5,170.0,1
85,304,71,44.0,28.4,32.0,22.5,29.7,14.9,10.9,21.0,14.8,122.0,105.2,90.2,88.6,100.2,60.8,35.7,29.4,39.2,39.1,24.5,17.9,41,79.1,171.2,1
86,493,135,41.1,25.6,29.9,23.3,25.2,14.1,10.7,19.0,15.1,114.4,96.2,76.7,83.5,93.9,50.4,32.1,27.7,36.1,32.9,23.2,17.0,27,73.6,190.5,1
87,413,99,44.2,27.9,32.0,21.6,32.9,14.3,11.0,21.1,14.9,115.0,107.2,88.8,86.8,100.0,61.0,34.6,27.9,38.0,39.4,23.2,17.0,24,84.5,179.8,1
88,180,303,35.6,26.4,32.2,15.1,26.6,13.0,10.0,17.6,13.8,98.0,82.6,58.6,73.0,89.6,54.9,27.1,23.1,33.2,35.8,20.7,14.4,26,54.8,168.3,0
89,130,307,40.3,29.2,32.9,16.5,26.4,13.0,9.4,18.6,12.9,101.1,86.8,69.8,76.5,93.7,55.7,25.4,23.4,35.9,34.2,21.5,15.1,23,60.3,164.5,0
90,91,283,36.7,22.1,28.3,16.7,27.5,12.3,10.1,16.8,12.4,100.8,82.6,63.2,70.5,89.1,55.8,27.0,23.6,33.6,33.4,20.0,15.6,23,53.6,162.1,0
91,47,268,36.3,27.5,31.0,15.4,24.0,11.1,9.4,16.4,12.3,91.0,80.0,65.0,78.3,91.0,53.5,27.0,23.0,32.0,31.5,22.0,13.8,25,50.6,159.5,0
92,12,278,34.5,26.4,30.1,18.6,23.5,11.3,8.9,17.2,12.3,86.0,78.0,64.2,69.8,89.0,53.0,23.2,21.2,33.0,31.5,20.5,14.0,46,46.2,154.4,0
93,77,312,39.6,30.4,34.2,21.4,26.8,14.2,10.6,20.7,13.1,110.8,97.4,96.3,104.2,102.6,57.5,34.3,26.5,38.3,41.1,22.9,16.4,41,80.0,161.0,0
94,179,350,35.8,27.7,28.9,16.4,25.6,11.5,9.1,17.1,12.3,94.6,80.2,60.7,77.0,89.9,53.3,25.2,22.4,34.2,32.2,19.0,14.6,22,53.4,168.2,0
95,241,471,37.4,29.0,32.9,17.7,23.5,12.7,10.0,18.2,13.8,98.2,84.1,65.9,83.7,96.3,57.0,26.6,23.7,35.6,34.0,21.7,15.1,23,62.3,175.2,0
96,106,467,35.1,29.4,33.1,17.7,27.3,12.8,10.3,18.7,13.6,96.7,91.1,75.8,94.4,103.3,60.5,30.4,24.8,36.8,35.9,21.8,15.5,25,66.4,162.6,0
97,408,243,41.7,27.3,31.5,21.8,29.7,14.9,11.8,18.9,13.6,118.2,101.6,85.7,91.0,95.9,50.9,34.0,28.4,35.0,34.3,21.1,16.3,51,79.1,179.1,1
98,103,501,39.8,27.5,31.5,19.4,29.0,13.1,10.4,17.6,13.8,107.6,97.0,69.6,90.2,98.3,56.3,32.0,25.1,32.3,33.8,20.8,15.9,32,61.4,162.6,0
99,171,436,37.8,32.0,33.8,16.8,26.6,13.4,10.4,18.8,13.4,105.0,86.2,77.9,96.0,100.1,60.7,28.4,24.3,34.7,34.5,20.9,14.9,34,63.6,167.6,0
