,Unnamed: 0.1,Unnamed: 0,bia_di,bii_di,bit_di,che_de,che_di,elb_di,wri_di,kne_di,ank_di,sho_gi,che_gi,wai_gi,nav_gi,hip_gi,thi_gi,bic_gi,for_gi,kne_gi,cal_gi,ank_gi,wri_gi,age,wgt,hgt,sex
35,49,392,33.6,24.3,27.9,18.2,24.7,11.0,8.4,16.6,11.1,103.1,82.9,67.6,73.9,90.2,56.4,30.2,24.2,34.1,33.8,20.6,14.8,22,53.2,159.8,0
36,455,16,45.0,27.0,33.2,21.7,30.6,13.7,11.1,20.7,14.0,112.0,104.1,82.0,84.0,97.0,56.0,34.5,29.5,39.0,35.7,24.0,17.5,22,79.6,184.0,1
37,29,485,32.9,26.8,28.7,16.3,24.4,11.0,8.6,16.4,12.6,94.9,84.2,66.4,79.3,92.0,53.4,24.9,22.3,32.5,31.7,21.7,13.4,27,54.5,157.5,0
38,403,124,43.4,32.0,36.2,23.5,35.6,16.1,12.6,23.0,16.3,134.8,118.7,105.2,105.0,115.5,69.9,39.4,32.1,42.2,47.7,27.0,19.2,27,116.4,177.8,1
39,325,1,42.9,26.0,31.5,17.7,28.0,13.1,10.4,18.8,14.1,106.2,89.5,71.5,74.5,93.5,51.5,32.5,26.0,34.5,36.5,23.5,16.5,21,65.6,174.0,1
40,449,208,39.8,27.8,32.9,22.3,29.7,16.6,11.8,20.8,15.3,115.9,104.2,87.6,89.6,100.5,60.7,36.5,31.1,40.7,38.4,22.9,17.9,26,87.3,182.9,1
41,35,387,35.2,26.0,30.4,17.3,25.5,11.1,9.0,17.1,12.0,93.8,85.5,70.4,82.4,93.5,57.5,28.3,21.9,33.1,32.8,19.0,13.9,29,55.5,158.0,0
42,300,155,37.6,27.8,32.2,20.2,31.3,14.6,11.0,21.5,15.8,113.8,103.0,93.9,98.6,103.6,60.5,34.4,28.5,40.9,40.8,24.6,17.1,27,85.5,170.2,1
43,414,11,40.3,29.0,33.0,20.1,30.3,13.4,10.4,19.4,14.5,117.1,97.7,81.9,81.0,98.4,60.5,34.6,27.9,38.9,40.1,23.2,16.2,23,76.6,180.0,1
44,345,164,41.1,25.4,30.4,19.2,29.9,14.8,10.6,18.7,15.2,114.9,102.3,86.5,87.7,91.9,55.0,35.0,28.9,38.3,37.8,24.0,17.3,43,71.8,175.3,1
45,136,422,35.8,26.6,31.1,18.5,24.7,12.4,9.6,17.9,13.8,99.5,81.7,66.0,85.0,94.3,56.4,28.0,21.1,32.1,34.3,21.0,14.4,24,56.8,165.1,0
46,430,118,43.0,30.6,33.8,23.3,35.3,15.6,12.0,21.6,16.4,124.9,115.8,96.0,95.9,103.6,62.2,38.2,30.1,41.2,39.4,25.1,17.7,28,93.2,180.3,1
47,16,325,35.1,28.1,30.0,17.1,25.2,12.0,9.6,19.0,14.2,90.5,79.0,63.0,79.2,86.6,48.5,26.4,22.5,32.2,30.3,20.2,15.0,48,45.9,155.0,0
48,350,192,41.2,29.8,32.2,22.4,29.8,15.6,11.2,19.6,14.8,120.0,108.5,84.2,88.9,97.5,58.8,36.6,29.9,34.2,34.8,22.0,18.1,23,86.4,175.3,1
49,273,50,37.6,24.4,28.0,18.0,26.4,14.2,10.6,17.3,13.4,108.4,91.6,73.1,75.4,86.5,50.6,30.8,26.1,31.7,33.6,20.3,15.8,29,59.1,167.0,1
50,240,472,37.6,28.3,29.4,16.8,25.4,13.2,10.0,17.8,14.2,99.7,84.2,62.4,81.4,90.4,53.2,25.8,23.0,34.5,31.0,19.2,14.7,32,57.7,175.2,0
51,190,339,37.8,28.6,30.7,17.3,25.4,11.8,10.6,18.8,13.3,96.8,80.2,67.2,78.3,95.5,54.7,27.0,22.2,36.0,35.4,22.2,15.6,28,58.2,169.0,0
52,122,435,38.0,28.3,31.1,17.7,26.1,12.2,10.2,17.3,13.0,101.7,85.4,68.3,84.0,94.0,57.3,29.8,24.7,32.7,34.3,21.7,15.4,31,58.6,163.8,0
53,366,146,38.9,26.8,31.5,20.4,29.0,13.6,10.8,18.9,15.2,117.2,101.8,87.8,90.2,98.4,55.6,33.1,28.4,38.2,37.7,24.5,17.1,34,80.2,176.5,1
54,207,456,39.2,29.9,34.9,18.5,26.4,14.3,10.8,19.6,14.4,108.2,90.7,75.3,96.3,103.6,59.9,31.5,25.4,35.7,35.8,21.1,16.3,67,67.7,170.2,0
55,284,211,41.1,26.8,32.4,20.2,31.1,14.4,11.8,20.4,15.2,120.0,101.0,82.0,82.0,98.0,59.0,35.4,29.0,38.0,42.0,23.6,17.5,34,75.5,167.6,1
56,182,429,37.8,29.4,32.2,15.8,27.5,11.8,9.8,18.2,13.8,95.9,81.3,64.5,80.8,91.9,53.4,25.1,23.1,34.6,32.7,21.4,14.6,25,55.0,168.9,0
57,346,44,39.2,26.1,30.8,19.4,29.9,14.3,11.2,20.0,16.0,112.2,102.7,77.9,77.9,90.7,56.7,35.4,28.3,35.6,35.5,22.9,17.0,35,72.1,175.3,1
58,326,226,38.0,27.1,32.2,20.6,28.0,13.9,10.3,19.1,14.0,117.3,103.5,86.1,90.5,96.7,55.2,34.5,27.7,37.3,34.8,22.5,16.4,48,70.9,174.0,1
59,126,331,39.9,20.0,32.4,17.6,31.9,13.6,10.4,18.5,13.4,117.0,99.5,78.0,87.5,103.0,64.8,31.1,26.6,35.2,36.7,21.8,16.2,23,71.6,164.1,0
60,160,464,35.6,28.3,28.0,14.4,23.7,11.7,9.6,16.4,13.0,95.4,80.1,63.8,72.5,86.3,51.5,24.4,22.0,32.0,32.6,21.0,14.0,27,52.7,167.6,0
61,217,353,35.7,27.0,29.8,16.5,26.2,12.1,9.6,18.0,13.6,96.4,82.5,67.1,75.0,90.4,53.2,27.3,23.6,35.9,36.6,23.8,15.3,25,56.2,171.8,0
62,134,437,34.2,29.2,31.1,18.0,25.9,12.8,9.8,17.6,13.4,96.4,85.3,68.3,88.0,93.8,54.7,27.7,24.4,32.7,33.0,19.6,14.9,36,55.2,165.1,0
63,371,94,43.8,29.5,31.2,18.2,29.5,13.1,10.3,19.1,13.2,112.8,86.5,74.0,76.5,91.3,53.5,30.5,26.1,36.6,38.6,21.2,16.0,22,68.9,177.0,1
64,18,252,35.5,28.2,31.0,18.2,26.2,11.5,9.1,17.2,12.4,103.3,91.0,70.5,80.5,91.5,55.0,26.9,22.7,33.0,33.3,19.9,14.5,21,53.6,155.8,0
65,67,309,39.4,29.2,34.7,18.0,28.3,13.4,10.5,19.8,13.1,104.8,93.9,81.0,93.2,105.9,65.5,31.3,26.8,38.1,37.7,21.7,15.9,19,74.3,160.0,0
66,438,72,41.8,28.5,31.6,21.6,31.5,13.3,10.3,18.9,14.3,114.5,98.3,89.4,87.4,97.7,54.8,31.0,26.0,36.4,35.6,21.6,16.6,40,78.9,181.6,1
67,41,254,35.5,26.5,29.2,15.4,24.5,12.3,9.4,17.2,12.0,93.3,77.0,58.0,64.0,85.5,49.5,24.1,22.0,32.5,32.0,19.0,13.9,26,47.6,159.1,0
68,55,295,34.0,27.3,29.9,17.0,24.0,12.0,9.2,16.8,12.4,91.0,81.2,62.7,75.4,90.0,54.0,25.3,22.7,32.6,32.9,19.8,13.8,19,50.2,160.0,0
69,385,67,39.9,28.3,32.0,18.3,31.4,13.5,11.4,18.9,14.4,115.2,99.2,82.7,84.2,93.0,56.6,32.4,27.6,35.8,36.3,21.8,16.7,21,74.8,177.8,1
70,445,197,41.9,27.8,33.3,19.0,28.7,15.1,11.3,19.2,14.9,118.7,100.2,80.3,92.4,96.4,53.8,35.7,29.2,38.4,37.0,25.6,17.9,21,75.0,182.9,1
71,431,22,43.8,28.0,33.3,20.0,32.0,15.0,11.5,20.4,14.4,111.0,100.0,80.0,83.7,99.5,57.0,37.0,30.0,37.5,35.5,23.0,18.0,20,77.8,180.5,1
72,367,232,39.2,26.8,34.0,23.7,30.8,14.2,11.2,19.1,14.5,121.4,112.8,89.5,96.9,100.9,54.9,38.5,28.7,35.9,33.6,22.1,17.1,45,82.3,176.5,1
73,504,3,40.1,28.2,33.3,20.9,31.7,13.9,10.9,19.7,14.1,115.1,97.5,83.2,82.9,95.0,57.3,33.4,28.8,37.0,37.3,21.9,16.9,28,80.7,193.5,1
74,154,421,36.9,29.0,33.5,20.9,30.2,12.7,9.6,18.6,14.2,109.8,97.9,84.9,98.0,102.4,59.9,32.0,25.7,37.6,33.7,21.6,15.5,40,70.7,166.4,0
75,58,281,36.6,28.2,32.0,14.3,26.0,11.8,9.9,18.0,12.7,95.0,80.0,66.0,78.0,92.0,52.5,25.0,22.2,33.0,34.8,20.5,14.4,25,54.4,160.0,0
76,481,191,42.1,31.1,34.9,22.1,31.3,15.2,11.0,19.0,14.4,115.4,103.7,86.0,93.8,97.1,53.1,33.9,27.3,35.7,36.6,22.6,17.5,52,82.7,188.0,1
77,103,501,39.8,27.5,31.5,19.4,29.0,13.1,10.4,17.6,13.8,107.6,97.0,69.6,90.2,98.3,56.3,32.0,25.1,32.3,33.8,20.8,15.9,32,61.4,162.6,0
78,180,303,35.6,26.4,32.2,15.1,26.6,13.0,10.0,17.6,13.8,98.0,82.6,58.6,73.0,89.6,54.9,27.1,23.1,33.2,35.8,20.7,14.4,26,54.8,168.3,0
79,197,253,37.0,28.0,32.0,15.1,25.7,12.5,10.0,17.2,13.2,93.5,79.5,66.5,78.5,94.0,54.0,26.5,22.5,34.0,35.0,23.0,14.5,23,59.0,170.0,0
80,178,264,36.2,27.4,29.5,14.6,23.9,11.2,9.6,16.7,12.6,90.0,79.0,59.0,79.0,88.5,51.2,23.5,21.0,32.5,29.6,18.5,14.5,23,49.2,168.2,0
81,131,441,37.4,32.0,34.7,19.7,25.9,13.0,10.0,18.4,13.4,105.2,90.0,72.7,97.2,100.2,57.9,30.5,23.7,36.3,34.3,20.5,14.8,52,63.2,164.5,0
82,491,225,43.0,27.1,33.5,25.2,31.5,15.2,11.8,19.3,15.1,131.7,116.6,94.7,93.1,103.3,58.0,42.3,31.9,39.9,39.6,25.5,18.9,48,94.3,188.0,1
83,260,106,38.7,25.2,28.8,19.1,25.6,13.0,10.2,17.9,13.5,111.3,91.6,80.6,78.0,91.3,55.0,30.7,25.3,35.5,34.0,20.8,16.4,20,58.4,157.2,1
84,297,140,41.1,23.0,29.4,21.8,30.6,15.0,10.8,19.3,14.5,122.4,109.1,76.1,90.1,93.3,51.7,37.0,30.6,36.8,37.7,23.6,18.5,20,69.1,170.2,1
85,480,190,45.2,29.7,33.8,19.9,32.0,15.5,11.8,19.6,16.1,116.2,103.3,84.5,94.5,98.2,53.7,32.5,27.8,36.0,36.3,22.0,17.7,42,80.5,188.0,1
86,360,21,42.0,27.5,30.7,21.3,32.0,13.1,11.1,19.2,13.9,116.0,100.0,92.0,91.0,98.0,57.5,32.0,27.6,37.5,35.2,21.0,17.3,22,78.8,176.0,1
87,382,39,36.2,27.5,30.4,18.7,28.0,13.6,10.8,19.0,15.4,111.2,91.2,78.8,78.0,93.2,55.8,31.9,27.4,36.4,35.1,23.0,16.8,22,68.6,177.8,1
88,388,132,39.8,25.6,31.3,23.5,32.0,14.0,11.2,21.2,16.4,113.2,100.5,92.4,92.4,97.0,50.9,32.9,29.0,37.7,37.7,23.4,17.0,43,77.7,177.8,1
89,228,274,39.1,27.5,34.0,17.2,25.6,12.6,10.0,18.0,12.7,97.1,81.7,70.0,81.5,96.0,57.9,26.3,22.6,37.2,36.0,21.0,15.0,23,59.8,173.0,0
90,232,273,36.1,28.2,32.3,15.8,25.0,12.0,10.2,18.4,12.9,95.1,80.0,63.0,76.5,90.0,51.1,24.6,22.3,35.2,33.7,20.9,15.2,30,54.5,174.0,0
91,189,351,35.0,25.6,32.5,17.9,27.0,12.6,9.8,18.6,12.9,104.5,89.5,75.0,95.0,104.9,63.2,29.6,23.9,37.6,36.6,22.0,15.1,20,69.0,168.9,0
92,104,397,38.3,28.3,32.4,18.7,28.3,13.9,10.6,18.9,14.0,109.1,92.4,71.1,91.5,98.2,55.3,29.6,24.6,34.3,36.6,20.7,15.6,40,63.2,162.6,0
93,75,377,36.0,25.2,28.4,15.4,26.9,11.2,9.9,16.8,12.1,102.5,89.0,72.4,80.3,89.9,52.6,27.6,23.8,33.2,34.4,21.3,14.6,20,54.4,160.9,0
94,54,262,35.0,26.5,31.6,18.3,23.7,11.5,8.6,16.8,12.2,96.6,76.7,63.4,69.0,87.7,54.0,25.6,21.6,34.4,32.8,19.1,13.8,22,50.0,160.0,0
95,394,178,41.3,30.8,33.3,22.5,28.3,13.0,10.5,19.7,13.4,117.3,107.2,89.9,94.7,107.1,59.2,35.3,26.9,36.6,32.3,22.0,17.1,34,81.8,177.8,1
96,309,57,39.7,28.6,32.1,19.1,27.1,13.4,10.0,18.2,14.8,104.3,91.3,72.7,83.2,91.4,51.2,27.8,26.0,34.8,34.7,21.1,15.3,52,61.4,171.5,1
97,379,201,41.7,26.8,32.0,19.7,27.8,14.0,10.5,18.4,14.6,105.0,91.5,80.2,85.7,89.2,48.5,28.7,25.0,35.4,32.3,23.0,16.2,22,61.4,177.8,1
98,317,151,41.1,25.4,32.0,21.6,28.7,14.3,12.4,19.6,14.3,118.0,104.0,90.0,86.0,96.0,52.5,33.5,29.1,36.0,36.9,23.0,18.0,42,76.8,172.7,1
99,133,486,36.9,28.5,31.5,15.6,27.8,11.6,9.8,17.2,12.9,100.0,83.7,67.6,84.1,90.4,52.4,25.6,23.0,34.5,32.5,21.7,14.6,27,53.6,165.1,0
