,Unnamed: 0.1,Unnamed: 0,bia_di,bii_di,bit_di,che_de,che_di,elb_di,wri_di,kne_di,ank_di,sho_gi,che_gi,wai_gi,nav_gi,hip_gi,thi_gi,bic_gi,for_gi,kne_gi,cal_gi,ank_gi,wri_gi,age,wgt,hgt,sex
20,424,27,45.4,31.8,35.2,20.2,32.3,14.6,10.5,20.2,15.3,115.0,100.0,85.0,94.5,105.0,62.0,35.5,28.5,38.0,40.0,23.5,16.7,21,82.8,180.3,1
21,268,113,37.6,24.4,28.3,17.7,24.7,12.9,10.8,18.0,14.3,109.1,94.3,75.0,82.2,88.0,53.8,36.3,28.9,34.5,33.5,23.0,17.1,25,65.0,165.1,1
22,408,243,41.7,27.3,31.5,21.8,29.7,14.9,11.8,18.9,13.6,118.2,101.6,85.7,91.0,95.9,50.9,34.0,28.4,35.0,34.3,21.1,16.3,51,79.1,179.1,1
23,465,116,40.5,28.3,32.4,19.4,27.8,13.4,11.0,19.0,14.5,109.1,94.8,75.0,79.6,91.6,49.4,30.0,26.5,31.7,30.2,16.4,16.1,27,66.8,185.4,1
24,162,449,36.2,28.3,31.3,16.3,25.4,12.2,9.6,16.8,12.9,96.4,82.9,73.6,86.9,94.7,52.9,25.0,21.0,31.6,30.2,19.3,13.6,36,54.5,167.6,0
25,382,39,36.2,27.5,30.4,18.7,28.0,13.6,10.8,19.0,15.4,111.2,91.2,78.8,78.0,93.2,55.8,31.9,27.4,36.4,35.1,23.0,16.8,22,68.6,177.8,1
26,205,462,35.8,29.0,30.6,18.0,24.2,12.4,10.5,17.9,13.4,96.1,79.9,61.7,79.7,94.7,56.5,25.5,23.2,36.7,36.2,22.0,14.8,21,59.1,170.2,0
27,165,388,37.5,26.0,29.4,17.6,26.5,12.3,10.4,18.3,12.7,99.8,80.6,64.3,75.0,93.0,55.6,28.2,23.8,35.6,35.5,22.0,15.5,32,57.8,167.6,0
28,407,217,40.3,27.8,33.5,20.6,29.9,15.3,11.2,20.4,13.8,115.3,101.0,85.4,86.9,101.8,57.0,34.0,27.1,39.4,37.1,23.7,16.6,44,75.5,179.1,1
29,319,134,38.9,27.5,32.9,22.5,33.3,14.6,11.0,20.5,15.3,122.5,112.4,98.4,101.5,107.9,67.4,39.2,30.5,42.6,40.7,25.3,17.5,29,90.9,172.7,1
30,49,392,33.6,24.3,27.9,18.2,24.7,11.0,8.4,16.6,11.1,103.1,82.9,67.6,73.9,90.2,56.4,30.2,24.2,34.1,33.8,20.6,14.8,22,53.2,159.8,0
31,293,36,41.5,24.5,30.5,17.7,26.7,13.3,10.8,18.6,14.0,104.0,85.0,70.5,84.0,90.0,50.0,29.0,26.0,36.0,34.5,21.5,17.0,20,59.5,170.0,1
32,240,472,37.6,28.3,29.4,16.8,25.4,13.2,10.0,17.8,14.2,99.7,84.2,62.4,81.4,90.4,53.2,25.8,23.0,34.5,31.0,19.2,14.7,32,57.7,175.2,0
33,259,420,38.7,33.3,33.8,20.9,30.2,14.0,10.5,18.9,14.8,108.9,98.9,83.6,108.6,108.3,63.0,31.9,26.0,38.1,36.4,24.5,16.0,29,81.8,182.9,0
34,214,276,40.5,29.6,34.9,17.4,27.5,12.6,10.4,18.8,13.1,103.7,90.9,78.7,83.5,101.5,59.9,29.5,25.3,35.4,36.7,21.3,15.6,23,67.8,170.5,0
35,109,407,37.6,30.7,35.6,24.7,32.2,14.0,10.6,21.2,14.5,111.0,104.2,93.4,111.1,109.8,67.7,35.7,28.6,41.5,38.6,22.3,17.3,41,84.5,162.6,0
36,202,461,37.6,26.8,31.1,16.5,24.0,11.8,10.2,18.4,12.8,98.6,81.4,66.4,78.5,91.6,54.6,24.2,21.2,33.0,34.3,20.2,15.0,24,54.5,170.2,0
37,472,62,43.4,32.4,36.4,20.3,32.1,15.6,12.0,20.8,16.3,113.9,99.6,92.5,96.2,103.4,58.5,34.5,28.4,38.4,38.0,22.4,17.2,48,84.8,186.0,1
38,107,448,38.7,28.0,34.7,16.3,28.5,13.6,10.4,20.4,14.3,108.2,90.0,71.7,95.8,108.4,68.5,28.7,25.9,40.5,39.5,23.3,15.6,41,70.5,162.6,0
39,479,33,44.0,31.0,35.3,19.2,31.0,15.2,11.4,21.2,15.1,112.5,90.9,74.0,78.8,96.4,51.8,29.8,27.0,36.4,34.6,22.9,17.0,23,72.4,188.0,1
40,376,102,42.0,28.0,33.0,18.1,28.4,14.3,11.1,20.2,15.2,114.0,88.5,77.0,79.0,93.0,51.7,33.5,27.9,38.4,38.5,22.5,17.5,22,73.2,177.3,1
41,226,359,40.0,31.0,35.8,21.3,33.2,14.1,12.2,24.3,12.9,129.5,108.0,101.5,105.5,114.0,70.0,40.3,30.8,45.6,45.0,25.8,18.2,34,105.2,172.7,0
42,149,314,35.6,25.7,29.1,15.5,26.0,11.5,9.5,17.8,12.1,96.6,82.1,62.8,70.6,83.9,51.5,24.6,21.4,34.0,34.8,20.9,14.3,21,53.2,166.0,0
43,5,282,34.8,26.3,29.9,16.0,22.9,11.3,9.2,16.5,11.8,87.0,75.5,65.0,76.7,86.0,51.0,24.5,20.5,31.5,31.0,20.0,14.0,21,45.8,152.0,0
44,253,271,42.6,31.8,34.8,19.9,30.4,12.5,11.0,21.0,14.2,117.1,95.2,85.0,91.2,111.0,68.0,34.4,28.3,40.1,40.0,24.2,17.6,29,87.8,176.5,0
45,271,131,41.3,26.8,32.2,21.4,31.1,13.6,11.0,19.1,15.0,111.5,104.2,90.9,92.7,100.2,51.8,30.1,26.8,38.1,36.4,23.2,16.3,41,75.0,166.4,1
46,397,245,41.9,28.0,33.1,26.4,29.9,15.6,11.5,21.2,15.9,121.0,104.6,82.4,85.7,99.9,63.3,38.6,32.0,38.4,39.8,25.4,18.1,24,84.1,177.8,1
47,211,476,35.6,29.9,33.5,18.2,24.9,13.2,11.0,19.2,13.8,98.9,93.0,80.5,98.8,107.2,63.0,34.1,27.6,38.8,38.2,22.2,16.3,41,77.3,170.2,0
48,254,423,36.7,29.0,32.0,19.7,25.6,12.4,10.0,18.6,13.0,100.5,86.1,68.3,85.3,96.5,55.1,26.0,22.6,33.9,33.7,21.8,15.0,23,60.0,177.8,0
49,174,267,37.6,30.0,33.9,19.1,28.8,13.4,10.5,19.2,13.2,104.0,90.0,75.0,80.5,99.0,59.0,28.7,24.9,37.0,36.5,20.6,15.9,23,68.8,167.6,0
50,461,145,44.2,30.4,36.5,21.6,31.5,15.4,11.6,20.4,15.4,123.1,107.3,101.6,103.8,110.0,57.8,34.9,28.9,40.3,40.0,23.7,18.1,46,94.5,184.2,1
51,489,185,45.0,29.0,33.3,25.4,30.8,15.4,11.0,18.8,15.0,124.5,107.0,88.8,97.5,103.8,61.0,36.7,28.6,38.4,39.5,24.4,16.8,25,91.4,188.0,1
52,436,160,41.1,27.8,32.9,18.0,26.8,14.6,11.2,19.5,15.8,109.2,94.1,81.2,84.0,91.6,51.5,33.0,27.0,35.2,35.5,23.1,16.3,37,70.5,181.6,1
53,60,473,35.1,26.6,29.2,17.0,24.4,11.8,9.4,17.0,12.2,94.4,82.5,65.6,81.8,92.8,56.2,28.8,24.7,33.0,34.6,21.7,15.8,32,55.4,160.0,0
54,84,492,36.5,26.6,30.8,16.0,24.9,12.6,10.7,17.0,13.0,99.5,86.4,69.1,87.8,95.4,59.5,28.3,24.7,35.6,34.6,23.0,16.6,23,60.9,161.3,0
55,296,165,41.1,29.2,31.5,19.7,29.9,14.8,11.0,18.0,15.0,111.1,98.5,77.9,87.3,90.8,50.8,35.0,28.4,35.5,35.0,21.0,16.6,24,65.9,170.2,1
56,145,466,35.6,30.2,32.9,21.8,26.8,13.0,11.0,20.6,14.3,115.2,105.2,88.2,106.5,107.9,63.1,30.3,25.2,39.2,38.4,23.1,16.4,26,86.3,165.1,0
57,339,139,40.9,26.1,27.5,20.2,28.0,13.2,10.4,18.6,14.8,108.4,94.3,73.7,74.5,88.2,52.3,29.6,26.2,35.2,36.2,21.2,16.2,30,64.5,175.3,1
58,46,250,34.8,25.9,30.2,16.4,24.2,11.3,8.9,17.0,12.2,88.0,75.0,61.2,66.5,91.0,53.0,24.0,22.0,32.5,32.5,19.0,14.0,19,49.2,159.5,0
59,326,226,38.0,27.1,32.2,20.6,28.0,13.9,10.3,19.1,14.0,117.3,103.5,86.1,90.5,96.7,55.2,34.5,27.7,37.3,34.8,22.5,16.4,48,70.9,174.0,1
60,247,425,37.6,31.3,33.5,17.0,25.4,12.4,9.4,19.2,11.5,105.0,76.8,73.6,106.3,106.2,61.7,31.4,26.2,39.6,39.1,24.8,16.2,44,72.7,175.3,0
61,261,209,39.8,28.3,30.4,19.7,30.2,12.9,11.0,18.6,12.7,121.0,103.0,92.5,88.5,94.0,55.0,36.0,28.0,36.5,37.0,21.8,17.5,35,72.3,160.0,1
62,154,421,36.9,29.0,33.5,20.9,30.2,12.7,9.6,18.6,14.2,109.8,97.9,84.9,98.0,102.4,59.9,32.0,25.7,37.6,33.7,21.6,15.5,40,70.7,166.4,0
63,299,228,41.1,24.0,29.4,21.6,30.8,13.6,11.7,18.8,14.6,122.4,107.5,92.2,88.6,97.5,53.7,34.3,27.6,36.0,37.5,23.3,16.7,45,77.3,170.2,1
64,180,303,35.6,26.4,32.2,15.1,26.6,13.0,10.0,17.6,13.8,98.0,82.6,58.6,73.0,89.6,54.9,27.1,23.1,33.2,35.8,20.7,14.4,26,54.8,168.3,0
65,360,21,42.0,27.5,30.7,21.3,32.0,13.1,11.1,19.2,13.9,116.0,100.0,92.0,91.0,98.0,57.5,32.0,27.6,37.5,35.2,21.0,17.3,22,78.8,176.0,1
66,333,52,38.5,26.1,30.8,20.6,30.8,15.1,11.4,19.8,14.2,126.3,109.6,81.6,86.5,100.9,61.7,39.5,31.7,38.8,36.5,22.7,17.9,23,86.2,174.0,1
67,455,16,45.0,27.0,33.2,21.7,30.6,13.7,11.1,20.7,14.0,112.0,104.1,82.0,84.0,97.0,56.0,34.5,29.5,39.0,35.7,24.0,17.5,22,79.6,184.0,1
68,347,189,42.1,29.7,32.9,24.9,30.8,15.3,11.5,19.2,14.6,120.2,109.8,90.5,92.3,95.2,52.4,35.8,28.7,32.5,36.5,23.7,17.5,60,73.6,175.3,1
69,153,287,35.8,26.4,32.2,17.3,24.9,12.7,10.4,18.9,14.0,100.3,85.3,65.5,74.4,95.9,53.7,27.8,23.9,35.6,33.4,21.9,15.2,21,56.6,166.4,0
70,8,455,35.1,27.8,30.6,16.3,26.8,11.6,9.6,17.2,12.0,94.8,78.0,60.4,79.2,87.0,49.5,26.8,22.7,33.2,31.5,18.8,14.7,25,47.3,152.4,0
71,381,109,38.0,27.1,28.3,18.2,25.9,13.8,11.0,18.9,14.8,104.8,85.3,70.8,84.9,89.4,55.8,28.7,25.5,38.5,34.2,21.3,15.6,25,64.1,177.8,1
72,79,324,36.2,30.2,31.2,16.8,27.7,11.5,9.4,17.4,13.1,97.3,85.0,65.7,77.7,90.5,56.1,29.4,23.1,33.2,34.4,20.3,14.4,25,54.8,161.2,0
73,152,403,36.9,27.5,31.1,16.3,26.6,12.8,9.8,18.0,14.0,100.1,81.1,65.5,82.3,90.4,53.3,26.8,22.3,34.2,33.4,21.5,14.5,37,55.0,166.4,0
74,25,266,32.6,25.6,30.0,15.3,22.6,10.3,8.1,16.2,11.6,90.1,73.5,60.5,68.3,88.5,54.0,24.6,20.6,29.0,33.0,19.0,13.2,19,47.8,157.0,0
75,175,479,37.8,29.0,32.4,20.6,28.5,12.7,9.1,18.2,13.2,110.3,95.3,79.4,90.9,102.7,63.0,29.9,24.9,38.7,36.3,21.3,15.5,28,72.3,167.6,0
76,83,292,36.2,27.1,29.9,16.0,24.2,11.8,9.2,17.3,12.6,95.5,88.2,73.1,80.0,94.9,57.2,27.0,24.3,34.9,35.7,22.0,15.1,20,60.3,161.3,0
77,301,78,34.1,28.1,30.1,21.8,25.8,12.9,9.9,18.6,12.3,105.4,88.2,72.0,72.0,85.5,50.2,28.6,24.8,34.9,35.1,20.1,15.4,23,56.8,170.5,1
78,257,275,39.6,28.6,31.2,18.0,27.2,12.4,10.1,19.3,13.8,101.4,89.6,72.6,86.3,93.7,56.4,27.4,23.4,37.0,38.4,21.3,15.6,38,67.3,179.9,0
79,228,274,39.1,27.5,34.0,17.2,25.6,12.6,10.0,18.0,12.7,97.1,81.7,70.0,81.5,96.0,57.9,26.3,22.6,37.2,36.0,21.0,15.0,23,59.8,173.0,0
80,209,272,37.5,29.2,35.1,19.6,27.5,13.1,10.2,20.0,13.1,101.5,91.0,75.0,85.0,103.0,62.0,31.5,26.5,38.2,40.0,23.0,16.0,22,72.8,170.2,0
81,362,24,42.7,29.9,35.0,21.8,32.8,14.3,11.2,19.8,14.1,123.9,101.0,90.6,89.6,101.2,59.5,37.0,28.3,35.4,40.6,22.9,17.0,24,86.4,176.0,1
82,42,394,36.0,27.1,31.4,18.5,24.6,11.9,9.4,15.9,11.9,97.1,78.1,64.0,75.9,95.0,55.9,25.2,23.0,32.3,34.8,20.3,13.4,22,51.8,159.2,0
83,426,246,43.0,27.8,34.2,21.4,31.5,14.3,11.1,21.0,14.8,123.1,104.3,86.3,87.8,103.3,59.7,36.4,30.4,39.3,42.0,27.7,18.4,35,83.2,180.3,1
84,93,368,35.0,23.7,29.0,15.4,23.6,11.5,9.6,16.6,11.6,93.3,75.8,62.6,72.9,87.4,54.0,26.4,21.8,34.5,33.0,20.7,14.4,19,50.2,162.2,0
85,167,298,37.4,28.3,31.3,16.3,25.6,12.9,11.0,18.4,14.3,105.0,87.6,68.6,80.7,95.8,56.6,28.5,24.1,35.6,34.0,20.7,15.5,18,61.0,167.6,0
86,497,244,43.8,32.2,38.0,25.4,32.0,16.0,10.7,21.0,16.8,126.3,103.1,96.5,99.0,111.8,62.3,34.8,27.5,41.7,37.0,24.3,16.7,30,98.2,190.5,1
87,99,454,37.8,28.5,33.5,18.0,27.1,12.9,10.4,18.6,13.4,100.8,84.7,65.0,84.5,94.7,54.8,28.9,24.4,34.7,34.8,22.5,15.3,45,54.5,162.6,0
88,53,385,34.1,18.7,27.2,16.1,24.6,11.2,9.5,16.1,11.9,92.0,83.0,63.0,72.0,86.0,53.0,24.1,22.0,30.0,31.2,20.4,14.4,28,48.8,160.0,0
89,29,485,32.9,26.8,28.7,16.3,24.4,11.0,8.6,16.4,12.6,94.9,84.2,66.4,79.3,92.0,53.4,24.9,22.3,32.5,31.7,21.7,13.4,27,54.5,157.5,0
90,314,110,40.5,24.9,29.7,19.0,30.2,14.4,11.8,19.5,14.9,117.7,99.6,73.3,82.1,89.3,55.4,36.3,32.5,34.3,34.3,22.3,18.4,27,72.3,172.7,1
91,435,6,43.3,27.0,31.5,19.6,31.3,14.0,11.5,18.8,13.9,119.8,99.9,82.5,80.1,95.3,57.5,33.0,28.0,36.6,36.1,23.5,16.9,21,74.8,181.5,1
92,416,148,38.7,26.8,31.5,18.0,27.8,12.9,10.4,18.0,14.3,109.4,91.7,81.8,82.9,98.3,56.3,31.0,25.7,35.0,33.0,22.0,15.5,28,71.4,180.3,1
93,48,335,34.5,25.6,29.2,18.0,24.2,10.1,9.0,16.3,11.5,89.5,77.5,64.9,74.5,88.4,53.4,25.6,22.4,30.9,32.6,19.1,14.0,20,50.0,159.8,0
94,266,68,39.8,28.8,33.0,19.7,28.7,12.4,10.7,18.5,13.2,111.9,97.6,80.0,85.7,97.4,57.8,33.8,28.6,36.2,37.4,22.0,17.2,26,70.0,164.5,1
95,398,142,39.8,29.0,34.9,22.5,28.3,14.3,11.7,19.8,15.4,118.0,104.4,101.0,98.9,103.3,54.4,38.1,29.8,39.7,41.8,25.0,19.6,51,86.4,177.8,1
96,336,76,39.6,27.5,30.2,19.2,28.9,13.5,10.4,19.3,14.2,108.0,94.6,76.1,78.0,86.3,52.4,28.6,23.9,34.5,37.9,22.7,15.8,31,63.9,174.5,1
97,279,207,40.3,28.3,30.6,18.2,29.2,12.9,10.6,20.2,14.2,112.0,96.0,81.5,80.5,89.5,52.0,30.3,25.0,36.0,35.0,22.4,16.7,62,66.8,167.6,1
98,195,498,37.6,25.2,29.0,19.2,27.1,14.0,11.0,18.9,13.2,105.0,89.0,71.2,86.1,93.5,56.1,30.2,24.4,37.0,37.5,22.6,15.7,22,67.3,169.5,0
99,50,381,34.9,26.2,28.5,14.6,23.5,10.4,8.7,16.0,11.1,92.7,74.5,59.5,65.5,78.8,46.3,23.2,20.8,31.6,29.6,18.6,13.8,20,43.2,160.0,0
